task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,execution_time,generation_status,generation_error_type,generation_error_message,generation_attempts
HumanEval/147,adversarial,gemma-4-26b:zero_shot,12,1,0,13,0.923,93.75,85.71,0.0,2.57,71.39,4.06,0.065,7,0,5,0.0,0.675,1430,1215,46161,1158.04,ok,,,1
HumanEval/142,actor_critic,gemma-4-26b:zero_shot,8,1,0,9,0.889,100.0,100.0,0.0,2.0,100.0,1.05,0.061,2,0,4,0.0,0.5,568,2,8779,5189.87,ok,,,1
HumanEval/158,actor_critic,gemma-4-26b:scot,0,0,0,0,0,16.67,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,5472,34810,87429,2102.45,ok,,,1
HumanEval/143,actor_critic,gemma-4-26b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.016,0,0,0,1.0,0.0,31293,0,64058,4479.86,ok,,,1
HumanEval/157,actor_critic,gemma-4-26b:few_shot,24,4,0,28,0.857,100.0,100.0,0.0,1.8,87.49,5.82,0.035,11,0,5,0.0,0.75,1016,396,3258,3714.18,ok,,,1
HumanEval/162,baseline,gemma-4-26b:few_shot,4,3,0,7,0.571,92.86,100.0,0.0,2.29,82.49,3.18,0.034,8,1,3,0.0,0.642,555,1485,4309,2322.14,ok,,,1
HumanEval/156,adversarial,gemma-4-26b:few_shot,30,3,0,33,0.909,100.0,100.0,0.0,1.86,83.3,4.05,0.025,9,0,5,0.0,0.725,732,2103,15158,3328.65,ok,,,1
HumanEval/154,adversarial,gemma-4-26b:few_shot,0,29,0,29,0.0,29.41,0.0,0.0,1.67,85.18,3.88,0.044,5,1,5,0.0,0.667,558,1411,7751,2054.49,ok,,,1
HumanEval/148,adversarial,gemma-4-26b:scot,0,0,0,0,0,22.22,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,898,896,43532,2964.2,ok,,,1
HumanEval/147,baseline,gemma-4-26b:scot,10,0,0,10,1.0,92.59,100.0,0.25,2.67,67.57,3.65,0.03,4,0,4,0.0,0.55,576,1842,17947,2904.32,ok,,,1
HumanEval/144,adversarial,gemma-4-26b:scot,0,0,0,0,0,40.0,40.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,622,984,35810,1393.89,ok,,,1
HumanEval/156,actor_critic,gemma-4-26b:few_shot,30,4,0,34,0.882,100.0,100.0,0.0,2.0,64.77,3.37,0.117,12,0,5,0.0,0.75,2832,1524,14597,3277.19,ok,,,1
HumanEval/146,hybrid,gemma-4-26b:few_shot,12,0,0,12,1.0,100.0,100.0,0.75,3.67,83.69,3.08,0.041,9,1,4,0.0,0.717,2058,2017,6658,1817.47,ok,,,1
HumanEval/143,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,40.0,40.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1433,0,34198,5099.13,ok,,,1
HumanEval/148,baseline,gemma-4-26b:scot,20,0,0,20,1.0,91.3,100.0,0.0,3.0,92.46,2.24,0.044,9,0,4,0.0,0.675,607,1671,5202,835.25,ok,,,1
HumanEval/159,hybrid,gemma-4-26b:zero_shot,24,0,0,24,1.0,81.08,50.0,0.0,2.8,80.34,2.14,0.05,4,0,4,0.0,0.55,2704,4327,26769,2016.86,ok,,,1
HumanEval/159,actor_critic,gemma-4-26b:few_shot,19,0,0,19,1.0,80.0,50.0,0.0,2.67,83.41,1.69,0.05,3,0,4,0.0,0.525,2039,1811,13068,1764.41,ok,,,1
HumanEval/148,consensus,gemma-4-26b:few_shot,32,0,0,32,1.0,100.0,100.0,0.25,3.0,98.85,2.52,0.049,8,1,4,0.0,0.692,1840,644,7215,3475.23,ok,,,1
HumanEval/139,adversarial,gemma-4-26b:scot,13,4,0,17,0.765,100.0,100.0,0.0,1.83,82.29,2.6,0.044,8,0,5,0.0,0.7,613,2587,14026,574.02,ok,,,1
HumanEval/148,actor_critic,gemma-4-26b:zero_shot,7,0,0,7,1.0,86.54,66.67,0.0,3.75,70.31,2.9,0.399,17,2,3,0.0,0.733,7353,10296,63970,1164.54,ok,,,1
HumanEval/142,actor_critic,gemma-4-26b:few_shot,9,0,0,9,1.0,78.46,62.5,0.0,2.4,68.77,4.53,0.051,10,3,4,0.0,0.825,4544,3043,64715,4012.52,ok,,,1
HumanEval/150,hybrid,gemma-4-26b:zero_shot,22,0,0,22,1.0,88.0,100.0,0.25,2.67,87.18,5.0,0.225,4,0,4,0.0,0.55,6279,3897,71941,2245.84,ok,,,1
HumanEval/148,hybrid,gemma-4-26b:few_shot,18,1,0,19,0.947,93.1,100.0,0.0,3.0,85.96,3.14,0.1,9,0,4,0.0,0.675,1887,1870,7581,1610.65,ok,,,1
HumanEval/145,consensus,gemma-4-26b:zero_shot,4,3,0,7,0.571,97.37,100.0,0.0,3.43,74.99,2.2,0.024,17,2,3,0.0,0.733,5610,3965,21418,3296.87,ok,,,1
HumanEval/145,adversarial,gemma-4-26b:few_shot,7,4,0,11,0.636,100.0,100.0,0.0,2.1,63.73,4.25,0.066,2,0,4,0.0,0.5,1041,2897,20686,708.53,ok,,,1
HumanEval/155,actor_critic,gemma-4-26b:scot,0,0,0,0,0,22.22,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2306,2009,45381,3418.71,ok,,,1
HumanEval/142,hybrid,gemma-4-26b:few_shot,11,0,0,11,1.0,100.0,100.0,0.6,2.44,63.09,4.0,0.025,0,0,0,1.0,0.0,2780,1850,6342,2392.58,ok,,,1
HumanEval/146,hybrid,gemma-4-26b:zero_shot,26,0,0,26,1.0,74.29,60.0,0.0,3.67,83.27,4.85,0.062,5,1,4,0.0,0.617,4723,3056,11563,6199.76,ok,,,1
HumanEval/161,consensus,gemma-4-26b:zero_shot,38,0,0,38,1.0,100.0,100.0,0.667,2.0,82.05,3.16,0.034,2,0,4,0.0,0.5,2070,2936,15922,3348.77,ok,,,1
HumanEval/140,actor_critic,gemma-4-26b:scot,30,2,0,32,0.938,100.0,100.0,0.0,2.0,78.39,6.36,0.033,9,0,5,0.0,0.725,5045,4122,24992,3248.91,ok,,,1
HumanEval/146,baseline,gemma-4-26b:few_shot,8,0,0,8,1.0,100.0,100.0,0.25,2.25,79.49,3.23,0.075,10,1,3,0.0,0.692,359,711,2983,458.11,ok,,,1
HumanEval/158,baseline,gemma-4-26b:zero_shot,13,1,0,14,0.929,100.0,100.0,0.0,2.43,81.34,2.53,0.043,11,2,4,0.0,0.783,630,1917,11568,2249.05,ok,,,1
HumanEval/159,consensus,gemma-4-26b:zero_shot,38,0,0,38,1.0,100.0,100.0,0.2,3.5,93.46,2.21,0.071,3,0,4,0.0,0.525,1990,1034,9946,5354.88,ok,,,1
HumanEval/152,hybrid,gemma-4-26b:zero_shot,18,0,0,18,1.0,97.22,97.0,0.0,2.14,75.52,5.31,0.04,3,0,6,0.0,0.575,1755,1014,4073,1811.13,ok,,,1
HumanEval/154,adversarial,gemma-4-26b:scot,23,2,0,25,0.92,100.0,100.0,0.0,3.0,81.15,3.82,0.056,11,2,4,0.0,0.783,461,1520,9906,727.2,ok,,,1
HumanEval/153,consensus,gemma-4-26b:scot,0,0,0,0,0,11.11,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1820,248,34833,3771.05,ok,,,1
HumanEval/162,actor_critic,gemma-4-26b:zero_shot,11,0,0,11,1.0,86.0,66.67,0.0,2.12,73.04,5.18,0.189,6,1,5,0.0,0.692,9064,9521,77250,1011.14,ok,,,1
HumanEval/162,hybrid,gemma-4-26b:zero_shot,9,9,0,18,0.5,82.93,50.0,0.0,2.43,75.53,5.18,0.129,12,3,5,0.0,0.875,2358,3415,17724,2268.61,ok,,,1
HumanEval/154,hybrid,gemma-4-26b:scot,0,30,0,30,0.0,44.68,0.0,0.0,2.29,77.31,4.35,0.041,0,0,0,1.0,0.0,2539,1923,5537,2304.49,ok,,,1
HumanEval/158,adversarial,gemma-4-26b:few_shot,11,0,0,11,1.0,100.0,100.0,0.667,2.78,67.62,5.0,0.086,18,1,5,0.0,0.792,491,2150,5192,1272.35,ok,,,1
HumanEval/161,consensus,gemma-4-26b:scot,0,0,0,0,0,15.38,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,3019,1472,40192,3446.37,ok,,,1
HumanEval/141,actor_critic,gemma-4-26b:scot,25,2,0,27,0.926,100.0,100.0,0.0,2.29,81.31,2.95,0.064,10,0,4,0.0,0.7,871,252,5360,3286.73,ok,,,1
HumanEval/155,consensus,gemma-4-26b:scot,32,1,0,33,0.97,92.31,100.0,0.0,2.25,82.34,5.18,0.086,5,1,5,0.0,0.667,1696,1799,17018,3008.24,ok,,,1
HumanEval/160,hybrid,gemma-4-26b:few_shot,32,1,0,33,0.97,100.0,100.0,0.0,2.2,89.05,2.81,0.056,0,0,0,1.0,0.0,2789,1970,6422,2061.73,ok,,,1
HumanEval/151,baseline,gemma-4-26b:scot,9,0,0,9,1.0,100.0,100.0,0.333,2.83,79.53,2.73,0.06,11,1,4,0.0,0.742,283,931,2871,508.94,ok,,,1
HumanEval/159,baseline,gemma-4-26b:few_shot,17,0,0,17,1.0,100.0,100.0,0.4,2.0,89.92,1.45,0.035,5,0,4,0.0,0.575,2875,3348,15302,367.63,ok,,,1
HumanEval/149,adversarial,gemma-4-26b:zero_shot,12,1,0,13,0.923,100.0,100.0,0.0,2.0,77.28,3.0,0.022,6,1,4,0.0,0.642,1295,3349,24752,1072.23,ok,,,1
HumanEval/163,consensus,gemma-4-26b:scot,0,0,0,0,0,50.0,50.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1571,0,34336,3147.94,ok,,,1
HumanEval/161,actor_critic,gemma-4-26b:zero_shot,20,0,0,20,1.0,70.27,60.0,0.0,3.67,85.17,3.0,0.242,5,0,4,0.0,0.575,653,2,4746,2493.9,ok,,,1
HumanEval/148,hybrid,gemma-4-26b:scot,0,22,0,22,0.0,41.18,0.0,0.0,3.0,83.91,3.38,0.026,7,0,4,0.0,0.625,2961,2125,11163,1200.75,ok,,,1
HumanEval/139,baseline,gemma-4-26b:few_shot,7,2,0,9,0.778,100.0,100.0,0.0,1.4,73.09,1.93,0.052,7,1,5,0.0,0.717,328,352,3896,746.65,ok,,,1
HumanEval/157,consensus,gemma-4-26b:scot,0,0,0,0,0,66.67,67.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2482,1389,42377,3621.77,ok,,,1
HumanEval/140,consensus,gemma-4-26b:scot,0,0,0,0,0,25.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1775,806,40592,4512.08,ok,,,1
HumanEval/150,actor_critic,gemma-4-26b:zero_shot,0,0,0,0,0,40.0,40.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2560,372,83994,3267.24,ok,,,1
HumanEval/146,consensus,gemma-4-26b:few_shot,0,0,0,0,0,18.18,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2463,1488,46865,3979.96,ok,,,1
HumanEval/150,consensus,gemma-4-26b:scot,52,0,0,52,1.0,100.0,100.0,0.5,2.0,100.0,6.8,0.036,2,0,4,0.0,0.5,2218,1652,54619,4769.79,ok,,,1
HumanEval/139,baseline,gemma-4-26b:scot,11,4,0,15,0.733,100.0,100.0,0.0,1.5,89.36,1.87,0.07,6,0,5,0.0,0.65,231,922,3728,2977.2,ok,,,1
HumanEval/144,adversarial,gemma-4-26b:few_shot,0,26,0,26,0.0,50.0,50.0,0.0,2.0,88.46,4.92,0.059,2,1,4,0.0,0.542,0,0,0,3028.14,ok,,,1
HumanEval/149,adversarial,gemma-4-26b:few_shot,0,15,0,15,0.0,38.71,0.0,0.0,2.0,83.58,3.1,0.018,3,0,5,0.0,0.575,417,1380,2896,2940.77,ok,,,1
HumanEval/144,adversarial,gemma-4-26b:zero_shot,26,0,0,26,1.0,100.0,100.0,0.5,2.0,100.0,3.46,0.046,2,0,4,0.0,0.5,2345,6995,40119,2459.38,ok,,,1
HumanEval/147,consensus,gemma-4-26b:scot,20,1,0,21,0.952,100.0,100.0,0.0,2.4,56.31,2.41,0.031,8,0,4,0.0,0.65,5164,3491,26811,4782.92,ok,,,1
HumanEval/141,consensus,gemma-4-26b:scot,0,0,0,0,0,10.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2157,1823,38070,5057.75,ok,,,1
HumanEval/149,consensus,gemma-4-26b:few_shot,0,0,0,0,0,20.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2114,0,34879,4782.74,ok,,,1
HumanEval/163,hybrid,gemma-4-26b:few_shot,22,1,0,23,0.957,100.0,100.0,0.0,2.33,89.38,4.82,0.041,4,1,4,0.0,0.592,1875,1844,7341,1837.59,ok,,,1
HumanEval/154,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,11.11,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1016,0,33781,5028.83,ok,,,1
HumanEval/153,adversarial,gemma-4-26b:zero_shot,9,1,0,10,0.9,97.83,83.33,0.0,2.7,75.4,2.0,0.053,22,0,3,0.0,0.65,932,2485,13242,3164.99,ok,,,1
HumanEval/162,actor_critic,gemma-4-26b:scot,10,5,0,15,0.667,100.0,100.0,0.0,2.0,67.77,3.55,0.08,9,1,5,0.0,0.767,1988,1377,13200,2294.58,ok,,,1
HumanEval/142,hybrid,gemma-4-26b:scot,14,0,0,14,1.0,100.0,100.0,0.4,2.0,89.51,2.16,0.066,4,0,4,0.0,0.55,2203,1132,7615,2915.57,ok,,,1
HumanEval/139,baseline,gemma-4-26b:zero_shot,9,1,0,10,0.9,90.91,100.0,0.0,1.8,84.96,2.93,0.053,9,2,5,0.0,0.808,315,530,35626,1348.3,ok,,,1
HumanEval/155,baseline,gemma-4-26b:zero_shot,15,0,0,15,1.0,100.0,100.0,0.4,2.0,97.65,2.64,0.083,2,0,4,0.0,0.5,579,1621,7680,729.39,ok,,,1
HumanEval/147,consensus,gemma-4-26b:zero_shot,13,0,0,13,1.0,100.0,100.0,0.25,2.25,90.49,2.18,0.059,6,0,4,0.0,0.6,4294,2069,25651,5159.16,ok,,,1
HumanEval/143,hybrid,gemma-4-26b:few_shot,18,0,0,18,1.0,100.0,100.0,0.667,3.0,80.35,3.2,0.054,14,0,4,0.0,0.7,3945,5927,64677,3627.73,ok,,,1
HumanEval/160,adversarial,gemma-4-26b:scot,0,21,0,21,0.0,42.42,0.0,0.0,2.4,82.31,2.46,0.039,15,1,5,0.0,0.792,623,2271,11345,1287.16,ok,,,1
HumanEval/143,baseline,gemma-4-26b:zero_shot,22,0,0,22,1.0,100.0,100.0,0.667,2.0,100.0,1.8,0.023,1,0,4,0.0,0.475,5185,6178,44980,3430.65,ok,,,1
HumanEval/145,actor_critic,gemma-4-26b:scot,5,4,0,9,0.556,100.0,100.0,0.0,2.0,74.55,2.65,0.026,5,1,4,0.0,0.617,1367,2511,15177,2090.12,ok,,,1
HumanEval/152,consensus,gemma-4-26b:zero_shot,20,0,0,20,1.0,100.0,100.0,0.0,2.0,92.0,3.23,0.03,3,0,4,0.0,0.525,2401,1809,10853,4792.34,ok,,,1
HumanEval/155,hybrid,gemma-4-26b:zero_shot,30,0,0,30,1.0,75.0,0.0,0.0,2.75,84.22,5.73,0.194,4,0,5,0.0,0.6,4299,3745,54938,1424.0,ok,,,1
HumanEval/158,actor_critic,gemma-4-26b:zero_shot,4,1,0,5,0.8,70.73,33.33,0.0,3.83,76.14,3.33,0.051,15,2,3,0.0,0.733,2665,1698,13812,3204.74,ok,,,1
HumanEval/153,baseline,gemma-4-26b:few_shot,9,0,0,9,1.0,97.62,83.33,0.4,2.0,79.94,1.63,0.038,10,0,3,0.0,0.65,514,706,3168,552.46,ok,,,1
HumanEval/146,actor_critic,gemma-4-26b:zero_shot,18,1,0,19,0.947,75.0,60.0,0.0,2.67,85.16,4.69,0.257,4,0,5,0.0,0.6,1126,278,3360,4972.51,ok,,,1
HumanEval/140,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,25.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1317,0,34082,4313.54,ok,,,1
HumanEval/163,baseline,gemma-4-26b:scot,14,0,0,14,1.0,100.0,100.0,0.75,2.67,89.38,3.27,0.068,6,0,4,0.0,0.6,244,1025,3577,1693.82,ok,,,1
HumanEval/142,consensus,gemma-4-26b:scot,0,0,0,0,0,12.5,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,3329,0,36094,4342.1,ok,,,1
