task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score
HumanEval/148,competitive,gemma-12b:few_shot,0,14,0,14,0.0,82.05,0.0,1.0,1.93,78.35,2.14,0.578,0,0,0,11,0,3,0.071,0.632
HumanEval/148,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,74.44,2.52,0.498,1531,0,1531,12,0,3,0.059,0.635
HumanEval/148,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.22,77.99,3.0,0.441,1132,0,1132,0,0,0,1.0,0.0
HumanEval/148,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,100.0,1.0,2.75,84.83,1.57,0.644,514,0,514,9,0,3,0.0,0.625
HumanEval/148,adversarial,gemma-12b:zero_shot,9,3,0,12,0.75,85.42,50.0,1.0,2.07,72.65,3.19,0.465,514,0,514,0,0,0,1.0,0.0
HumanEval/148,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,100.0,100.0,1.0,2.75,84.83,1.57,0.643,569,0,569,9,0,3,0.0,0.625
HumanEval/148,coa,gemma-12b:cot,0,9,0,9,0.0,63.41,0.0,1.0,3.0,75.73,2.38,0.496,691,0,691,15,1,3,0.0,0.692
HumanEval/148,coa,gemma-12b:scot,0,9,0,9,0.0,71.43,0.0,1.0,2.4,79.48,2.1,0.569,1517,0,1517,11,0,3,0.0,0.65
HumanEval/148,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,6.67,67.18,2.76,0.451,259,0,259,12,0,3,0.0,0.65
HumanEval/148,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.95,70.3,2.9,0.446,2354,0,2354,12,0,3,0.143,0.614
HumanEval/148,swarm,gemma-12b:cot,0,1,0,1,0.0,46.67,0.0,1.0,1.5,68.28,1.05,0.753,1270,0,1270,1,0,3,0.0,0.425
HumanEval/148,adversarial,gemma-12b:cot,9,2,0,11,0.818,85.11,66.67,1.0,2.08,74.23,3.05,0.495,1270,0,1270,7,0,3,0.0,0.575
HumanEval/148,swarm,gemma-12b:scot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,63.91,1.0,0.77,651,0,651,1,0,3,0.0,0.425
HumanEval/148,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,4.88,68.85,2.71,0.465,259,0,259,17,1,3,0.0,0.692
HumanEval/148,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,100.0,100.0,1.0,2.75,84.83,1.57,0.643,779,0,779,9,0,3,0.0,0.625
HumanEval/148,adversarial,gemma-12b:scot,5,3,0,8,0.625,85.11,66.67,1.0,2.64,72.44,3.05,0.489,194,0,194,0,0,0,1.0,0.0
HumanEval/148,swarm,gemma-12b:few_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,65.37,0.95,0.801,3824,0,3824,2,0,3,0.0,0.45
HumanEval/148,coa,gemma-12b:few_shot,0,9,0,9,0.0,63.41,0.0,1.0,3.0,75.73,2.38,0.526,636,0,636,16,1,3,0.0,0.692
HumanEval/148,adversarial,gemma-12b:few_shot,0,0,0,0,0,18.18,0.0,1.0,2.0,55.3,1.95,0.647,5514,0,5514,0,0,0,1.0,0.0
HumanEval/148,hybrid,gemma-12b:few_shot,10,0,0,10,1.0,86.54,66.67,0.0,2.07,71.93,3.43,0.467,4606,0,4606,15,2,3,0.0,0.733
HumanEval/148,actor_critic,gemma-12b:few_shot,0,0,0,0,0,15.38,0.0,1.0,3.0,75.78,1.57,0.71,977,0,977,0,0,0,1.0,0.0
HumanEval/148,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,2.05,69.99,2.9,0.465,1565,0,1565,15,1,3,0.0,0.692
HumanEval/148,actor_critic,gemma-12b:cot,7,2,0,9,0.778,84.44,66.67,1.0,2.27,74.07,2.95,0.493,2659,0,2659,10,0,3,0.0,0.65
HumanEval/148,actor_critic,gemma-12b:scot,9,2,0,11,0.818,83.72,50.0,1.0,2.0,74.45,2.95,0.501,6261,0,6261,7,0,3,0.0,0.575
HumanEval/148,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,77.76,2.24,0.552,2554,801,3355,8,0,3,0.0,0.6
HumanEval/148,self_healing,gemma-12b:cot,0,0,0,0,0,15.38,0.0,1.0,2.5,60.8,2.05,0.643,1634,249,1883,0,0,0,1.0,0.0
HumanEval/148,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.93,77.76,2.24,0.549,5691,3198,8889,9,0,3,0.0,0.625
HumanEval/148,self_healing,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.93,77.76,2.24,0.552,425,261,686,8,0,3,0.0,0.6
HumanEval/149,competitive,gemma-12b:zero_shot,10,1,0,11,0.909,79.49,0.0,1.0,2.07,74.02,2.71,0.405,0,0,0,0,0,0,1.0,0.0
HumanEval/149,baseline,gemma-12b:zero_shot,0,13,0,13,0.0,58.82,0.0,1.0,1.93,74.19,2.62,0.443,252,0,252,13,2,3,0.0,0.733
HumanEval/149,competitive,gemma-12b:cot,10,1,0,11,0.909,79.49,0.0,1.0,2.07,74.02,2.71,0.405,0,0,0,0,0,0,1.0,0.0
HumanEval/149,baseline,gemma-12b:cot,7,3,0,10,0.7,78.38,0.0,1.0,2.08,74.17,2.62,0.409,5228,0,5228,0,0,0,1.0,0.0
HumanEval/149,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,75.64,2.33,0.45,4113,0,4113,16,2,3,0.0,0.733
HumanEval/149,coa,gemma-12b:zero_shot,0,9,0,9,0.0,74.19,0.0,1.0,1.9,82.94,1.81,0.582,967,0,967,7,1,3,0.222,0.561
HumanEval/149,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,46.67,0.0,1.0,1.5,68.66,0.9,0.847,147,0,147,1,1,3,0.0,0.467
HumanEval/149,atomic_swarm,gemma-12b:zero_shot,1,2,0,3,0.333,79.17,0.0,1.0,1.5,90.39,1.43,0.702,3147,0,3147,2,1,4,0.0,0.542
HumanEval/149,competitive,gemma-12b:scot,10,0,0,10,1.0,78.38,0.0,0.0,2.08,74.17,2.62,0.416,0,0,0,0,0,0,1.0,0.0
HumanEval/149,baseline,gemma-12b:scot,7,2,0,9,0.778,77.14,0.0,1.0,2.08,54.81,3.67,0.325,581,0,581,0,0,0,1.0,0.0
HumanEval/149,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,64.51,4.0,0.304,2605,0,2605,0,0,0,1.0,0.0
HumanEval/149,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,75.64,2.33,0.451,2210,0,2210,16,2,3,0.0,0.733
HumanEval/149,actor_critic,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.95,71.79,3.24,0.348,949,0,949,22,2,4,0.0,0.783
HumanEval/149,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,76.8,2.24,0.46,1839,0,1839,15,2,3,0.0,0.733
HumanEval/149,atomic_swarm,gemma-12b:cot,1,2,0,3,0.333,79.17,0.0,1.0,1.5,90.39,1.43,0.705,2727,0,2727,2,1,4,0.0,0.542
HumanEval/149,baseline,gemma-12b:few_shot,0,10,0,10,0.0,75.0,0.0,1.0,1.91,83.11,1.71,0.562,6321,0,6321,10,2,3,0.0,0.733
HumanEval/149,competitive,gemma-12b:few_shot,9,1,0,10,0.9,78.38,0.0,1.0,2.08,74.17,2.62,0.416,0,0,0,0,0,0,1.0,0.0
HumanEval/149,actor_critic,gemma-12b:cot,14,4,0,18,0.778,85.71,0.0,1.0,2.15,70.7,3.52,0.348,7896,0,7896,19,2,3,0.0,0.733
HumanEval/149,coa,gemma-12b:scot,0,9,0,9,0.0,74.19,0.0,1.0,1.9,82.94,1.81,0.57,514,0,514,7,2,3,0.222,0.603
HumanEval/149,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.93,78.4,2.14,0.462,9575,0,9575,12,2,3,0.0,0.733
HumanEval/149,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,79.17,0.0,1.0,1.5,90.39,1.43,0.705,574,0,574,2,1,4,0.0,0.542
HumanEval/149,hybrid,gemma-12b:scot,12,0,0,12,1.0,81.4,0.0,0.0,2.21,74.26,2.9,0.388,1833,0,1833,13,2,3,0.083,0.713
HumanEval/149,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,75.64,2.33,0.437,237,0,237,16,2,3,0.0,0.733
HumanEval/149,adversarial,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.93,79.16,2.05,0.488,843,0,843,12,2,3,0.077,0.714
HumanEval/149,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.93,78.4,2.14,0.46,4312,0,4312,12,2,3,0.0,0.733
HumanEval/149,coa,gemma-12b:cot,0,9,0,9,0.0,74.19,0.0,1.0,1.9,82.94,1.81,0.574,504,0,504,7,2,3,0.222,0.603
HumanEval/149,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,75.64,2.33,0.451,4871,0,4871,16,2,3,0.0,0.733
HumanEval/149,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,75.64,2.33,0.454,929,0,929,16,2,3,0.0,0.733
HumanEval/149,actor_critic,gemma-12b:scot,11,2,0,13,0.846,80.95,0.0,1.0,2.0,76.21,2.67,0.42,1460,0,1460,13,2,3,0.0,0.733
HumanEval/149,hybrid,gemma-12b:cot,11,6,0,17,0.647,84.91,0.0,1.0,2.05,70.06,3.38,0.349,1686,0,1686,0,0,0,1.0,0.0
HumanEval/149,coa,gemma-12b:few_shot,0,9,0,9,0.0,74.19,0.0,1.0,1.9,82.94,1.81,0.59,2718,0,2718,7,1,3,0.222,0.561
HumanEval/149,adversarial,gemma-12b:scot,8,0,0,8,1.0,75.76,0.0,0.0,2.09,73.76,2.43,0.456,249,0,249,0,0,0,1.0,0.0
HumanEval/149,adversarial,gemma-12b:few_shot,0,0,0,0,0,26.67,0.0,1.0,2.0,42.85,1.57,0.596,535,0,535,0,0,0,1.0,0.0
HumanEval/149,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,76.8,2.24,0.466,0,0,0,15,2,3,0.0,0.733
HumanEval/149,swarm,gemma-12b:few_shot,0,3,0,3,0.0,57.89,0.0,1.0,1.75,83.29,1.1,0.727,783,0,783,2,0,3,0.333,0.367
HumanEval/149,atomic_swarm,gemma-12b:few_shot,1,2,0,3,0.333,79.17,0.0,1.0,1.5,90.39,1.43,0.705,748,0,748,2,1,4,0.0,0.542
HumanEval/149,hybrid,gemma-12b:few_shot,15,12,0,27,0.556,82.61,50.0,1.0,2.0,75.62,3.95,0.314,0,0,0,11,2,4,0.0,0.783
HumanEval/149,self_healing,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.93,77.97,2.14,0.478,0,0,0,14,2,3,0.0,0.733
HumanEval/149,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,76.8,2.24,0.46,2149,0,2149,15,2,3,0.0,0.733
HumanEval/149,swarm,gemma-12b:scot,0,1,0,1,0.0,46.67,0.0,1.0,1.5,67.2,0.95,0.823,1596,0,1596,1,1,3,0.0,0.467
HumanEval/149,swarm,gemma-12b:cot,0,5,0,5,0.0,65.22,0.0,1.0,1.83,83.76,1.52,0.603,915,0,915,5,2,3,0.0,0.608
HumanEval/149,actor_critic,gemma-12b:few_shot,10,1,0,11,0.909,81.82,50.0,1.0,1.92,77.79,2.62,0.422,1084,0,1084,11,2,4,0.0,0.783
HumanEval/149,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.92,79.61,2.05,0.475,0,0,0,11,2,3,0.0,0.733
HumanEval/149,self_healing,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.93,77.97,2.14,0.463,0,0,0,14,2,3,0.0,0.733
HumanEval/150,competitive,gemma-12b:zero_shot,5,0,0,5,1.0,93.62,100.0,0.0,3.56,71.76,4.8,0.289,0,0,0,0,0,0,1.0,0.0
HumanEval/150,baseline,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.18,68.43,4.4,0.263,2197,0,2197,0,0,0,1.0,0.0
HumanEval/150,competitive,gemma-12b:cot,5,0,0,5,1.0,94.0,100.0,0.0,3.89,69.37,5.1,0.279,0,0,0,0,0,0,1.0,0.0
HumanEval/150,baseline,gemma-12b:cot,0,8,0,8,0.0,54.55,0.0,1.0,2.9,66.41,4.8,0.274,3080,0,3080,20,1,3,0.0,0.692
HumanEval/150,coa,gemma-12b:zero_shot,2,6,0,8,0.25,93.62,100.0,1.0,3.1,69.82,4.6,0.287,0,0,0,16,1,3,0.0,0.692
HumanEval/150,atomic_swarm,gemma-12b:zero_shot,0,3,0,3,0.0,81.25,81.0,1.0,1.5,95.8,1.9,0.512,2647,0,2647,7,1,4,0.0,0.667
HumanEval/150,actor_critic,gemma-12b:zero_shot,15,0,0,15,1.0,90.91,100.0,0.25,2.29,81.27,4.9,0.301,641,0,641,13,0,4,0.2,0.65
HumanEval/150,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.7,65.48,5.1,0.253,3839,0,3839,0,0,0,1.0,0.0
HumanEval/150,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,70.0,70.0,1.0,1.5,98.94,1.2,0.652,217,0,217,3,0,3,0.0,0.475
HumanEval/150,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,4.27,62.61,5.5,0.227,1635,0,1635,0,0,0,1.0,0.0
HumanEval/150,actor_critic,gemma-12b:cot,10,0,0,10,1.0,93.62,100.0,0.0,4.5,71.41,6.0,0.242,2459,0,2459,25,2,4,0.0,0.783
HumanEval/150,baseline,gemma-12b:scot,9,0,0,9,1.0,93.33,100.0,0.0,2.15,73.21,6.3,0.176,1541,0,1541,0,0,0,1.0,0.0
HumanEval/150,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.9,66.54,4.7,0.26,1600,0,1600,0,0,0,1.0,0.0
HumanEval/150,coa,gemma-12b:cot,2,6,0,8,0.25,93.62,100.0,1.0,3.1,69.82,4.6,0.286,1896,0,1896,16,1,3,0.0,0.692
HumanEval/150,competitive,gemma-12b:scot,5,0,0,5,1.0,94.0,100.0,0.25,3.89,69.37,5.1,0.279,0,0,0,0,0,0,1.0,0.0
HumanEval/150,atomic_swarm,gemma-12b:cot,0,3,0,3,0.0,81.25,81.0,1.0,1.5,95.8,1.9,0.512,146,0,146,7,1,4,0.0,0.667
HumanEval/150,swarm,gemma-12b:cot,0,1,0,1,0.0,34.78,0.0,1.0,2.33,89.89,2.0,0.519,498,0,498,3,0,3,0.0,0.475
HumanEval/150,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.7,68.71,4.5,0.262,2173,0,2173,0,0,0,1.0,0.0
HumanEval/150,hybrid,gemma-12b:cot,0,0,1,1,0.0,,,1.0,4.78,68.55,5.2,0.201,3141,0,3141,0,0,0,1.0,0.0
HumanEval/150,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.7,68.71,4.5,0.262,2111,0,2111,0,0,0,1.0,0.0
HumanEval/150,competitive,gemma-12b:few_shot,5,0,0,5,1.0,93.88,100.0,0.0,3.78,70.31,5.0,0.293,0,0,0,0,0,0,1.0,0.0
HumanEval/150,coa,gemma-12b:scot,0,9,0,9,0.0,61.36,0.0,1.0,2.55,72.34,4.3,0.303,1942,0,1942,19,1,3,0.0,0.692
HumanEval/150,baseline,gemma-12b:few_shot,3,0,0,3,1.0,92.5,100.0,0.0,3.5,77.28,4.1,0.332,326,0,326,16,1,3,0.0,0.692
HumanEval/150,swarm,gemma-12b:scot,0,1,0,1,0.0,70.0,70.0,1.0,1.5,100.0,1.1,0.711,486,0,486,3,0,3,0.0,0.475
HumanEval/150,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,3.7,65.48,5.1,0.253,2699,0,2699,0,0,0,1.0,0.0
HumanEval/150,hybrid,gemma-12b:scot,10,0,0,10,1.0,93.88,100.0,0.25,2.31,72.34,5.0,0.252,1810,0,1810,21,0,3,0.0,0.65
HumanEval/150,adversarial,gemma-12b:zero_shot,4,0,0,4,1.0,93.62,100.0,0.25,4.12,72.63,4.8,0.278,139,0,139,0,0,0,1.0,0.0
HumanEval/150,atomic_swarm,gemma-12b:scot,0,3,0,3,0.0,81.25,81.0,1.0,1.5,95.8,1.9,0.512,146,0,146,7,1,4,0.0,0.667
HumanEval/150,coa,gemma-12b:few_shot,2,6,0,8,0.25,93.62,100.0,1.0,3.1,69.82,4.6,0.286,289,0,289,16,1,3,0.0,0.692
HumanEval/150,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,3.9,66.55,4.7,0.254,148,0,148,0,0,0,1.0,0.0
HumanEval/150,swarm,gemma-12b:few_shot,0,1,0,1,0.0,70.0,70.0,1.0,1.5,100.0,1.1,0.695,216,0,216,3,0,3,0.0,0.475
HumanEval/150,actor_critic,gemma-12b:scot,16,0,0,16,1.0,95.65,100.0,0.25,2.6,60.4,7.2,0.2,1355,0,1355,0,0,0,1.0,0.0
HumanEval/150,atomic_swarm,gemma-12b:few_shot,0,3,0,3,0.0,81.25,81.0,1.0,1.5,95.8,1.9,0.512,276,0,276,7,1,4,0.0,0.667
HumanEval/150,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,3.89,70.55,4.3,0.262,2277,0,2277,0,0,0,1.0,0.0
HumanEval/150,hybrid,gemma-12b:few_shot,12,0,0,12,1.0,95.83,100.0,0.25,2.83,60.51,8.2,0.15,1778,0,1778,5,2,3,0.0,0.608
HumanEval/150,adversarial,gemma-12b:cot,3,1,0,4,0.75,79.45,50.0,1.0,6.43,59.64,6.8,0.248,0,0,0,62,1,4,0.0,0.742
HumanEval/150,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,3.7,68.71,4.5,0.262,2640,0,2640,0,0,0,1.0,0.0
HumanEval/150,actor_critic,gemma-12b:few_shot,18,0,0,18,1.0,91.89,100.0,0.0,2.75,83.21,5.9,0.23,1137,0,1137,2,0,4,0.0,0.5
HumanEval/150,adversarial,gemma-12b:scot,12,0,0,12,1.0,94.12,100.0,0.25,2.12,70.26,5.2,0.26,148,0,148,0,0,0,1.0,0.0
HumanEval/150,adversarial,gemma-12b:few_shot,7,0,0,7,1.0,93.48,100.0,0.25,3.4,72.25,4.7,0.286,1702,0,1702,0,0,0,1.0,0.0
HumanEval/150,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,5.14,66.84,4.2,0.305,0,0,0,0,0,0,1.0,0.0
HumanEval/150,self_healing,gemma-12b:cot,0,0,1,1,0.0,,,1.0,4.12,71.86,4.1,0.279,811,0,811,0,0,0,1.0,0.0
HumanEval/150,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,4.12,71.86,4.1,0.279,0,0,0,0,0,0,1.0,0.0
HumanEval/150,self_healing,gemma-12b:few_shot,5,0,0,5,1.0,94.0,100.0,0.25,3.88,69.58,5.6,0.254,591,226,817,21,1,3,0.0,0.692
HumanEval/151,competitive,gemma-12b:zero_shot,12,0,0,12,1.0,81.25,50.0,0.167,2.2,72.91,3.4,0.341,0,0,0,0,0,0,1.0,0.0
HumanEval/151,baseline,gemma-12b:zero_shot,0,15,0,15,0.0,79.07,0.0,1.0,1.94,71.39,2.73,0.386,204,0,204,15,1,3,0.0,0.692
HumanEval/151,competitive,gemma-12b:cot,0,14,0,14,0.0,78.05,0.0,1.0,1.93,72.55,2.6,0.407,0,0,0,14,1,3,0.0,0.692
HumanEval/151,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,68.83,3.07,0.353,2433,0,2433,17,1,3,0.0,0.692
HumanEval/151,coa,gemma-12b:zero_shot,0,8,0,8,0.0,68.75,0.0,1.0,1.9,82.43,2.2,0.473,1546,0,1546,7,1,3,0.222,0.561
HumanEval/151,baseline,gemma-12b:cot,14,0,0,14,1.0,83.93,60.0,0.0,2.24,69.0,3.8,0.306,504,0,504,0,0,0,1.0,0.0
HumanEval/151,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,43.75,0.0,1.0,1.5,88.36,0.93,0.803,3426,0,3426,1,1,3,0.0,0.467
HumanEval/151,actor_critic,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.85,63.33,4.0,0.303,654,0,654,19,1,4,0.0,0.742
HumanEval/151,atomic_swarm,gemma-12b:zero_shot,0,3,0,3,0.0,55.0,0.0,1.0,1.75,92.08,1.2,0.702,2837,0,2837,3,1,3,0.0,0.517
HumanEval/151,competitive,gemma-12b:scot,0,15,0,15,0.0,79.07,0.0,1.0,1.94,71.99,2.73,0.403,0,0,0,15,1,3,0.0,0.692
HumanEval/151,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.95,65.04,3.47,0.315,2837,0,2837,19,1,3,0.05,0.679
HumanEval/151,coa,gemma-12b:cot,0,8,0,8,0.0,68.75,0.0,1.0,1.9,82.43,2.2,0.473,204,0,204,7,1,3,0.222,0.561
HumanEval/151,swarm,gemma-12b:cot,0,1,0,1,0.0,43.75,0.0,1.0,1.5,86.9,1.0,0.783,646,0,646,1,1,3,0.0,0.467
HumanEval/151,baseline,gemma-12b:scot,10,0,0,10,1.0,81.25,60.0,0.167,2.31,63.97,4.87,0.225,281,0,281,0,0,0,1.0,0.0
HumanEval/151,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.95,66.67,3.33,0.331,202,0,202,18,1,3,0.053,0.678
HumanEval/151,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,70.38,2.93,0.368,1748,0,1748,16,1,3,0.0,0.692
HumanEval/151,atomic_swarm,gemma-12b:cot,0,3,0,3,0.0,55.0,0.0,1.0,1.75,92.08,1.2,0.702,200,0,200,3,1,3,0.0,0.517
HumanEval/151,hybrid,gemma-12b:cot,14,1,0,15,0.933,83.33,50.0,1.0,2.17,69.09,3.8,0.306,3521,0,3521,0,0,0,1.0,0.0
HumanEval/151,coa,gemma-12b:scot,0,8,0,8,0.0,68.75,0.0,1.0,1.9,82.43,2.2,0.473,1446,0,1446,7,1,3,0.222,0.561
HumanEval/151,actor_critic,gemma-12b:cot,17,1,0,18,0.944,85.94,50.0,1.0,2.35,67.24,4.47,0.271,1242,0,1242,20,1,3,0.0,0.692
HumanEval/151,competitive,gemma-12b:few_shot,0,14,0,14,0.0,78.05,0.0,1.0,1.93,72.48,2.6,0.411,0,0,0,14,1,3,0.0,0.692
HumanEval/151,baseline,gemma-12b:few_shot,0,11,0,11,0.0,73.53,0.0,1.0,1.92,79.06,2.13,0.442,584,0,584,11,1,3,0.0,0.692
HumanEval/151,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,68.69,3.07,0.345,402,0,402,17,1,3,0.0,0.692
HumanEval/151,atomic_swarm,gemma-12b:scot,0,3,0,3,0.0,55.0,0.0,1.0,1.75,92.08,1.2,0.702,2353,0,2353,3,1,3,0.0,0.517
HumanEval/151,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.92,76.12,2.4,0.428,1312,0,1312,12,1,3,0.0,0.692
HumanEval/151,swarm,gemma-12b:scot,0,1,0,1,0.0,43.75,0.0,1.0,1.5,88.36,0.93,0.794,189,0,189,1,0,3,0.0,0.425
HumanEval/151,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,70.38,2.93,0.368,1953,0,1953,16,1,3,0.0,0.692
HumanEval/151,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.75,75.18,2.4,0.426,4577,0,4577,11,2,4,0.0,0.783
HumanEval/151,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,69.3,3.07,0.362,1856,0,1856,17,1,3,0.0,0.692
HumanEval/151,hybrid,gemma-12b:few_shot,25,1,0,26,0.962,89.89,66.67,1.0,2.1,59.75,6.07,0.214,4292,0,4292,22,2,3,0.154,0.695
HumanEval/151,coa,gemma-12b:few_shot,0,8,0,8,0.0,68.75,0.0,1.0,1.9,82.43,2.2,0.473,1393,0,1393,7,1,3,0.222,0.561
HumanEval/151,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,69.69,2.93,0.361,0,0,0,16,1,3,0.0,0.692
HumanEval/151,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.95,66.52,3.33,0.333,1235,0,1235,18,1,3,0.053,0.678
HumanEval/151,swarm,gemma-12b:few_shot,0,1,0,1,0.0,43.75,0.0,1.0,1.5,88.36,0.93,0.785,1789,0,1789,1,0,3,0.0,0.425
HumanEval/151,atomic_swarm,gemma-12b:few_shot,0,3,0,3,0.0,55.0,0.0,1.0,1.75,92.08,1.2,0.702,2410,0,2410,3,1,3,0.0,0.517
HumanEval/151,actor_critic,gemma-12b:few_shot,6,1,0,7,0.857,78.05,60.0,1.0,2.22,80.3,2.53,0.432,881,0,881,7,1,3,0.0,0.617
HumanEval/151,adversarial,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,71.41,2.8,0.377,0,0,0,15,1,3,0.0,0.692
HumanEval/151,self_healing,gemma-12b:zero_shot,16,0,0,16,1.0,83.64,50.0,0.167,2.11,71.4,3.87,0.309,389,0,389,16,1,3,0.0,0.692
HumanEval/151,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,70.38,2.93,0.368,1962,0,1962,16,1,3,0.0,0.692
HumanEval/151,adversarial,gemma-12b:few_shot,0,0,0,0,0,15.38,0.0,1.0,3.5,69.07,1.8,0.549,628,0,628,0,0,0,1.0,0.0
HumanEval/151,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.91,79.63,2.13,0.463,2481,0,2481,10,1,3,0.0,0.692
HumanEval/151,self_healing,gemma-12b:cot,16,0,0,16,1.0,83.64,50.0,0.167,2.11,71.4,3.87,0.309,1788,0,1788,16,1,3,0.0,0.692
HumanEval/151,self_healing,gemma-12b:scot,16,0,0,16,1.0,83.64,50.0,0.167,2.11,71.4,3.87,0.309,913,0,913,16,1,3,0.0,0.692
HumanEval/151,self_healing,gemma-12b:few_shot,14,0,0,14,1.0,82.35,50.0,0.0,2.12,73.64,3.6,0.334,4723,0,4723,14,1,3,0.0,0.692
HumanEval/152,competitive,gemma-12b:zero_shot,8,1,0,9,0.889,94.87,100.0,1.0,2.08,75.82,4.23,0.428,0,0,0,0,0,0,1.0,0.0
HumanEval/152,baseline,gemma-12b:zero_shot,0,14,0,14,0.0,97.06,97.0,1.0,1.87,75.29,3.23,0.523,863,0,863,19,2,4,0.0,0.783
HumanEval/152,competitive,gemma-12b:cot,8,0,0,8,1.0,97.06,100.0,0.0,2.18,76.6,3.85,0.452,0,0,0,0,0,0,1.0,0.0
HumanEval/152,baseline,gemma-12b:cot,0,11,0,11,0.0,80.0,80.0,1.0,1.92,76.0,3.31,0.529,1259,0,1259,21,2,4,0.0,0.783
HumanEval/152,coa,gemma-12b:zero_shot,0,9,0,9,0.0,96.97,97.0,1.0,1.9,79.57,3.38,0.559,7129,0,7129,9,1,3,0.0,0.667
HumanEval/152,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,74.22,3.46,0.517,2419,0,2419,18,2,4,0.0,0.783
HumanEval/152,competitive,gemma-12b:scot,8,1,0,9,0.889,94.87,100.0,1.0,2.08,75.82,4.23,0.428,0,0,0,0,0,0,1.0,0.0
