task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/143,hybrid,gemma-12b:cot,6,11,0,17,0.353,95.0,,1.0,2.2,67.03,3.2,0.345,3401.0,0.0,3401.0
HumanEval/143,hybrid,gemma-12b:few_shot,13,11,0,24,0.542,96.0,,1.0,2.25,57.64,4.75,0.268,2324.0,0.0,2324.0
HumanEval/143,consensus,gemma-12b:few_shot,6,4,0,10,0.6,93.0,,1.0,2.25,77.33,2.4,0.468,4955.0,0.0,4955.0
HumanEval/143,coa,gemma-12b:zero_shot,6,3,0,9,0.667,90.0,,1.0,2.0,70.82,1.45,0.026,710.0,0.0,710.0
HumanEval/143,coa,gemma-12b:cot,7,6,0,13,0.538,52.0,,1.0,2.27,50.07,3.35,0.03,982.0,0.0,982.0
HumanEval/144,swarm,gemma-12b:zero_shot,2,0,0,2,1.0,100.0,,0.0,2.0,74.61,0.46,0.037,5374.0,0.0,5374.0
HumanEval/144,swarm,gemma-12b:cot,1,0,0,1,1.0,100.0,,0.25,2.0,79.74,0.38,0.048,5659.0,0.0,5659.0
HumanEval/144,atomic_swarm,gemma-12b:zero_shot,2,1,0,3,0.667,68.0,,1.0,3.0,63.67,1.38,0.049,1418.0,0.0,1418.0
HumanEval/144,swarm,gemma-12b:scot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.31,0.13,651.0,0.0,651.0
HumanEval/144,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,69.94,0.62,0.037,1031.0,0.0,1031.0
HumanEval/144,swarm,gemma-12b:few_shot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.31,0.135,1226.0,0.0,1226.0
HumanEval/144,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,1.67,65.32,1.23,0.012,1507.0,0.0,1507.0
HumanEval/144,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,65.0,,1.0,4.33,57.27,1.31,0.087,466.0,0.0,466.0
HumanEval/144,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,56.6,2.77,0.061,2907.0,0.0,2907.0
HumanEval/144,coa,gemma-12b:scot,6,0,0,6,1.0,88.0,,0.5,2.0,77.06,1.77,0.051,285.0,0.0,285.0
HumanEval/144,coa,gemma-12b:cot,6,0,0,6,1.0,89.0,,0.25,2.0,75.39,1.92,0.065,551.0,0.0,551.0
HumanEval/144,coa,gemma-12b:zero_shot,6,0,0,6,1.0,88.0,,0.25,2.0,77.06,1.77,0.066,1302.0,0.0,1302.0
HumanEval/144,coa,gemma-12b:few_shot,5,1,0,6,0.833,88.0,,1.0,2.0,76.2,1.85,0.068,634.0,0.0,634.0
HumanEval/144,consensus,gemma-12b:few_shot,9,3,0,12,0.75,97.0,,1.0,2.25,49.93,2.15,0.034,1243.0,0.0,1243.0
HumanEval/144,consensus,gemma-12b:cot,15,3,0,18,0.833,94.0,,1.0,2.0,64.57,4.08,0.402,3121.0,0.0,3121.0
HumanEval/144,consensus,gemma-12b:scot,21,9,0,30,0.7,99.0,,1.0,2.13,36.2,5.0,0.03,4375.0,0.0,4375.0
HumanEval/144,hybrid,gemma-12b:zero_shot,2,4,0,6,0.333,85.0,,1.0,6.88,60.49,5.69,0.271,3840.0,0.0,3840.0
HumanEval/144,hybrid,gemma-12b:cot,17,1,0,18,0.944,94.0,,1.0,2.0,64.57,4.08,0.401,2502.0,0.0,2502.0
HumanEval/144,hybrid,gemma-12b:scot,9,4,0,13,0.692,92.0,,1.0,3.4,58.82,4.85,0.324,1874.0,0.0,1874.0
HumanEval/144,hybrid,gemma-12b:few_shot,14,3,0,17,0.824,95.0,,1.0,2.79,56.04,5.77,0.27,2446.0,0.0,2446.0
HumanEval/145,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,79.0,,1.0,2.0,78.02,0.3,0.079,5316.0,0.0,5316.0
HumanEval/145,swarm,gemma-12b:scot,0,1,0,1,0.0,79.0,,1.0,2.0,76.55,0.35,0.1,715.0,0.0,715.0
HumanEval/145,swarm,gemma-12b:cot,0,2,0,2,0.0,83.0,,1.0,2.0,68.04,0.6,0.092,1074.0,0.0,1074.0
HumanEval/145,atomic_swarm,gemma-12b:zero_shot,2,1,0,3,0.667,93.0,,1.0,3.0,60.49,0.8,0.188,3157.0,0.0,3157.0
HumanEval/145,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,100.0,,1.0,1.67,61.64,0.75,0.156,236.0,0.0,236.0
HumanEval/145,swarm,gemma-12b:few_shot,0,1,0,1,0.0,100.0,,1.0,2.0,76.42,0.2,0.195,1125.0,0.0,1125.0
HumanEval/145,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,1.67,89.7,0.95,0.149,255.0,0.0,255.0
HumanEval/145,atomic_swarm,gemma-12b:few_shot,1,2,0,3,0.333,100.0,,1.0,2.0,64.25,0.4,0.032,609.0,0.0,609.0
HumanEval/145,coa,gemma-12b:zero_shot,7,2,0,9,0.778,100.0,,1.0,2.0,69.78,1.45,0.03,1456.0,0.0,1456.0
HumanEval/145,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.69,49.64,2.75,0.053,2374.0,0.0,2374.0
HumanEval/145,consensus,gemma-12b:scot,6,5,0,11,0.545,76.0,,1.0,2.0,71.36,2.0,0.359,4354.0,0.0,4354.0
HumanEval/145,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.68,44.7,4.2,0.019,3083.0,0.0,3083.0
HumanEval/145,coa,gemma-12b:few_shot,3,1,0,4,0.75,85.0,,1.0,2.0,74.75,1.15,0.038,358.0,0.0,358.0
HumanEval/145,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,83.46,1.7,0.084,2938.0,0.0,2938.0
HumanEval/145,coa,gemma-12b:scot,3,3,0,6,0.5,92.0,,1.0,2.0,67.44,1.75,0.028,259.0,0.0,259.0
HumanEval/145,coa,gemma-12b:cot,3,3,0,6,0.5,69.0,,1.0,2.0,62.73,2.05,0.022,831.0,0.0,831.0
HumanEval/145,hybrid,gemma-12b:few_shot,19,11,0,30,0.633,85.0,,1.0,1.95,55.93,4.4,0.226,2098.0,0.0,2098.0
HumanEval/145,consensus,gemma-12b:few_shot,7,3,0,10,0.7,85.0,,1.0,2.0,49.9,1.3,0.049,2127.0,0.0,2127.0
HumanEval/145,hybrid,gemma-12b:cot,11,4,0,15,0.733,80.0,,1.0,2.0,65.95,2.4,0.31,1763.0,0.0,1763.0
HumanEval/145,consensus,gemma-12b:cot,10,2,0,12,0.833,77.0,,1.0,2.0,69.78,2.1,0.336,2311.0,0.0,2311.0
HumanEval/146,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,67.0,,0.0,2.0,81.86,0.31,0.172,3335.0,0.0,3335.0
HumanEval/146,swarm,gemma-12b:few_shot,2,0,0,2,1.0,89.0,,0.5,2.0,70.19,0.62,0.088,1813.0,0.0,1813.0
HumanEval/146,swarm,gemma-12b:scot,2,0,0,2,1.0,88.0,,0.0,2.0,74.61,0.46,0.23,2249.0,0.0,2249.0
HumanEval/146,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,100.0,,0.5,2.0,65.44,0.85,0.096,2917.0,0.0,2917.0
HumanEval/146,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,88.0,,1.0,3.0,60.14,1.38,0.08,237.0,0.0,237.0
HumanEval/146,swarm,gemma-12b:cot,7,4,0,11,0.636,85.0,,1.0,2.85,38.41,4.15,0.047,2362.0,0.0,2362.0
HumanEval/146,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.5,1.67,63.6,1.15,0.124,493.0,0.0,493.0
HumanEval/146,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,65.46,0.62,0.14,3350.0,0.0,3350.0
HumanEval/146,coa,gemma-12b:zero_shot,4,3,0,7,0.571,94.0,,1.0,2.0,75.57,1.77,0.126,1413.0,0.0,1413.0
HumanEval/146,coa,gemma-12b:cot,7,5,0,12,0.583,94.0,,1.0,2.07,62.97,3.0,0.068,1833.0,0.0,1833.0
HumanEval/146,coa,gemma-12b:scot,6,1,0,7,0.857,94.0,,1.0,2.0,75.94,1.77,0.094,2093.0,0.0,2093.0
HumanEval/146,coa,gemma-12b:few_shot,9,0,0,9,1.0,100.0,,0.5,2.0,75.16,1.77,0.14,714.0,0.0,714.0
HumanEval/146,consensus,gemma-12b:zero_shot,5,8,0,13,0.385,83.0,,1.0,2.27,65.81,3.31,0.347,3451.0,0.0,3451.0
HumanEval/146,consensus,gemma-12b:few_shot,6,3,0,9,0.667,100.0,,1.0,2.0,53.68,1.46,0.06,3138.0,0.0,3138.0
HumanEval/146,hybrid,gemma-12b:few_shot,25,11,0,36,0.694,83.0,,1.0,2.4,62.35,6.92,0.231,2172.0,0.0,2172.0
HumanEval/146,consensus,gemma-12b:cot,11,2,0,13,0.846,84.0,,1.0,2.27,64.94,3.46,0.3,2686.0,0.0,2686.0
HumanEval/146,hybrid,gemma-12b:cot,19,7,0,26,0.731,89.0,,1.0,2.14,50.76,5.46,0.193,4466.0,0.0,4466.0
HumanEval/146,consensus,gemma-12b:scot,10,4,0,14,0.714,84.0,,1.0,2.25,63.64,3.62,0.288,7283.0,0.0,7283.0
HumanEval/146,hybrid,gemma-12b:scot,7,9,0,16,0.438,82.0,,1.0,2.29,64.89,4.0,0.28,11309.0,0.0,11309.0
HumanEval/146,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.02,10151.0,0.0,10151.0
HumanEval/147,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,67.0,,0.0,2.0,79.74,0.29,0.062,518.0,0.0,518.0
HumanEval/147,swarm,gemma-12b:cot,1,0,0,1,1.0,67.0,,0.0,2.0,79.74,0.29,0.061,3187.0,0.0,3187.0
HumanEval/147,swarm,gemma-12b:scot,1,0,0,1,1.0,67.0,,0.0,2.0,79.74,0.29,0.059,6774.0,0.0,6774.0
HumanEval/147,atomic_swarm,gemma-12b:zero_shot,1,1,1,3,0.333,78.0,,1.0,2.0,84.74,0.65,0.02,231.0,0.0,231.0
HumanEval/147,swarm,gemma-12b:few_shot,1,0,0,1,1.0,67.0,,0.0,2.0,81.86,0.24,0.066,177.0,0.0,177.0
HumanEval/147,atomic_swarm,gemma-12b:cot,0,0,1,1,0.0,,,1.0,2.5,66.21,1.41,0.048,466.0,0.0,466.0
HumanEval/147,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,95.0,,1.0,2.67,62.13,0.94,0.05,1074.0,0.0,1074.0
HumanEval/147,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,69.94,0.47,0.045,3625.0,0.0,3625.0
HumanEval/147,coa,gemma-12b:zero_shot,4,3,0,7,0.571,93.0,,1.0,2.0,77.0,1.35,0.02,987.0,0.0,987.0
HumanEval/147,coa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.38,73.53,3.0,0.384,3823.0,0.0,3823.0
HumanEval/147,coa,gemma-12b:scot,8,1,0,9,0.889,100.0,,1.0,2.0,73.64,1.76,0.034,1833.0,0.0,1833.0
HumanEval/147,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,59.05,1.88,0.011,1521.0,0.0,1521.0
HumanEval/147,consensus,gemma-12b:few_shot,4,3,0,7,0.571,100.0,,1.0,2.0,60.52,0.82,0.012,4070.0,0.0,4070.0
HumanEval/147,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.87,58.78,2.0,0.01,3379.0,0.0,3379.0
HumanEval/147,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.07,59.56,1.71,0.02,5352.0,0.0,5352.0
HumanEval/147,coa,gemma-12b:few_shot,6,2,0,8,0.75,96.0,,1.0,2.0,76.94,1.35,0.023,926.0,0.0,926.0
HumanEval/147,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.81,57.58,2.18,0.013,1213.0,0.0,1213.0
HumanEval/147,hybrid,gemma-12b:cot,0,0,1,1,0.0,,,1.0,4.4,64.37,1.71,0.023,956.0,0.0,956.0
HumanEval/147,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.82,64.61,1.53,0.013,1099.0,0.0,1099.0
HumanEval/147,hybrid,gemma-12b:few_shot,8,5,0,13,0.615,91.0,,1.0,2.24,66.35,4.35,0.277,2149.0,0.0,2149.0
HumanEval/148,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,92.0,,0.25,2.0,79.74,0.24,0.129,1916.0,0.0,1916.0
HumanEval/148,swarm,gemma-12b:scot,1,0,0,1,1.0,92.0,,0.25,2.0,79.74,0.24,0.183,3199.0,0.0,3199.0
HumanEval/148,swarm,gemma-12b:cot,0,1,0,1,0.0,40.0,,1.0,2.0,98.44,0.33,0.043,249.0,0.0,249.0
HumanEval/148,swarm,gemma-12b:few_shot,1,0,0,1,1.0,69.0,,0.0,2.0,81.86,0.19,0.089,147.0,0.0,147.0
HumanEval/148,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,100.0,,1.0,3.33,58.68,0.81,0.037,582.0,0.0,582.0
HumanEval/148,atomic_swarm,gemma-12b:cot,0,6,0,6,0.0,38.0,,1.0,3.67,69.16,1.81,0.028,1985.0,0.0,1985.0
HumanEval/148,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,100.0,,0.25,2.0,69.94,0.38,0.047,431.0,0.0,431.0
HumanEval/148,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,60.0,,1.0,4.0,83.22,1.33,0.06,763.0,0.0,763.0
HumanEval/148,consensus,gemma-12b:scot,9,2,0,11,0.818,84.0,,1.0,2.15,74.88,2.33,0.518,2445.0,0.0,2445.0
HumanEval/148,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,59.91,1.48,0.027,3922.0,0.0,3922.0
HumanEval/148,coa,gemma-12b:cot,9,0,0,9,1.0,100.0,,0.25,3.22,64.12,1.67,0.014,2590.0,0.0,2590.0
HumanEval/148,coa,gemma-12b:scot,6,3,0,9,0.667,81.0,,1.0,2.33,72.97,1.86,0.022,755.0,0.0,755.0
HumanEval/148,coa,gemma-12b:few_shot,9,0,0,9,1.0,100.0,,0.25,2.0,76.88,1.1,0.021,694.0,0.0,694.0
HumanEval/148,coa,gemma-12b:zero_shot,8,0,0,8,1.0,100.0,,0.5,3.12,68.05,1.43,0.013,259.0,0.0,259.0
HumanEval/148,hybrid,gemma-12b:few_shot,11,0,0,11,1.0,87.0,,0.0,2.14,71.86,2.76,0.559,3121.0,0.0,3121.0
HumanEval/148,consensus,gemma-12b:cot,2,2,0,4,0.5,82.0,,1.0,6.5,45.92,1.43,0.019,2822.0,0.0,2822.0
HumanEval/148,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.79,40.56,3.33,0.006,1171.0,0.0,1171.0
HumanEval/148,hybrid,gemma-12b:cot,13,2,0,15,0.867,88.0,,1.0,2.38,69.36,2.86,0.523,3525.0,0.0,3525.0
HumanEval/148,consensus,gemma-12b:few_shot,12,4,0,16,0.75,100.0,,1.0,2.0,47.61,1.62,0.047,2132.0,0.0,2132.0
HumanEval/148,hybrid,gemma-12b:scot,5,3,0,8,0.625,85.0,,1.0,2.7,74.54,2.33,0.581,1178.0,0.0,1178.0
HumanEval/149,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,64.0,,0.0,2.0,79.74,0.24,0.051,3778.0,0.0,3778.0
HumanEval/149,swarm,gemma-12b:scot,0,1,0,1,0.0,40.0,,1.0,2.0,100.0,0.29,0.044,1012.0,0.0,1012.0
HumanEval/149,swarm,gemma-12b:cot,3,3,0,6,0.5,92.0,,1.0,2.0,57.91,0.95,0.071,3259.0,0.0,3259.0
HumanEval/149,swarm,gemma-12b:few_shot,2,0,0,2,1.0,88.0,,0.25,2.0,74.61,0.29,0.042,3487.0,0.0,3487.0
HumanEval/149,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,78.0,,1.0,1.67,65.93,0.71,0.026,248.0,0.0,248.0
HumanEval/149,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,79.0,,1.0,1.67,65.32,0.76,0.037,554.0,0.0,554.0
HumanEval/149,atomic_swarm,gemma-12b:scot,2,0,1,3,0.667,86.0,,1.0,2.0,92.43,0.9,0.037,1055.0,0.0,1055.0
HumanEval/149,atomic_swarm,gemma-12b:few_shot,1,2,0,3,0.333,72.0,,1.0,2.0,69.94,0.38,0.046,424.0,0.0,424.0
HumanEval/149,coa,gemma-12b:zero_shot,8,1,0,9,0.889,93.0,,1.0,2.0,76.88,1.1,0.024,1414.0,0.0,1414.0
HumanEval/149,coa,gemma-12b:scot,8,1,0,9,0.889,93.0,,1.0,2.0,73.36,1.52,0.025,329.0,0.0,329.0
HumanEval/149,coa,gemma-12b:cot,8,2,0,10,0.8,85.0,,1.0,2.0,67.41,1.57,0.041,964.0,0.0,964.0
HumanEval/149,consensus,gemma-12b:few_shot,10,3,0,13,0.769,100.0,,1.0,2.0,51.01,1.29,0.045,1804.0,0.0,1804.0
HumanEval/149,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,60.81,1.43,0.06,1731.0,0.0,1731.0
HumanEval/149,hybrid,gemma-12b:cot,10,3,0,13,0.769,81.0,,1.0,2.13,74.88,2.19,0.469,2188.0,0.0,2188.0
HumanEval/149,hybrid,gemma-12b:few_shot,15,12,0,27,0.556,82.0,,1.0,2.08,72.65,3.24,0.373,4330.0,0.0,4330.0
HumanEval/149,hybrid,gemma-12b:scot,14,1,0,15,0.933,83.0,,1.0,2.19,73.19,2.43,0.443,6267.0,0.0,6267.0
HumanEval/149,consensus,gemma-12b:scot,10,0,0,10,1.0,78.0,,0.0,2.17,78.94,1.9,0.503,8080.0,0.0,8080.0
HumanEval/149,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.18,53.28,3.43,0.037,9899.0,0.0,9899.0
HumanEval/149,coa,gemma-12b:few_shot,4,2,0,6,0.667,83.0,,1.0,2.0,76.88,1.1,0.022,3078.0,0.0,3078.0
HumanEval/149,consensus,gemma-12b:cot,7,3,0,10,0.7,100.0,,1.0,2.0,54.83,1.0,0.042,2909.0,0.0,2909.0
HumanEval/150,swarm,gemma-12b:zero_shot,2,0,0,2,1.0,100.0,,0.25,2.0,73.15,0.7,0.132,2377.0,0.0,2377.0
HumanEval/150,swarm,gemma-12b:cot,2,0,0,2,1.0,50.0,,0.0,2.67,59.45,1.6,0.052,3177.0,0.0,3177.0
HumanEval/150,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,100.0,,0.25,1.67,68.04,1.2,0.127,1464.0,0.0,1464.0
HumanEval/150,swarm,gemma-12b:scot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.4,0.116,1644.0,0.0,1644.0
HumanEval/150,swarm,gemma-12b:few_shot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.4,0.174,4246.0,0.0,4246.0
HumanEval/150,atomic_swarm,gemma-12b:cot,10,0,0,10,1.0,71.0,,0.5,2.18,45.99,4.0,0.082,204.0,0.0,204.0
HumanEval/150,atomic_swarm,gemma-12b:scot,5,1,0,6,0.833,65.0,,1.0,2.29,67.49,3.1,0.102,223.0,0.0,223.0
HumanEval/150,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,56.0,,0.5,2.5,58.91,1.6,0.1,322.0,0.0,322.0
HumanEval/150,coa,gemma-12b:zero_shot,9,0,0,9,1.0,72.0,,0.5,2.7,64.41,3.6,0.06,2255.0,0.0,2255.0
HumanEval/150,coa,gemma-12b:cot,8,0,0,8,1.0,61.0,,0.5,3.55,53.78,5.5,0.075,891.0,0.0,891.0
HumanEval/150,coa,gemma-12b:scot,10,0,0,10,1.0,56.0,,0.5,2.33,59.91,5.1,0.016,2647.0,0.0,2647.0
HumanEval/150,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.64,57.34,4.3,0.074,2420.0,0.0,2420.0
HumanEval/150,consensus,gemma-12b:few_shot,4,0,0,4,1.0,92.0,,0.0,3.5,73.02,3.4,0.379,1566.0,0.0,1566.0
HumanEval/150,coa,gemma-12b:few_shot,8,0,0,8,1.0,93.0,,0.25,2.4,74.25,4.2,0.308,326.0,0.0,326.0
HumanEval/150,consensus,gemma-12b:scot,5,0,0,5,1.0,93.0,,0.25,3.5,67.73,4.4,0.287,2337.0,0.0,2337.0
HumanEval/150,consensus,gemma-12b:cot,5,1,0,6,0.833,74.0,,1.0,4.57,42.82,3.7,0.135,5009.0,0.0,5009.0
HumanEval/150,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,4.13,49.63,6.4,0.079,3282.0,0.0,3282.0
HumanEval/150,hybrid,gemma-12b:few_shot,8,4,0,12,0.667,94.0,,1.0,3.13,59.76,7.1,0.165,3054.0,0.0,3054.0
HumanEval/150,hybrid,gemma-12b:cot,0,0,1,1,0.0,,,1.0,4.88,65.27,4.0,0.075,2954.0,0.0,2954.0
HumanEval/150,hybrid,gemma-12b:scot,12,0,0,12,1.0,94.0,,0.25,2.5,63.76,4.9,0.244,2204.0,0.0,2204.0
HumanEval/151,swarm,gemma-12b:cot,1,0,0,1,1.0,67.0,,0.167,2.0,79.74,0.33,0.16,4750.0,0.0,4750.0
HumanEval/151,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,67.0,,0.0,2.0,81.86,0.27,0.154,914.0,0.0,914.0
HumanEval/151,swarm,gemma-12b:scot,1,0,0,1,1.0,87.0,,0.167,2.0,81.86,0.27,0.176,1103.0,0.0,1103.0
HumanEval/151,atomic_swarm,gemma-12b:zero_shot,2,1,0,3,0.667,100.0,,1.0,2.0,68.55,0.53,0.124,200.0,0.0,200.0
HumanEval/151,swarm,gemma-12b:few_shot,0,1,0,1,0.0,87.0,,1.0,2.0,81.86,0.27,0.222,401.0,0.0,401.0
HumanEval/151,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,100.0,,1.0,2.0,67.83,0.67,0.112,1139.0,0.0,1139.0
HumanEval/151,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,66.91,0.53,0.192,1773.0,0.0,1773.0
HumanEval/151,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,2.0,96.9,0.87,0.178,4569.0,0.0,4569.0
HumanEval/151,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,53.35,2.4,0.028,2907.0,0.0,2907.0
HumanEval/151,consensus,gemma-12b:scot,10,2,0,12,0.833,100.0,,1.0,2.0,45.81,2.47,0.12,6841.0,0.0,6841.0
HumanEval/151,consensus,gemma-12b:cot,9,7,0,16,0.562,100.0,,1.0,2.0,44.69,2.2,0.049,1849.0,0.0,1849.0
HumanEval/151,coa,gemma-12b:cot,7,3,0,10,0.7,97.0,,1.0,2.0,70.44,1.8,0.102,2111.0,0.0,2111.0
HumanEval/151,coa,gemma-12b:scot,6,2,0,8,0.75,97.0,,1.0,2.0,73.43,1.73,0.181,281.0,0.0,281.0
HumanEval/151,consensus,gemma-12b:few_shot,9,1,0,10,0.9,100.0,,1.0,2.0,52.61,1.4,0.226,1307.0,0.0,1307.0
HumanEval/151,hybrid,gemma-12b:cot,15,1,0,16,0.938,84.0,,1.0,2.22,65.2,3.27,0.371,4008.0,0.0,4008.0
HumanEval/151,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,54.89,2.73,0.104,5347.0,0.0,5347.0
HumanEval/151,hybrid,gemma-12b:few_shot,19,1,0,20,0.95,88.0,,1.0,2.17,59.62,4.6,0.271,1459.0,0.0,1459.0
HumanEval/151,coa,gemma-12b:few_shot,5,0,0,5,1.0,87.0,,0.5,2.0,75.76,1.53,0.1,568.0,0.0,568.0
HumanEval/151,coa,gemma-12b:zero_shot,7,1,0,8,0.875,97.0,,1.0,2.0,75.12,1.53,0.117,466.0,0.0,466.0
HumanEval/151,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,46.95,3.2,0.086,2367.0,0.0,2367.0
HumanEval/152,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,,0.0,2.0,79.74,0.38,0.187,180.0,0.0,180.0
HumanEval/152,swarm,gemma-12b:cot,1,0,0,1,1.0,100.0,,0.0,2.0,75.29,0.62,0.041,1884.0,0.0,1884.0
HumanEval/152,swarm,gemma-12b:few_shot,1,0,0,1,1.0,100.0,,0.0,2.0,81.86,0.31,0.113,1674.0,0.0,1674.0
HumanEval/152,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,90.0,,0.0,3.0,61.7,1.46,0.04,2426.0,0.0,2426.0
HumanEval/152,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,100.0,,1.0,1.67,60.03,1.85,0.04,344.0,0.0,344.0
HumanEval/152,swarm,gemma-12b:scot,1,0,0,1,1.0,100.0,,0.0,2.0,81.86,0.31,0.083,129.0,0.0,129.0
HumanEval/152,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.0,1.67,60.85,1.69,0.026,363.0,0.0,363.0
HumanEval/152,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,68.96,0.62,0.04,462.0,0.0,462.0
HumanEval/152,coa,gemma-12b:zero_shot,9,0,0,9,1.0,100.0,,0.0,2.0,69.39,2.46,0.017,2853.0,0.0,2853.0
HumanEval/152,coa,gemma-12b:cot,9,0,0,9,1.0,82.0,,0.0,2.0,62.39,3.46,0.064,3201.0,0.0,3201.0
HumanEval/152,coa,gemma-12b:scot,8,0,0,8,1.0,92.0,,0.0,2.0,59.37,4.54,0.072,4308.0,0.0,4308.0
HumanEval/152,coa,gemma-12b:few_shot,6,0,0,6,1.0,87.0,,0.0,2.0,75.94,1.77,0.055,3941.0,0.0,3941.0
HumanEval/152,consensus,gemma-12b:cot,10,1,0,11,0.909,100.0,,1.0,2.0,51.22,1.92,0.037,6238.0,0.0,6238.0
HumanEval/152,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.82,52.31,4.38,0.043,4662.0,0.0,4662.0
HumanEval/152,consensus,gemma-12b:few_shot,9,1,0,10,0.9,93.0,,1.0,2.1,52.13,1.85,0.032,7577.0,0.0,7577.0
HumanEval/152,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.2,58.57,2.77,0.024,1371.0,0.0,1371.0
HumanEval/152,hybrid,gemma-12b:cot,10,1,0,11,0.909,98.0,,1.0,2.15,72.82,3.46,0.534,3122.0,0.0,3122.0
HumanEval/152,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.25,55.32,2.85,0.046,2708.0,0.0,2708.0
HumanEval/152,hybrid,gemma-12b:few_shot,18,1,0,19,0.947,98.0,,1.0,1.95,63.0,5.46,0.422,1784.0,0.0,1784.0
HumanEval/153,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,36.0,,1.0,2.0,81.86,0.15,0.07,947.0,0.0,947.0
HumanEval/152,consensus,gemma-12b:scot,10,0,0,10,1.0,97.0,,0.0,2.25,74.38,3.23,0.554,4644.0,0.0,4644.0
HumanEval/153,swarm,gemma-12b:cot,7,1,0,8,0.875,94.0,,1.0,2.0,57.46,0.67,0.05,5252.0,0.0,5252.0
