task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,ast_branch_coverage,ast_line_coverage,ast_total_branches,ast_total_lines,test_diversity_asserts,test_code_bloat_ratio,logic_density,fc_per_1k_total_tokens,coverage_per_1k_tokens
HumanEval/162,coa,gemma-12b:zero_shot,0,0,1,1,0.0,0.0,0.0,1.0,2.44,72.49,3.0,0.061,439,0,439,1.0,0.1429,0,6,11,2.83,0.0,0.0,2.2779
HumanEval/162,hybrid,gemma-12b:zero_shot,3,9,0,12,0.25,84.0,0.0,1.0,2.07,67.53,3.55,0.257,2253,0,2253,0.5,0.0909,2,10,12,1.4,0.1,0.111,0.2219
HumanEval/162,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,92.0,0.0,1.0,2.0,79.74,0.45,0.167,3338,0,3338,1.0,0.1429,0,6,1,0.33,0.0,0.0,0.2996
HumanEval/162,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.09,0.117,0,0,0,1.0,0.1429,0,6,0,0.0,0.0,0.0,0.0
HumanEval/162,soa,gemma-12b:cot,2,8,0,10,0.2,83.0,0.0,1.0,2.08,71.23,3.18,0.284,141,0,141,0.5,0.0909,2,10,10,1.2,0.1,1.4184,3.5461
HumanEval/162,actor_critic,gemma-12b:zero_shot,2,12,0,14,0.143,86.0,0.0,1.0,1.88,64.45,4.09,0.218,1967,0,1967,0.5,0.0909,2,10,12,1.8,0.1,0.0727,0.2542
HumanEval/162,consensus,gemma-12b:zero_shot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.304,2224,0,2224,0.5,0.0909,2,10,9,1.1,0.1,0.0998,0.2248
HumanEval/162,baseline,gemma-12b:scot,3,3,0,6,0.5,78.0,0.0,1.0,2.12,78.88,4.09,0.21,571,0,571,0.5,0.0909,2,10,6,0.7,0.1,0.8757,0.8757
HumanEval/162,coa,gemma-12b:cot,0,0,1,1,0.0,0.0,0.0,1.0,2.44,72.49,3.0,0.061,143,0,143,1.0,0.1429,0,6,11,2.83,0.0,0.0,6.993
HumanEval/162,swarm,gemma-12b:cot,0,1,0,1,0.0,47.0,0.0,1.0,2.0,98.44,0.64,0.083,4257,0,4257,1.0,0.1429,0,6,1,0.5,0.0,0.0,0.2349
HumanEval/162,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,91.0,0.0,1.0,2.67,65.2,1.36,0.211,3382,0,3382,1.0,0.1429,0,6,4,1.67,0.0,0.1972,0.2957
HumanEval/162,hybrid,gemma-12b:cot,3,14,0,17,0.176,88.0,0.0,1.0,2.05,59.79,4.64,0.192,3243,0,3243,0.5,0.0909,2,10,17,2.1,0.1,0.0543,0.1542
HumanEval/162,actor_critic,gemma-12b:cot,10,1,0,11,0.909,84.0,0.0,1.0,2.0,71.93,3.55,0.254,6451,0,6451,1.0,0.4167,2,11,11,1.36,0.09,0.1409,0.155
HumanEval/162,competitive,gemma-12b:few_shot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.09,0.117,0,0,0,1.0,0.1429,0,6,0,0.0,0.0,0.0,0.0
HumanEval/162,soa,gemma-12b:scot,2,8,0,10,0.2,83.0,0.0,1.0,2.08,71.23,3.18,0.284,141,0,141,0.5,0.0909,2,10,10,1.2,0.1,1.4184,3.5461
HumanEval/162,consensus,gemma-12b:cot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.316,3261,0,3261,0.5,0.0909,2,10,9,1.1,0.1,0.0681,0.1533
HumanEval/162,baseline,gemma-12b:few_shot,1,4,0,5,0.2,70.0,0.0,1.0,2.5,81.47,2.18,0.416,319,0,319,1.0,0.3636,2,10,8,0.8,0.1,0.627,3.1348
HumanEval/162,coa,gemma-12b:scot,0,0,1,1,0.0,0.0,0.0,1.0,2.44,72.49,3.0,0.061,143,0,143,1.0,0.1429,0,6,11,2.83,0.0,0.0,6.993
HumanEval/162,adversarial,gemma-12b:zero_shot,3,7,0,10,0.3,83.0,0.0,1.0,2.08,70.84,3.18,0.289,0,0,0,0.5,0.0909,2,10,10,1.2,0.1,0.0,0.0
HumanEval/162,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,91.0,0.0,1.0,2.67,65.2,1.36,0.211,921,0,921,1.0,0.1429,0,6,4,1.67,0.0,0.7242,1.0858
HumanEval/162,coa,gemma-12b:few_shot,0,0,1,1,0.0,0.0,0.0,1.0,2.44,72.49,3.0,0.089,414,0,414,1.0,0.1429,0,6,11,2.83,0.0,0.0,2.4155
HumanEval/162,adversarial,gemma-12b:cot,2,7,0,9,0.222,81.0,0.0,1.0,2.0,75.57,2.82,0.344,404,0,404,1.0,0.4545,2,10,9,1.0,0.1,0.5495,2.4752
HumanEval/162,consensus,gemma-12b:scot,2,5,0,7,0.286,80.0,0.0,1.0,2.11,77.19,2.64,0.349,2492,0,2492,0.5,0.0909,2,10,7,0.9,0.1,0.1148,0.2006
HumanEval/162,actor_critic,gemma-12b:few_shot,4,7,0,11,0.364,80.0,0.0,1.0,1.92,76.64,3.45,0.258,3360,0,3360,1.0,0.4545,2,10,10,1.5,0.1,0.1083,0.2976
HumanEval/162,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,91.0,0.0,1.0,2.67,65.2,1.36,0.211,1010,0,1010,1.0,0.1429,0,6,4,1.67,0.0,0.6604,0.9901
HumanEval/162,soa,gemma-12b:few_shot,2,8,0,10,0.2,83.0,0.0,1.0,2.08,71.23,3.18,0.295,1494,0,1494,0.5,0.0909,2,10,10,1.2,0.1,0.1339,0.3347
HumanEval/162,hybrid,gemma-12b:scot,3,2,0,5,0.6,77.0,0.0,1.0,2.0,83.55,2.18,0.407,1219,0,1219,1.0,0.4545,2,10,5,0.7,0.1,0.4922,0.8203
HumanEval/162,swarm,gemma-12b:scot,1,0,0,1,1.0,95.0,0.0,0.25,4.0,82.82,1.09,0.044,280,0,280,1.0,0.1429,0,6,3,1.5,0.0,3.5714,3.5714
HumanEval/162,consensus,gemma-12b:few_shot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.316,2196,0,2196,0.5,0.0909,2,10,9,1.1,0.1,0.1011,0.2277
HumanEval/162,adversarial,gemma-12b:scot,2,5,0,7,0.286,79.0,0.0,1.0,2.11,77.92,2.55,0.36,1141,0,1141,0.5,0.0909,2,10,7,0.8,0.1,0.2507,0.4382
HumanEval/162,hybrid,gemma-12b:few_shot,10,9,0,19,0.526,89.0,0.0,1.0,2.05,56.86,7.82,0.131,2109,0,2109,1.0,0.8,2,4,18,9.0,0.25,0.2494,0.4742
HumanEval/162,swarm,gemma-12b:few_shot,0,1,0,1,0.0,85.0,0.0,0.75,2.0,81.86,0.36,0.119,180,0,180,1.0,0.1429,0,6,1,0.17,0.0,0.0,5.5556
HumanEval/162,adversarial,gemma-12b:few_shot,1,5,0,6,0.167,74.0,0.0,1.0,2.43,79.55,2.64,0.318,2793,0,2793,1.0,0.3636,2,10,9,1.1,0.1,0.0598,0.358
HumanEval/162,self_healing,gemma-12b:zero_shot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.304,2550,0,2550,0.5,0.0909,2,10,9,1.1,0.1,0.0871,0.1961
HumanEval/162,self_healing,gemma-12b:cot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.304,0,0,0,0.5,0.0909,2,10,9,1.1,0.1,0.0,0.0
HumanEval/162,actor_critic,gemma-12b:scot,8,0,0,8,1.0,81.0,0.0,0.0,2.1,74.55,2.82,0.298,1118,0,1118,0.5,0.0909,2,10,8,1.0,0.1,0.8945,0.4472
HumanEval/162,self_healing,gemma-12b:scot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.304,319,394,713,0.5,0.0909,2,10,9,1.1,0.1,0.3114,0.7013
HumanEval/162,self_healing,gemma-12b:few_shot,2,7,0,9,0.222,82.0,0.0,1.0,2.09,73.08,3.0,0.304,0,0,0,0.5,0.0909,2,10,9,1.1,0.1,0.0,0.0
HumanEval/163,competitive,gemma-12b:zero_shot,0,0,0,0,0.0,50.0,0.0,1.0,0.0,100.0,0.09,0.112,0,0,0,1.0,0.1,0,9,0,0.0,0.0,0.0,0.0
HumanEval/163,baseline,gemma-12b:zero_shot,10,3,0,13,0.769,96.0,0.0,1.0,1.93,68.58,4.27,0.337,492,0,492,0.1667,0.0588,6,16,10,1.0,0.19,1.563,0.3388
HumanEval/163,competitive,gemma-12b:cot,0,0,0,0,0.0,50.0,0.0,1.0,0.0,100.0,0.09,0.112,0,0,0,1.0,0.1,0,9,0,0.0,0.0,0.0,0.0
HumanEval/163,soa,gemma-12b:zero_shot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,358,0,358,1.0,0.1,0,9,8,1.56,0.0,2.2849,2.7933
HumanEval/163,coa,gemma-12b:zero_shot,6,0,0,6,1.0,88.0,0.0,0.75,2.0,76.88,2.09,0.197,161,0,161,1.0,0.1,0,9,9,1.0,0.0,6.2112,6.2112
HumanEval/163,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,0.0,0.25,2.0,81.86,0.36,0.202,1557,0,1557,1.0,0.1,0,9,1,0.11,0.0,0.6423,0.6423
HumanEval/163,baseline,gemma-12b:cot,11,3,0,14,0.786,96.0,0.0,1.0,2.0,67.11,4.36,0.328,380,0,380,0.1667,0.0588,6,16,12,1.0,0.19,2.0684,0.4387
HumanEval/163,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,90.0,0.0,0.75,3.0,63.67,1.64,0.14,1968,0,1968,1.0,0.1,0,9,4,1.56,0.0,0.5081,0.5081
HumanEval/163,competitive,gemma-12b:scot,0,0,0,0,0.0,50.0,0.0,1.0,0.0,100.0,0.09,0.112,0,0,0,1.0,0.1,0,9,0,0.0,0.0,0.0,0.0
HumanEval/163,actor_critic,gemma-12b:zero_shot,14,2,0,16,0.875,93.0,0.0,1.0,2.46,65.72,4.91,0.266,2356,0,2356,0.0714,0.0455,14,21,10,0.57,0.33,0.3714,0.0303
HumanEval/163,soa,gemma-12b:cot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,2665,0,2665,1.0,0.1,0,9,8,1.56,0.0,0.3069,0.3752
HumanEval/163,consensus,gemma-12b:zero_shot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.186,1537,0,1537,1.0,0.1,0,9,8,1.56,0.0,0.5322,0.6506
HumanEval/163,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,0.0,0.0,1.0,1.8,57.72,5.91,0.086,1590,0,1590,1.0,0.1,0,9,11,5.0,0.0,0.0,0.6289
HumanEval/163,coa,gemma-12b:cot,6,0,0,6,1.0,88.0,0.0,0.75,2.0,76.88,2.09,0.197,1914,0,1914,1.0,0.1,0,9,9,1.0,0.0,0.5225,0.5225
HumanEval/163,baseline,gemma-12b:scot,8,1,0,9,0.889,95.0,0.0,1.0,2.27,72.81,5.36,0.235,238,0,238,0.1667,0.0588,6,16,9,0.56,0.19,3.7353,0.7004
HumanEval/163,hybrid,gemma-12b:cot,6,6,0,12,0.5,82.0,0.0,1.0,1.86,66.19,4.91,0.282,1852,0,1852,0.1667,0.0588,6,16,8,1.5,0.19,0.27,0.09
HumanEval/163,swarm,gemma-12b:cot,1,1,0,2,0.5,100.0,0.0,0.75,2.0,70.43,0.73,0.102,760,0,760,1.0,0.1,0,9,2,0.44,0.0,0.6579,1.3158
HumanEval/163,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,90.0,0.0,0.75,3.0,63.67,1.64,0.14,1520,0,1520,1.0,0.1,0,9,4,1.56,0.0,0.6579,0.6579
HumanEval/163,consensus,gemma-12b:cot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,1219,0,1219,1.0,0.1,0,9,8,1.56,0.0,0.671,0.8203
HumanEval/163,competitive,gemma-12b:few_shot,0,0,0,0,0.0,50.0,0.0,1.0,0.0,100.0,0.09,0.112,0,0,0,1.0,0.1,0,9,0,0.0,0.0,0.0,0.0
HumanEval/163,soa,gemma-12b:scot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,1696,0,1696,1.0,0.1,0,9,8,1.56,0.0,0.4823,0.5896
HumanEval/163,baseline,gemma-12b:few_shot,9,1,0,10,0.9,100.0,0.0,1.0,2.0,54.83,1.82,0.098,337,0,337,1.0,0.1,0,9,10,1.11,0.0,2.6706,2.9674
HumanEval/163,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,90.0,0.0,0.75,3.0,63.67,1.64,0.14,0,0,0,1.0,0.1,0,9,4,1.56,0.0,0.0,0.0
HumanEval/163,coa,gemma-12b:scot,6,0,0,6,1.0,88.0,0.0,0.75,2.0,76.88,2.09,0.197,379,0,379,1.0,0.1,0,9,9,1.0,0.0,2.6385,2.6385
HumanEval/163,adversarial,gemma-12b:zero_shot,11,2,0,13,0.846,96.0,0.0,1.0,1.93,68.58,4.27,0.313,0,0,0,0.1667,0.0588,6,16,10,1.0,0.19,0.0,0.0
HumanEval/163,hybrid,gemma-12b:scot,0,0,1,1,0.0,0.0,0.0,1.0,2.73,54.54,3.91,0.109,1434,0,1434,1.0,0.1,0,9,19,3.33,0.0,0.0,0.6974
HumanEval/163,actor_critic,gemma-12b:few_shot,7,4,0,11,0.636,95.0,0.0,1.0,2.0,73.43,3.73,0.382,724,0,724,1.0,0.4444,6,17,9,0.76,0.18,0.8785,1.3812
HumanEval/163,coa,gemma-12b:few_shot,6,0,0,6,1.0,88.0,0.0,0.75,2.0,76.88,2.09,0.197,479,0,479,1.0,0.1,0,9,9,1.0,0.0,2.0877,2.0877
HumanEval/163,hybrid,gemma-12b:few_shot,24,1,0,25,0.96,98.0,0.0,1.0,2.13,50.37,9.64,0.129,1616,0,1616,0.0833,0.2,12,4,23,11.5,0.25,0.5941,0.0515
HumanEval/163,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,90.0,0.0,0.75,3.0,63.67,1.64,0.14,878,0,878,1.0,0.1,0,9,4,1.56,0.0,1.139,1.139
HumanEval/163,adversarial,gemma-12b:cot,11,3,0,14,0.786,96.0,0.0,1.0,1.87,69.14,4.45,0.334,1616,0,1616,1.0,0.4706,6,16,10,1.12,0.19,0.4864,0.6188
HumanEval/163,swarm,gemma-12b:scot,1,0,0,1,1.0,100.0,0.0,0.5,2.0,81.86,0.36,0.137,159,0,159,1.0,0.1,0,9,1,0.11,0.0,6.2893,6.2893
HumanEval/163,consensus,gemma-12b:few_shot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.186,1693,0,1693,1.0,0.1,0,9,8,1.56,0.0,0.4832,0.5907
HumanEval/163,soa,gemma-12b:few_shot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,647,0,647,1.0,0.1,0,9,8,1.56,0.0,1.2643,1.5456
HumanEval/163,adversarial,gemma-12b:scot,8,1,0,9,0.889,94.0,0.0,1.0,2.18,75.79,3.27,0.369,443,0,443,0.25,0.0588,4,16,9,0.56,0.12,2.0068,0.5643
HumanEval/163,self_healing,gemma-12b:zero_shot,10,1,0,11,0.909,96.0,0.0,1.0,2.17,70.07,4.18,0.317,1936,0,1936,0.8333,0.4545,12,21,8,0.67,0.29,0.4695,0.4304
HumanEval/163,swarm,gemma-12b:few_shot,1,0,0,1,1.0,100.0,0.0,0.25,2.0,81.86,0.36,0.251,350,0,350,1.0,0.1,0,9,1,0.11,0.0,2.8571,2.8571
HumanEval/163,self_healing,gemma-12b:cot,9,1,0,10,0.9,96.0,0.0,1.0,2.33,69.35,4.0,0.338,1112,0,1112,0.0714,0.0455,14,21,8,0.57,0.33,0.8094,0.0642
HumanEval/163,adversarial,gemma-12b:few_shot,10,2,0,12,0.833,96.0,0.0,1.0,1.93,70.03,4.09,0.36,794,0,794,0.1667,0.0588,6,16,9,0.94,0.19,1.0491,0.2099
HumanEval/163,actor_critic,gemma-12b:cot,10,2,0,12,0.833,96.0,0.0,1.0,1.92,72.11,4.0,0.392,900,0,900,1.0,0.4706,6,16,9,0.94,0.19,0.9256,1.1111
HumanEval/163,actor_critic,gemma-12b:scot,13,3,0,16,0.812,97.0,0.0,1.0,2.0,63.24,5.45,0.279,3303,0,3303,0.8333,0.4545,12,21,11,1.1,0.29,0.2458,0.2523
HumanEval/163,self_healing,gemma-12b:scot,9,1,0,10,0.9,95.0,0.0,1.0,2.25,73.66,3.45,0.4,154,0,154,0.1667,0.0588,6,16,10,0.62,0.19,5.8442,1.0825
HumanEval/163,consensus,gemma-12b:scot,9,2,0,11,0.818,100.0,0.0,1.0,1.73,53.62,2.36,0.188,1373,0,1373,1.0,0.1,0,9,8,1.56,0.0,0.5958,0.7283
HumanEval/163,self_healing,gemma-12b:few_shot,9,1,0,10,0.9,95.0,0.0,1.0,2.25,73.66,3.45,0.367,2280,0,2280,0.1667,0.0588,6,16,10,0.62,0.19,0.3947,0.0731
HumanEval/139,competitive,gemma-1b:scot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.102,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,competitive,gemma-1b:zero_shot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.102,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,competitive,gemma-1b:few_shot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.102,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,competitive,gemma-1b:cot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.102,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,1401,380,1781,0.25,0.0556,4,17,0,0.0,0.12,0.0,0.1404
HumanEval/139,baseline,gemma-1b:scot,0,0,0,0,0.0,16.0,0.0,1.0,4.0,93.19,1.33,0.754,2510,1148,3658,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0456
HumanEval/139,baseline,gemma-1b:cot,0,0,0,0,0.0,19.0,0.0,1.0,2.0,84.76,0.93,0.843,2660,1281,3941,0.5,0.0625,2,15,0,0.0,0.07,0.0,0.1269
HumanEval/139,baseline,gemma-1b:few_shot,1,2,0,3,0.333,74.0,0.0,1.0,2.25,89.72,1.53,0.592,6232,4551,10783,1.0,0.3333,4,17,3,0.18,0.12,0.0309,0.0927
HumanEval/139,actor_critic,gemma-1b:cot,0,0,0,0,0.0,12.0,0.0,1.0,4.0,93.1,1.27,0.738,7810,7523,15333,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0109
HumanEval/139,actor_critic,gemma-1b:few_shot,2,2,0,4,0.5,79.0,0.0,1.0,2.4,85.66,1.87,0.533,8871,9211,18082,1.0,0.3333,6,20,4,0.2,0.15,0.0277,0.0553
HumanEval/139,actor_critic,gemma-1b:zero_shot,7,2,0,9,0.778,85.0,0.0,1.0,2.7,72.42,2.87,0.366,10016,10108,20124,1.0,0.4286,6,20,14,0.7,0.15,0.0387,0.0497
HumanEval/139,coa,gemma-1b:cot,0,0,0,0,0.0,19.0,0.0,1.0,2.33,72.43,3.27,0.406,13129,11752,24881,0.5,0.0625,2,15,0,0.0,0.07,0.0,0.0201
HumanEval/139,actor_critic,gemma-1b:scot,7,2,0,9,0.778,87.0,0.0,1.0,3.1,69.21,3.13,0.343,10903,10396,21299,1.0,0.4286,6,20,18,0.9,0.15,0.0365,0.047
HumanEval/139,soa,gemma-1b:few_shot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.477,8563,9209,17772,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/139,soa,gemma-1b:cot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.477,8411,8883,17294,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/139,soa,gemma-1b:zero_shot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.477,8411,8883,17294,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/139,soa,gemma-1b:scot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.477,9220,9701,18921,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/139,self_healing,gemma-1b:scot,0,0,0,0,0.0,16.0,0.0,1.0,4.0,93.19,1.33,0.754,0,0,0,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0
HumanEval/139,self_healing,gemma-1b:few_shot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,150,0,150,0.25,0.0556,4,17,0,0.0,0.12,0.0,1.6667
HumanEval/139,self_healing,gemma-1b:cot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,150,0,150,0.25,0.0556,4,17,0,0.0,0.12,0.0,1.6667
HumanEval/139,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,432,0,432,0.25,0.0556,4,17,0,0.0,0.12,0.0,0.5787
HumanEval/139,adversarial,gemma-1b:cot,0,0,0,0,0.0,12.0,0.0,1.0,4.0,93.1,1.27,0.738,432,0,432,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.3859
HumanEval/139,adversarial,gemma-1b:few_shot,4,1,0,5,0.8,80.0,0.0,1.0,2.33,83.6,2.0,0.5,432,0,432,1.0,0.3333,6,20,5,0.25,0.15,1.8519,2.3148
HumanEval/139,adversarial,gemma-1b:scot,5,1,0,6,0.833,81.0,0.0,1.0,2.29,82.0,2.13,0.473,432,0,432,1.0,0.4286,6,20,6,0.3,0.15,1.9282,2.3148
HumanEval/139,adversarial,gemma-1b:zero_shot,3,1,0,4,0.75,79.0,0.0,1.0,2.4,85.73,1.87,0.534,432,0,432,1.0,0.4286,6,20,4,0.2,0.15,1.7361,2.3148
HumanEval/139,hybrid,gemma-1b:cot,0,0,0,0,0.0,12.0,0.0,1.0,4.0,93.1,1.27,0.738,2281,2256,4537,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0367
HumanEval/139,coa,gemma-1b:zero_shot,0,0,0,0,0.0,19.0,0.0,1.0,2.33,72.43,3.27,0.406,2281,2256,4537,0.5,0.0625,2,15,0,0.0,0.07,0.0,0.1102
HumanEval/139,coa,gemma-1b:scot,0,0,0,0,0.0,16.0,0.0,1.0,3.0,75.9,3.6,0.381,508,1040,1548,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.1077
HumanEval/139,atomic_swarm,gemma-1b:cot,0,0,0,0,0.0,12.0,0.0,1.0,4.33,77.35,3.93,0.354,800,1787,2587,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0644
HumanEval/139,coa,gemma-1b:few_shot,0,0,0,0,0.0,8.0,0.0,1.0,6.33,73.89,4.8,0.311,2000,2107,4107,0.0385,0.0256,26,38,0,0.0,0.34,0.0,0.0094
HumanEval/139,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0.0,12.0,0.0,1.0,4.33,77.35,3.93,0.354,2497,2623,5120,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0326
HumanEval/139,atomic_swarm,gemma-1b:few_shot,0,0,0,0,0.0,12.0,0.0,1.0,4.33,77.35,3.93,0.354,2497,2623,5120,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0326
HumanEval/139,atomic_swarm,gemma-1b:scot,0,0,0,0,0.0,12.0,0.0,1.0,4.33,77.35,3.93,0.354,3252,1862,5114,0.1667,0.0476,6,20,0,0.0,0.15,0.0,0.0326
HumanEval/139,hybrid,gemma-1b:zero_shot,11,0,0,11,1.0,83.0,0.0,0.0,2.92,63.97,3.93,0.322,3106,1688,4794,0.9583,0.5897,24,38,11,0.29,0.32,0.2086,0.1999
HumanEval/139,hybrid,gemma-1b:few_shot,4,5,0,9,0.444,82.0,0.0,1.0,2.3,76.42,2.53,0.42,3246,3266,6512,1.0,0.3182,6,21,10,0.48,0.14,0.0682,0.1536
HumanEval/139,consensus,gemma-1b:zero_shot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.013,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,swarm,gemma-1b:scot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.013,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,hybrid,gemma-1b:scot,15,2,0,17,0.882,88.0,0.0,1.0,2.11,66.61,3.6,0.292,146,149,295,1.0,0.4286,6,20,17,0.85,0.15,2.9898,3.3898
HumanEval/139,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.013,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,consensus,gemma-1b:scot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,5748,3314,9062,0.25,0.0556,4,17,0,0.0,0.12,0.0,0.0276
HumanEval/139,consensus,gemma-1b:cot,0,0,0,0,0.0,22.0,0.0,1.0,0.0,100.0,0.07,0.013,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/139,consensus,gemma-1b:few_shot,0,0,0,0,0.0,19.0,0.0,1.0,3.0,92.44,1.13,0.8,6513,3458,9971,0.25,0.0556,4,17,0,0.0,0.12,0.0,0.0251
HumanEval/139,swarm,gemma-1b:few_shot,6,1,0,7,0.857,81.0,0.0,1.0,2.12,81.8,2.13,0.472,4983,3170,8153,1.0,0.3333,4,17,7,0.41,0.12,0.1051,0.1227
HumanEval/139,swarm,gemma-1b:cot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.093,1932,1115,3047,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/140,competitive,gemma-1b:zero_shot,0,0,0,0,0.0,25.0,0.0,1.0,0.0,100.0,0.07,0.12,0,0,0,1.0,0.0909,0,10,0,0.0,0.0,0.0,0.0
HumanEval/140,baseline,gemma-1b:zero_shot,3,5,0,8,0.375,86.0,0.0,1.0,2.22,77.06,2.71,0.432,1626,417,2043,1.0,0.4091,6,21,8,0.38,0.14,0.1836,0.4895
HumanEval/140,actor_critic,gemma-1b:zero_shot,3,8,0,11,0.273,78.0,0.0,1.0,2.42,70.27,3.36,0.346,621,2,623,1.0,0.4091,6,21,14,0.67,0.14,0.4382,1.6051
HumanEval/140,soa,gemma-1b:zero_shot,3,5,0,8,0.375,86.0,0.0,1.0,2.22,77.06,2.71,0.432,171,417,588,1.0,0.4091,6,21,8,0.38,0.14,0.6378,1.7007
HumanEval/140,coa,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,0.0,1.0,4.0,76.1,4.57,0.362,3703,1641,5344,0.1667,0.0526,6,18,0,0.0,0.17,0.0,0.0312
HumanEval/140,hybrid,gemma-1b:zero_shot,2,8,0,10,0.2,78.0,0.0,1.0,2.45,71.07,3.29,0.356,3368,1371,4739,1.0,0.3913,6,22,13,0.59,0.14,0.0422,0.211
HumanEval/140,baseline,gemma-1b:cot,0,0,0,0,0.0,12.0,0.0,1.0,4.0,91.72,1.21,0.441,2067,459,2526,0.1667,0.0588,6,16,0,0.0,0.19,0.0,0.066
