task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,model,real_branch_coverage,real_line_coverage
HumanEval/159,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,2.0,68.96,0.28,0.063,1083,0,1083,gemma-12b,0.0,0.0
HumanEval/159,adversarial,gemma-12b:cot,10,1,0,11,0.909,86.0,,1.0,2.0,77.46,1.79,0.713,0,0,0,gemma-12b,0.0,0.0
HumanEval/159,consensus,gemma-12b:few_shot,13,0,0,13,1.0,100.0,,0.2,2.0,51.01,0.93,0.018,4574,0,4574,gemma-12b,0.0,0.0
HumanEval/159,coa,gemma-12b:few_shot,7,2,0,9,0.778,100.0,,1.0,2.0,76.88,0.79,0.071,5295,0,5295,gemma-12b,0.0,0.0
HumanEval/159,hybrid,gemma-12b:few_shot,20,2,0,22,0.909,90.0,,1.0,3.0,71.73,2.93,0.524,2489,0,2489,gemma-12b,0.0,0.0
HumanEval/159,self_healing,gemma-12b:zero_shot,0,0,0,0,0.0,14.0,,1.0,3.0,66.84,1.21,0.84,826,0,826,gemma-12b,0.0,0.0
HumanEval/159,actor_critic,gemma-12b:scot,13,3,0,16,0.812,88.0,,1.0,2.29,66.86,2.93,0.452,2435,0,2435,gemma-12b,0.0,0.0
HumanEval/159,adversarial,gemma-12b:scot,3,6,0,9,0.333,70.0,,1.0,3.27,72.26,2.07,0.595,5473,0,5473,gemma-12b,0.0,0.0
HumanEval/159,adversarial,gemma-12b:few_shot,0,0,0,0,0.0,17.0,,1.0,2.0,64.32,1.17,0.871,0,0,0,gemma-12b,0.0,0.0
HumanEval/159,self_healing,gemma-12b:cot,0,0,0,0,0.0,14.0,,1.0,3.0,66.84,1.21,0.84,4356,0,4356,gemma-12b,0.0,0.0
HumanEval/159,self_healing,gemma-12b:scot,0,0,0,0,0.0,14.0,,1.0,3.0,66.84,1.21,0.84,1189,0,1189,gemma-12b,0.0,0.0
HumanEval/159,actor_critic,gemma-12b:few_shot,15,3,0,18,0.833,91.0,,1.0,2.0,71.93,2.41,0.55,1060,0,1060,gemma-12b,0.0,0.0
HumanEval/159,self_healing,gemma-12b:few_shot,0,0,0,0,0.0,14.0,,1.0,3.0,66.84,1.21,0.84,3245,1896,5141,gemma-12b,0.0,0.0
HumanEval/160,competitive,gemma-12b:zero_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.04,0.073,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,baseline,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,49.74,2.42,0.089,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,competitive,gemma-12b:cot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.04,0.073,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,47.44,2.73,0.035,542,0,542,gemma-12b,0.0,0.0
HumanEval/160,baseline,gemma-12b:cot,10,3,0,13,0.769,90.0,,1.0,2.07,67.87,3.04,0.456,603,0,603,gemma-12b,0.0,0.0
HumanEval/160,coa,gemma-12b:zero_shot,6,3,0,9,0.667,98.0,,1.0,2.33,59.76,1.92,0.057,272,0,272,gemma-12b,0.0,0.0
HumanEval/160,atomic_swarm,gemma-12b:zero_shot,1,2,0,3,0.333,83.0,,1.0,2.67,74.97,0.85,0.077,533,0,533,gemma-12b,0.0,0.0
HumanEval/160,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,,0.0,2.0,76.55,0.27,0.058,246,0,246,gemma-12b,0.0,0.0
HumanEval/160,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,40.13,3.92,0.039,2667,0,2667,gemma-12b,0.0,0.0
HumanEval/160,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.04,0.073,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,coa,gemma-12b:cot,5,4,0,9,0.556,98.0,,1.0,2.33,59.76,1.92,0.03,3753,0,3753,gemma-12b,0.0,0.0
HumanEval/160,atomic_swarm,gemma-12b:cot,1,2,0,3,0.333,83.0,,1.0,2.67,74.97,0.85,0.077,268,0,268,gemma-12b,0.0,0.0
HumanEval/160,baseline,gemma-12b:scot,7,4,0,11,0.636,87.0,,1.0,2.69,65.73,3.42,0.328,3737,0,3737,gemma-12b,0.0,0.0
HumanEval/160,hybrid,gemma-12b:cot,11,3,0,14,0.786,91.0,,1.0,2.0,66.45,3.23,0.434,2232,0,2232,gemma-12b,0.0,0.0
HumanEval/160,swarm,gemma-12b:cot,1,0,0,1,1.0,100.0,,0.0,2.0,76.55,0.27,0.068,853,0,853,gemma-12b,0.0,0.0
HumanEval/160,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,49.74,2.42,0.089,5978,0,5978,gemma-12b,0.0,0.0
HumanEval/160,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,47.44,2.73,0.035,270,0,270,gemma-12b,0.0,0.0
HumanEval/160,competitive,gemma-12b:few_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.04,0.073,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,coa,gemma-12b:scot,7,2,0,9,0.778,98.0,,1.0,2.33,59.94,1.92,0.058,805,0,805,gemma-12b,0.0,0.0
HumanEval/160,actor_critic,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.73,45.08,5.5,0.031,1557,0,1557,gemma-12b,0.0,0.0
HumanEval/160,actor_critic,gemma-12b:cot,15,5,0,20,0.75,93.0,,1.0,1.76,62.15,4.15,0.375,1258,0,1258,gemma-12b,0.0,0.0
HumanEval/160,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,47.44,2.73,0.035,543,0,543,gemma-12b,0.0,0.0
HumanEval/160,swarm,gemma-12b:scot,1,0,0,1,1.0,100.0,,0.0,2.0,76.55,0.27,0.096,3579,0,3579,gemma-12b,0.0,0.0
HumanEval/160,baseline,gemma-12b:few_shot,6,3,0,9,0.667,100.0,,1.0,2.33,55.59,1.73,0.067,2890,0,2890,gemma-12b,0.0,0.0
HumanEval/160,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,48.71,2.58,0.05,3432,0,3432,gemma-12b,0.0,0.0
HumanEval/160,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,83.0,,1.0,2.67,74.97,0.85,0.077,268,0,268,gemma-12b,0.0,0.0
HumanEval/160,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.67,59.24,2.73,0.075,1335,0,1335,gemma-12b,0.0,0.0
HumanEval/160,adversarial,gemma-12b:cot,11,1,0,12,0.917,89.0,,1.0,1.92,71.66,2.88,0.489,3454,0,3454,gemma-12b,0.0,0.0
HumanEval/160,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,47.44,2.73,0.035,270,0,270,gemma-12b,0.0,0.0
HumanEval/160,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.82,46.32,2.81,0.063,1075,0,1075,gemma-12b,0.0,0.0
HumanEval/160,atomic_swarm,gemma-12b:few_shot,1,2,0,3,0.333,77.0,,1.0,2.67,74.25,0.88,0.088,7158,0,7158,gemma-12b,0.0,0.0
HumanEval/160,swarm,gemma-12b:few_shot,1,0,0,1,1.0,100.0,,0.0,2.0,81.86,0.15,0.095,177,0,177,gemma-12b,0.0,0.0
HumanEval/160,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,48.56,2.58,0.073,3933,0,3933,gemma-12b,0.0,0.0
HumanEval/160,coa,gemma-12b:few_shot,7,2,0,9,0.778,98.0,,1.0,2.56,58.94,2.0,0.033,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,actor_critic,gemma-12b:few_shot,10,3,0,13,0.769,92.0,,1.0,2.43,68.1,3.04,0.392,2714,0,2714,gemma-12b,0.0,0.0
HumanEval/160,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,48.56,2.58,0.073,2201,0,2201,gemma-12b,0.0,0.0
HumanEval/160,adversarial,gemma-12b:few_shot,0,0,0,0,0.0,8.0,,1.0,8.0,75.73,1.38,0.762,12104,0,12104,gemma-12b,0.0,0.0
HumanEval/160,hybrid,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.88,40.96,4.65,0.023,4968,0,4968,gemma-12b,0.0,0.0
HumanEval/160,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.77,51.56,2.5,0.071,11507,0,11507,gemma-12b,0.0,0.0
HumanEval/160,actor_critic,gemma-12b:scot,14,6,0,20,0.7,86.0,,1.0,3.32,48.28,4.58,0.262,2035,0,2035,gemma-12b,0.0,0.0
HumanEval/160,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,49.74,2.42,0.065,0,0,0,gemma-12b,0.0,0.0
HumanEval/160,self_healing,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.94,48.71,2.58,0.051,395,583,978,gemma-12b,0.0,0.0
HumanEval/160,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.93,49.74,2.42,0.065,1440,0,1440,gemma-12b,0.0,0.0
HumanEval/160,self_healing,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.93,49.74,2.42,0.065,1723,0,1723,gemma-12b,0.0,0.0
HumanEval/161,competitive,gemma-12b:zero_shot,0,0,0,0,0.0,15.0,,1.0,0.0,100.0,0.05,0.09,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,baseline,gemma-12b:zero_shot,7,3,0,10,0.7,82.0,,1.0,3.5,60.67,3.32,0.325,663,0,663,gemma-12b,0.0,0.0
HumanEval/161,competitive,gemma-12b:cot,0,0,0,0,0.0,15.0,,1.0,0.0,100.0,0.05,0.09,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,soa,gemma-12b:zero_shot,8,3,0,11,0.727,80.0,,1.0,3.38,60.77,3.21,0.343,336,0,336,gemma-12b,0.0,0.0
HumanEval/161,baseline,gemma-12b:cot,6,3,0,9,0.667,83.0,,1.0,3.64,61.73,3.21,0.347,1012,0,1012,gemma-12b,0.0,0.0
HumanEval/161,competitive,gemma-12b:scot,0,0,0,0,0.0,15.0,,1.0,0.0,100.0,0.05,0.09,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,59.0,,0.0,2.0,81.86,0.21,0.12,343,0,343,gemma-12b,0.0,0.0
HumanEval/161,coa,gemma-12b:zero_shot,8,1,0,9,0.889,100.0,,1.0,2.0,76.88,1.21,0.099,1369,0,1369,gemma-12b,0.0,0.0
HumanEval/161,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,90.0,,0.333,2.0,69.94,0.42,0.213,2278,0,2278,gemma-12b,0.0,0.0
HumanEval/161,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.96,39.4,3.89,0.048,1363,0,1363,gemma-12b,0.0,0.0
HumanEval/161,baseline,gemma-12b:scot,5,3,0,8,0.625,83.0,,1.0,3.6,69.52,3.84,0.236,4294,0,4294,gemma-12b,0.0,0.0
HumanEval/161,soa,gemma-12b:cot,9,2,0,11,0.818,81.0,,1.0,3.38,60.77,3.21,0.343,4461,0,4461,gemma-12b,0.0,0.0
HumanEval/161,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.62,54.48,2.0,0.093,1644,0,1644,gemma-12b,0.0,0.0
HumanEval/161,actor_critic,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,50.91,2.53,0.068,803,0,803,gemma-12b,0.0,0.0
HumanEval/161,hybrid,gemma-12b:cot,7,3,0,10,0.7,79.0,,1.0,3.58,60.41,3.32,0.305,2120,0,2120,gemma-12b,0.0,0.0
HumanEval/161,coa,gemma-12b:cot,8,1,0,9,0.889,100.0,,1.0,2.0,76.88,1.21,0.099,2289,0,2289,gemma-12b,0.0,0.0
HumanEval/161,competitive,gemma-12b:few_shot,0,0,0,0,0.0,15.0,,1.0,0.0,100.0,0.05,0.09,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,baseline,gemma-12b:few_shot,8,2,0,10,0.8,100.0,,1.0,2.0,55.3,1.05,0.111,575,0,575,gemma-12b,0.0,0.0
HumanEval/161,coa,gemma-12b:scot,8,1,0,9,0.889,100.0,,1.0,2.0,76.88,1.21,0.094,667,0,667,gemma-12b,0.0,0.0
HumanEval/161,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,2.62,54.48,2.0,0.085,3811,0,3811,gemma-12b,0.0,0.0
HumanEval/161,hybrid,gemma-12b:scot,15,2,0,17,0.882,85.0,,1.0,2.35,59.06,3.47,0.307,1173,0,1173,gemma-12b,0.0,0.0
HumanEval/161,soa,gemma-12b:few_shot,9,2,0,11,0.818,81.0,,1.0,3.38,60.77,3.21,0.343,167,0,167,gemma-12b,0.0,0.0
HumanEval/161,swarm,gemma-12b:scot,1,0,0,1,1.0,59.0,,0.0,2.0,81.86,0.21,0.112,126,0,126,gemma-12b,0.0,0.0
HumanEval/161,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.6,52.27,2.11,0.087,1515,0,1515,gemma-12b,0.0,0.0
HumanEval/161,coa,gemma-12b:few_shot,8,1,0,9,0.889,100.0,,1.0,2.0,76.88,1.21,0.099,169,0,169,gemma-12b,0.0,0.0
HumanEval/161,adversarial,gemma-12b:cot,14,4,0,18,0.778,86.0,,1.0,2.26,62.06,3.42,0.315,162,0,162,gemma-12b,0.0,0.0
HumanEval/161,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,90.0,,0.333,2.0,69.94,0.42,0.213,1056,0,1056,gemma-12b,0.0,0.0
HumanEval/161,adversarial,gemma-12b:scot,7,3,0,10,0.7,84.0,,1.0,3.25,63.22,3.11,0.34,488,0,488,gemma-12b,0.0,0.0
HumanEval/161,hybrid,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,2.96,45.31,4.26,0.047,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,adversarial,gemma-12b:few_shot,0,0,0,0,0.0,7.0,,1.0,8.0,85.09,1.42,0.674,1287,0,1287,gemma-12b,0.0,0.0
HumanEval/161,swarm,gemma-12b:few_shot,3,0,0,3,1.0,90.0,,0.333,2.0,69.94,0.42,0.023,1304,0,1304,gemma-12b,0.0,0.0
HumanEval/161,self_healing,gemma-12b:cot,7,2,0,9,0.778,82.0,,1.0,3.55,62.85,3.05,0.347,3063,0,3063,gemma-12b,0.0,0.0
HumanEval/161,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,90.0,,0.333,2.0,69.94,0.42,0.213,5064,0,5064,gemma-12b,0.0,0.0
HumanEval/161,consensus,gemma-12b:few_shot,6,4,0,10,0.6,80.0,,1.0,3.5,61.16,3.21,0.331,4405,0,4405,gemma-12b,0.0,0.0
HumanEval/161,soa,gemma-12b:scot,7,3,0,10,0.7,83.0,,1.0,3.42,61.75,3.16,0.336,4899,0,4899,gemma-12b,0.0,0.0
HumanEval/161,actor_critic,gemma-12b:few_shot,6,5,0,11,0.545,84.0,,1.0,2.67,67.77,2.89,0.359,3022,0,3022,gemma-12b,0.0,0.0
HumanEval/161,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,90.0,,0.333,2.0,69.94,0.42,0.213,1205,0,1205,gemma-12b,0.0,0.0
HumanEval/161,actor_critic,gemma-12b:scot,11,4,0,15,0.733,84.0,,1.0,2.24,64.17,3.21,0.331,741,0,741,gemma-12b,0.0,0.0
HumanEval/161,self_healing,gemma-12b:few_shot,8,2,0,10,0.8,81.0,,1.0,3.42,62.46,3.05,0.348,0,0,0,gemma-12b,0.0,0.0
HumanEval/161,swarm,gemma-12b:cot,5,5,0,10,0.5,100.0,,1.0,2.0,54.39,1.16,0.061,590,0,590,gemma-12b,0.0,0.0
HumanEval/161,self_healing,gemma-12b:zero_shot,6,3,0,9,0.667,81.0,,1.0,3.55,62.85,3.05,0.347,2264,143,2407,gemma-12b,0.0,0.0
HumanEval/161,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.75,54.86,1.95,0.09,1854,0,1854,gemma-12b,0.0,0.0
HumanEval/161,actor_critic,gemma-12b:cot,10,3,0,13,0.769,79.0,,1.0,2.93,60.26,3.32,0.318,4131,0,4131,gemma-12b,0.0,0.0
HumanEval/161,self_healing,gemma-12b:scot,7,3,0,10,0.7,81.0,,1.0,3.5,61.16,3.21,0.333,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,competitive,gemma-12b:zero_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.117,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,baseline,gemma-12b:zero_shot,3,7,0,10,0.3,83.0,,1.0,2.08,70.84,3.18,0.295,452,0,452,gemma-12b,0.0,0.0
HumanEval/162,competitive,gemma-12b:cot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.117,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,soa,gemma-12b:zero_shot,2,8,0,10,0.2,83.0,,1.0,2.08,71.23,3.18,0.284,562,0,562,gemma-12b,0.0,0.0
HumanEval/162,baseline,gemma-12b:cot,2,8,0,10,0.2,83.0,,1.0,2.08,71.23,3.18,0.295,201,0,201,gemma-12b,0.0,0.0
HumanEval/162,atomic_swarm,gemma-12b:zero_shot,2,1,0,3,0.667,91.0,,1.0,2.67,65.2,1.36,0.211,139,0,139,gemma-12b,0.0,0.0
HumanEval/162,coa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.44,72.49,3.0,0.061,439,0,439,gemma-12b,0.0,0.0
HumanEval/162,hybrid,gemma-12b:zero_shot,3,9,0,12,0.25,84.0,,1.0,2.07,67.53,3.55,0.257,2253,0,2253,gemma-12b,0.0,0.0
HumanEval/162,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,92.0,,1.0,2.0,79.74,0.45,0.167,3338,0,3338,gemma-12b,0.0,0.0
HumanEval/162,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.117,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,soa,gemma-12b:cot,2,8,0,10,0.2,83.0,,1.0,2.08,71.23,3.18,0.284,141,0,141,gemma-12b,0.0,0.0
HumanEval/162,actor_critic,gemma-12b:zero_shot,2,12,0,14,0.143,86.0,,1.0,1.88,64.45,4.09,0.218,1967,0,1967,gemma-12b,0.0,0.0
HumanEval/162,consensus,gemma-12b:zero_shot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.304,2224,0,2224,gemma-12b,0.0,0.0
HumanEval/162,baseline,gemma-12b:scot,3,3,0,6,0.5,78.0,,1.0,2.12,78.88,4.09,0.21,571,0,571,gemma-12b,0.0,0.0
HumanEval/162,coa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,2.44,72.49,3.0,0.061,143,0,143,gemma-12b,0.0,0.0
HumanEval/162,swarm,gemma-12b:cot,0,1,0,1,0.0,47.0,,1.0,2.0,98.44,0.64,0.083,4257,0,4257,gemma-12b,0.0,0.0
HumanEval/162,atomic_swarm,gemma-12b:cot,2,1,0,3,0.667,91.0,,1.0,2.67,65.2,1.36,0.211,3382,0,3382,gemma-12b,0.0,0.0
HumanEval/162,hybrid,gemma-12b:cot,3,14,0,17,0.176,88.0,,1.0,2.05,59.79,4.64,0.192,3243,0,3243,gemma-12b,0.0,0.0
HumanEval/162,actor_critic,gemma-12b:cot,10,1,0,11,0.909,84.0,,1.0,2.0,71.93,3.55,0.254,6451,0,6451,gemma-12b,0.0,0.0
HumanEval/162,competitive,gemma-12b:few_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.117,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,soa,gemma-12b:scot,2,8,0,10,0.2,83.0,,1.0,2.08,71.23,3.18,0.284,141,0,141,gemma-12b,0.0,0.0
HumanEval/162,consensus,gemma-12b:cot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.316,3261,0,3261,gemma-12b,0.0,0.0
HumanEval/162,baseline,gemma-12b:few_shot,1,4,0,5,0.2,70.0,,1.0,2.5,81.47,2.18,0.416,319,0,319,gemma-12b,0.0,0.0
HumanEval/162,coa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.44,72.49,3.0,0.061,143,0,143,gemma-12b,0.0,0.0
HumanEval/162,adversarial,gemma-12b:zero_shot,3,7,0,10,0.3,83.0,,1.0,2.08,70.84,3.18,0.289,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,91.0,,1.0,2.67,65.2,1.36,0.211,921,0,921,gemma-12b,0.0,0.0
HumanEval/162,coa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,2.44,72.49,3.0,0.089,414,0,414,gemma-12b,0.0,0.0
HumanEval/162,adversarial,gemma-12b:cot,2,7,0,9,0.222,81.0,,1.0,2.0,75.57,2.82,0.344,404,0,404,gemma-12b,0.0,0.0
HumanEval/162,consensus,gemma-12b:scot,2,5,0,7,0.286,80.0,,1.0,2.11,77.19,2.64,0.349,2492,0,2492,gemma-12b,0.0,0.0
HumanEval/162,actor_critic,gemma-12b:few_shot,4,7,0,11,0.364,80.0,,1.0,1.92,76.64,3.45,0.258,3360,0,3360,gemma-12b,0.0,0.0
HumanEval/162,atomic_swarm,gemma-12b:few_shot,2,1,0,3,0.667,91.0,,1.0,2.67,65.2,1.36,0.211,1010,0,1010,gemma-12b,0.0,0.0
HumanEval/162,soa,gemma-12b:few_shot,2,8,0,10,0.2,83.0,,1.0,2.08,71.23,3.18,0.295,1494,0,1494,gemma-12b,0.0,0.0
HumanEval/162,hybrid,gemma-12b:scot,3,2,0,5,0.6,77.0,,1.0,2.0,83.55,2.18,0.407,1219,0,1219,gemma-12b,0.0,0.0
HumanEval/162,swarm,gemma-12b:scot,1,0,0,1,1.0,95.0,,0.25,4.0,82.82,1.09,0.044,280,0,280,gemma-12b,0.0,0.0
HumanEval/162,consensus,gemma-12b:few_shot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.316,2196,0,2196,gemma-12b,0.0,0.0
HumanEval/162,adversarial,gemma-12b:scot,2,5,0,7,0.286,79.0,,1.0,2.11,77.92,2.55,0.36,1141,0,1141,gemma-12b,0.0,0.0
HumanEval/162,hybrid,gemma-12b:few_shot,10,9,0,19,0.526,89.0,,1.0,2.05,56.86,7.82,0.131,2109,0,2109,gemma-12b,0.0,0.0
HumanEval/162,swarm,gemma-12b:few_shot,0,1,0,1,0.0,85.0,,0.75,2.0,81.86,0.36,0.119,180,0,180,gemma-12b,0.0,0.0
HumanEval/162,adversarial,gemma-12b:few_shot,1,5,0,6,0.167,74.0,,1.0,2.43,79.55,2.64,0.318,2793,0,2793,gemma-12b,0.0,0.0
HumanEval/162,self_healing,gemma-12b:zero_shot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.304,2550,0,2550,gemma-12b,0.0,0.0
HumanEval/162,self_healing,gemma-12b:cot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.304,0,0,0,gemma-12b,0.0,0.0
HumanEval/162,actor_critic,gemma-12b:scot,8,0,0,8,1.0,81.0,,0.0,2.1,74.55,2.82,0.298,1118,0,1118,gemma-12b,0.0,0.0
HumanEval/162,self_healing,gemma-12b:scot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.304,319,394,713,gemma-12b,0.0,0.0
HumanEval/162,self_healing,gemma-12b:few_shot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.304,0,0,0,gemma-12b,0.0,0.0
HumanEval/163,competitive,gemma-12b:zero_shot,0,0,0,0,0.0,50.0,,1.0,0.0,100.0,0.09,0.112,0,0,0,gemma-12b,0.0,0.0
HumanEval/163,baseline,gemma-12b:zero_shot,10,3,0,13,0.769,96.0,,1.0,1.93,68.58,4.27,0.337,492,0,492,gemma-12b,0.0,0.0
HumanEval/163,competitive,gemma-12b:cot,0,0,0,0,0.0,50.0,,1.0,0.0,100.0,0.09,0.112,0,0,0,gemma-12b,0.0,0.0
HumanEval/163,soa,gemma-12b:zero_shot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.188,358,0,358,gemma-12b,0.0,0.0
HumanEval/163,coa,gemma-12b:zero_shot,6,0,0,6,1.0,88.0,,0.75,2.0,76.88,2.09,0.197,161,0,161,gemma-12b,0.0,0.0
HumanEval/163,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.36,0.202,1557,0,1557,gemma-12b,0.0,0.0
HumanEval/163,baseline,gemma-12b:cot,11,3,0,14,0.786,96.0,,1.0,2.0,67.11,4.36,0.328,380,0,380,gemma-12b,0.0,0.0
HumanEval/163,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,90.0,,0.75,3.0,63.67,1.64,0.14,1968,0,1968,gemma-12b,0.0,0.0
HumanEval/163,competitive,gemma-12b:scot,0,0,0,0,0.0,50.0,,1.0,0.0,100.0,0.09,0.112,0,0,0,gemma-12b,0.0,0.0
HumanEval/163,actor_critic,gemma-12b:zero_shot,14,2,0,16,0.875,93.0,,1.0,2.46,65.72,4.91,0.266,2356,0,2356,gemma-12b,0.0,0.0
HumanEval/163,soa,gemma-12b:cot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.188,2665,0,2665,gemma-12b,0.0,0.0
HumanEval/163,consensus,gemma-12b:zero_shot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.186,1537,0,1537,gemma-12b,0.0,0.0
HumanEval/163,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.8,57.72,5.91,0.086,1590,0,1590,gemma-12b,0.0,0.0
HumanEval/163,coa,gemma-12b:cot,6,0,0,6,1.0,88.0,,0.75,2.0,76.88,2.09,0.197,1914,0,1914,gemma-12b,0.0,0.0
HumanEval/163,baseline,gemma-12b:scot,8,1,0,9,0.889,95.0,,1.0,2.27,72.81,5.36,0.235,238,0,238,gemma-12b,0.0,0.0
HumanEval/163,hybrid,gemma-12b:cot,6,6,0,12,0.5,82.0,,1.0,1.86,66.19,4.91,0.282,1852,0,1852,gemma-12b,0.0,0.0
HumanEval/163,swarm,gemma-12b:cot,1,1,0,2,0.5,100.0,,0.75,2.0,70.43,0.73,0.102,760,0,760,gemma-12b,0.0,0.0
HumanEval/163,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,90.0,,0.75,3.0,63.67,1.64,0.14,1520,0,1520,gemma-12b,0.0,0.0
HumanEval/163,consensus,gemma-12b:cot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.188,1219,0,1219,gemma-12b,0.0,0.0
HumanEval/163,competitive,gemma-12b:few_shot,0,0,0,0,0.0,50.0,,1.0,0.0,100.0,0.09,0.112,0,0,0,gemma-12b,0.0,0.0
HumanEval/163,soa,gemma-12b:scot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.188,1696,0,1696,gemma-12b,0.0,0.0
HumanEval/163,baseline,gemma-12b:few_shot,9,1,0,10,0.9,100.0,,1.0,2.0,54.83,1.82,0.098,337,0,337,gemma-12b,0.0,0.0
HumanEval/163,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,90.0,,0.75,3.0,63.67,1.64,0.14,0,0,0,gemma-12b,0.0,0.0
