task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score
HumanEval/148,self_healing,gemma-27b:zero_shot,0,0,0,0,0,14.29,0.0,1.0,3.0,60.11,2.05,0.653,503,269,772,0,0,0,1.0,0.0
HumanEval/148,consensus,gemma-27b:few_shot,0,6,0,6,0.0,53.66,0.0,1.0,4.43,74.16,2.24,0.546,1372,0,1372,12,0,3,0.0,0.65
HumanEval/148,hybrid,gemma-27b:few_shot,10,7,0,17,0.588,89.71,75.0,1.0,2.05,69.01,4.1,0.391,3929,751,4680,12,2,3,0.059,0.719
HumanEval/148,actor_critic,gemma-27b:scot,6,5,0,11,0.545,86.0,66.67,1.0,2.31,73.21,3.19,0.441,782,0,782,9,0,3,0.091,0.602
HumanEval/148,actor_critic,gemma-27b:few_shot,9,4,0,13,0.692,86.79,66.67,1.0,2.07,68.36,4.0,0.37,1675,0,1675,9,0,3,0.0,0.625
HumanEval/148,adversarial,gemma-27b:scot,7,4,0,11,0.636,85.11,66.67,1.0,2.08,74.23,3.05,0.413,1258,723,1981,9,0,3,0.0,0.625
HumanEval/148,adversarial,gemma-27b:few_shot,6,4,0,10,0.6,83.72,50.0,1.0,2.0,74.42,3.0,0.48,3011,575,3586,7,0,3,0.1,0.55
HumanEval/148,hybrid,gemma-27b:scot,5,1,0,6,0.833,82.05,50.0,1.0,2.5,74.04,2.76,0.523,801,0,801,9,0,3,0.0,0.625
HumanEval/148,self_healing,gemma-27b:scot,0,0,0,0,0,14.29,0.0,1.0,3.0,60.11,2.05,0.66,1904,460,2364,0,0,0,1.0,0.0
HumanEval/148,self_healing,gemma-27b:few_shot,0,0,0,0,0,14.29,0.0,1.0,3.0,60.11,2.05,0.66,1744,0,1744,0,0,0,1.0,0.0
HumanEval/148,self_healing,gemma-27b:cot,0,0,0,0,0,16.67,0.0,1.0,2.5,54.25,1.95,0.657,0,0,0,0,0,0,1.0,0.0
HumanEval/149,competitive,gemma-27b:zero_shot,0,12,0,12,0.0,77.78,0.0,1.0,1.92,80.66,1.9,0.537,0,0,0,12,2,3,0.0,0.733
HumanEval/149,baseline,gemma-27b:zero_shot,8,2,0,10,0.8,77.78,0.0,1.0,2.0,75.21,2.57,0.446,252,0,252,10,2,3,0.0,0.733
HumanEval/149,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,42.86,0.0,1.0,1.5,60.14,0.86,0.852,1644,0,1644,1,1,3,0.0,0.467
HumanEval/149,atomic_swarm,gemma-27b:zero_shot,0,2,0,2,0.0,52.63,0.0,1.0,1.75,83.29,1.1,0.805,989,0,989,2,1,3,0.333,0.408
HumanEval/149,actor_critic,gemma-27b:zero_shot,10,5,0,15,0.667,83.33,62.5,1.0,2.29,72.1,3.43,0.355,1507,0,1507,16,2,4,0.0,0.783
HumanEval/149,competitive,gemma-27b:cot,0,11,0,11,0.0,76.47,0.0,1.0,1.92,81.91,1.81,0.542,0,0,0,11,2,3,0.0,0.733
HumanEval/149,soa,gemma-27b:zero_shot,10,2,0,12,0.833,80.95,0.0,1.0,2.14,74.63,2.86,0.406,493,0,493,14,2,3,0.0,0.733
HumanEval/149,baseline,gemma-27b:cot,8,4,0,12,0.667,80.0,0.0,1.0,2.0,75.22,2.76,0.408,1446,0,1446,12,2,3,0.0,0.733
HumanEval/149,coa,gemma-27b:zero_shot,12,2,0,14,0.857,77.78,0.0,1.0,2.06,67.85,4.38,0.3,753,0,753,13,2,3,0.133,0.7
HumanEval/149,actor_critic,gemma-27b:cot,10,2,0,12,0.833,80.95,0.0,1.0,2.29,73.71,2.81,0.408,1275,0,1275,14,2,3,0.0,0.733
HumanEval/149,competitive,gemma-27b:scot,0,11,0,11,0.0,76.47,0.0,1.0,1.92,81.91,1.81,0.539,0,0,0,11,2,3,0.0,0.733
HumanEval/149,atomic_swarm,gemma-27b:cot,0,2,0,2,0.0,52.63,0.0,1.0,1.75,83.29,1.1,0.805,248,0,248,2,1,3,0.333,0.408
HumanEval/149,soa,gemma-27b:cot,9,3,0,12,0.75,80.95,0.0,1.0,2.14,74.63,2.86,0.404,500,0,500,14,2,3,0.0,0.733
HumanEval/149,baseline,gemma-27b:scot,7,3,0,10,0.7,77.78,0.0,1.0,2.0,75.21,2.57,0.441,1628,0,1628,10,2,3,0.0,0.733
HumanEval/149,coa,gemma-27b:cot,17,3,0,20,0.85,76.47,0.0,1.0,2.06,71.61,4.57,0.298,1881,0,1881,12,2,4,0.154,0.745
HumanEval/149,competitive,gemma-27b:few_shot,0,11,0,11,0.0,76.47,0.0,1.0,1.92,81.91,1.81,0.544,0,0,0,11,2,3,0.0,0.733
HumanEval/149,hybrid,gemma-27b:zero_shot,12,7,0,19,0.632,85.0,0.0,1.0,2.17,66.53,3.71,0.314,1698,0,1698,0,0,0,1.0,0.0
HumanEval/149,atomic_swarm,gemma-27b:scot,0,2,0,2,0.0,52.63,0.0,1.0,1.75,83.29,1.1,0.805,828,0,828,2,1,3,0.333,0.408
HumanEval/149,soa,gemma-27b:scot,9,3,0,12,0.75,80.95,0.0,1.0,2.14,74.63,2.86,0.404,580,0,580,14,2,3,0.0,0.733
HumanEval/149,hybrid,gemma-27b:cot,0,19,0,19,0.0,85.71,0.0,1.0,2.25,68.05,2.86,0.388,2359,0,2359,28,2,3,0.105,0.707
HumanEval/149,adversarial,gemma-27b:zero_shot,9,3,0,12,0.75,80.95,0.0,1.0,2.14,74.63,2.86,0.405,580,0,580,14,2,3,0.0,0.733
HumanEval/149,baseline,gemma-27b:few_shot,7,1,0,8,0.875,75.76,0.0,1.0,2.1,74.33,2.43,0.451,1343,0,1343,9,2,3,0.0,0.708
HumanEval/149,consensus,gemma-27b:zero_shot,12,4,0,16,0.75,83.33,0.0,1.0,2.0,73.7,3.14,0.374,4497,0,4497,16,2,3,0.0,0.733
HumanEval/149,coa,gemma-27b:scot,19,3,0,22,0.864,78.57,0.0,1.0,2.18,70.62,4.95,0.29,5903,0,5903,13,2,4,0.143,0.748
HumanEval/149,self_healing,gemma-27b:zero_shot,0,0,0,0,0,26.67,0.0,1.0,2.0,42.85,1.57,0.596,0,0,0,0,0,0,1.0,0.0
HumanEval/149,adversarial,gemma-27b:cot,0,13,0,13,0.0,78.95,0.0,1.0,1.93,79.41,2.0,0.523,2636,136,2772,16,2,3,0.0,0.733
HumanEval/149,soa,gemma-27b:few_shot,9,3,0,12,0.75,80.95,0.0,1.0,2.14,74.63,2.86,0.404,3136,136,3272,14,2,3,0.0,0.733
HumanEval/149,swarm,gemma-27b:few_shot,0,1,0,1,0.0,42.86,0.0,1.0,1.5,60.14,0.86,0.824,2615,0,2615,1,1,3,0.0,0.467
HumanEval/149,atomic_swarm,gemma-27b:few_shot,0,2,0,2,0.0,52.63,0.0,1.0,1.75,83.29,1.1,0.805,2400,0,2400,2,1,3,0.333,0.408
HumanEval/149,swarm,gemma-27b:cot,15,5,0,20,0.75,85.71,0.0,1.0,2.0,70.84,3.52,0.336,2152,0,2152,18,2,3,0.0,0.733
HumanEval/149,consensus,gemma-27b:cot,10,3,0,13,0.769,80.95,0.0,1.0,2.0,74.98,2.86,0.399,3227,50,3277,13,2,3,0.0,0.733
HumanEval/149,self_healing,gemma-27b:cot,0,0,0,0,0,26.67,0.0,1.0,2.0,42.85,1.57,0.596,595,573,1168,0,0,0,1.0,0.0
HumanEval/149,consensus,gemma-27b:scot,13,3,0,16,0.812,84.0,0.0,1.0,2.11,72.84,3.24,0.366,2314,148,2462,18,2,3,0.0,0.733
HumanEval/149,adversarial,gemma-27b:scot,8,2,0,10,0.8,78.38,0.0,1.0,2.08,75.07,2.62,0.428,2314,148,2462,11,2,3,0.0,0.733
HumanEval/149,self_healing,gemma-27b:scot,0,0,0,0,0,26.67,0.0,1.0,2.0,42.85,1.57,0.596,0,0,0,0,0,0,1.0,0.0
HumanEval/149,hybrid,gemma-27b:few_shot,12,8,0,20,0.6,85.71,0.0,1.0,2.0,71.26,3.57,0.341,1974,0,1974,20,2,3,0.0,0.733
HumanEval/149,adversarial,gemma-27b:few_shot,6,2,0,8,0.75,76.32,0.0,1.0,2.6,73.57,2.71,0.394,1280,464,1744,14,2,3,0.0,0.733
HumanEval/149,self_healing,gemma-27b:few_shot,0,0,0,0,0,26.67,0.0,1.0,2.0,42.85,1.57,0.596,0,0,0,0,0,0,1.0,0.0
HumanEval/149,coa,gemma-27b:few_shot,17,3,0,20,0.85,76.47,0.0,1.0,2.06,71.61,4.57,0.3,861,299,1160,12,2,4,0.154,0.745
HumanEval/149,hybrid,gemma-27b:scot,8,1,0,9,0.889,76.47,0.0,1.0,2.0,74.87,2.48,0.458,619,0,619,9,2,3,0.0,0.708
HumanEval/149,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,2.0,53.27,2.05,0.463,695,0,695,0,0,0,1.0,0.0
HumanEval/149,swarm,gemma-27b:scot,1,0,0,1,1.0,61.9,0.0,0.0,3.0,56.42,1.86,0.541,2023,139,2162,4,2,3,0.0,0.583
HumanEval/149,actor_critic,gemma-27b:scot,10,0,0,10,1.0,78.38,0.0,0.0,2.17,76.1,2.43,0.451,860,139,999,11,2,3,0.0,0.733
HumanEval/149,consensus,gemma-27b:few_shot,12,2,0,14,0.857,81.82,0.0,1.0,2.0,74.64,2.95,0.393,2297,0,2297,14,2,3,0.0,0.733
HumanEval/150,competitive,gemma-27b:zero_shot,0,2,0,2,0.0,19.3,0.0,1.0,9.0,60.34,4.8,0.314,0,0,0,32,1,3,0.0,0.692
HumanEval/150,baseline,gemma-27b:zero_shot,5,0,0,5,1.0,77.27,50.0,0.25,5.33,62.48,6.1,0.248,426,0,426,0,0,0,1.0,0.0
HumanEval/150,competitive,gemma-27b:cot,0,15,0,15,0.0,24.24,0.0,1.0,3.67,76.63,4.0,0.406,0,0,0,2,0,4,0.0,0.5
HumanEval/150,soa,gemma-27b:zero_shot,0,3,0,3,0.0,22.22,0.0,1.0,8.4,56.67,5.4,0.279,148,0,148,31,1,3,0.0,0.692
HumanEval/150,coa,gemma-27b:zero_shot,4,2,0,6,0.667,46.43,20.0,1.0,3.57,58.34,9.9,0.172,746,0,746,21,1,4,0.0,0.742
HumanEval/150,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,65.12,50.0,0.25,2.67,79.3,4.4,0.317,146,0,146,10,0,3,0.0,0.65
HumanEval/150,swarm,gemma-27b:zero_shot,0,3,0,3,0.0,70.59,71.0,1.0,2.75,88.33,2.1,0.471,3713,0,3713,16,0,3,0.0,0.65
HumanEval/150,baseline,gemma-27b:cot,5,0,0,5,1.0,79.17,50.0,0.0,6.11,61.49,6.7,0.238,208,0,208,0,0,0,1.0,0.0
HumanEval/150,competitive,gemma-27b:scot,0,2,0,2,0.0,19.3,0.0,1.0,9.0,60.34,4.8,0.314,0,0,0,32,1,3,0.0,0.692
HumanEval/150,soa,gemma-27b:cot,0,3,0,3,0.0,21.54,0.0,1.0,8.8,55.93,5.6,0.271,148,0,148,28,1,3,0.0,0.692
HumanEval/150,coa,gemma-27b:cot,4,2,0,6,0.667,65.91,50.0,1.0,3.38,60.05,8.1,0.207,593,0,593,20,1,4,0.0,0.742
HumanEval/150,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,65.12,50.0,0.25,2.67,79.3,4.4,0.315,338,0,338,10,0,3,0.0,0.65
HumanEval/150,baseline,gemma-27b:scot,7,0,0,7,1.0,71.15,50.0,0.25,2.8,72.74,4.7,0.302,3143,0,3143,24,2,3,0.0,0.733
HumanEval/150,hybrid,gemma-27b:zero_shot,7,0,0,7,1.0,82.76,50.0,0.25,6.36,56.63,8.2,0.182,2357,0,2357,0,0,0,1.0,0.0
HumanEval/150,competitive,gemma-27b:few_shot,0,2,0,2,0.0,19.3,0.0,1.0,9.0,60.34,4.8,0.314,0,0,0,32,1,3,0.0,0.692
HumanEval/150,soa,gemma-27b:scot,0,3,0,3,0.0,21.21,0.0,1.0,9.0,54.77,5.7,0.266,148,0,148,38,1,3,0.0,0.692
HumanEval/150,baseline,gemma-27b:few_shot,0,2,0,2,0.0,35.71,36.0,1.0,7.33,75.33,2.9,0.379,2619,0,2619,23,1,3,0.0,0.692
HumanEval/150,actor_critic,gemma-27b:zero_shot,6,0,0,6,1.0,94.64,100.0,0.25,5.12,68.0,5.7,0.221,1311,0,1311,26,1,3,0.0,0.692
HumanEval/150,coa,gemma-27b:scot,4,2,0,6,0.667,43.97,20.0,1.0,3.6,56.9,10.3,0.175,152,0,152,24,1,4,0.0,0.742
HumanEval/150,consensus,gemma-27b:zero_shot,0,3,0,3,0.0,20.29,0.0,1.0,9.6,53.13,6.0,0.252,2166,0,2166,35,1,3,0.0,0.692
HumanEval/150,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,65.12,50.0,0.25,2.67,79.3,4.4,0.317,452,0,452,10,0,3,0.0,0.65
HumanEval/150,adversarial,gemma-27b:zero_shot,5,0,0,5,1.0,78.26,50.0,0.25,5.78,62.36,6.4,0.234,452,0,452,0,0,0,1.0,0.0
HumanEval/150,hybrid,gemma-27b:cot,8,0,0,8,1.0,94.44,91.67,0.0,5.91,52.25,9.1,0.156,4985,0,4985,47,2,3,0.0,0.733
HumanEval/150,swarm,gemma-27b:cot,4,0,0,4,1.0,75.0,66.67,0.0,2.71,76.82,4.1,0.341,2300,0,2300,10,0,3,0.0,0.65
HumanEval/150,swarm,gemma-27b:few_shot,0,1,0,1,0.0,66.67,67.0,1.0,1.5,96.34,1.0,0.73,539,603,1142,3,0,3,0.0,0.475
HumanEval/150,soa,gemma-27b:few_shot,0,3,0,3,0.0,24.14,0.0,1.0,7.4,59.58,4.9,0.305,148,0,148,26,1,3,0.0,0.692
HumanEval/150,swarm,gemma-27b:scot,5,0,0,5,1.0,90.32,100.0,0.25,2.14,83.56,3.2,0.38,811,0,811,14,1,3,0.0,0.692
HumanEval/150,consensus,gemma-27b:cot,0,3,0,3,0.0,22.95,0.0,1.0,8.0,57.63,5.2,0.287,5887,822,6709,33,1,3,0.0,0.692
HumanEval/150,self_healing,gemma-27b:zero_shot,0,0,0,0,0,11.43,0.0,1.0,1.5,83.24,3.2,0.402,201,223,424,0,0,0,1.0,0.0
HumanEval/150,adversarial,gemma-27b:cot,0,4,0,4,0.0,28.33,0.0,1.0,6.5,64.54,5.2,0.261,201,223,424,30,1,3,0.0,0.692
HumanEval/150,actor_critic,gemma-27b:scot,9,0,0,9,1.0,94.0,100.0,0.25,3.18,69.77,5.2,0.29,1144,2,1146,28,1,3,0.0,0.692
HumanEval/150,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,61.02,44.44,0.25,3.14,73.6,5.5,0.279,343,9,352,10,0,3,0.0,0.65
HumanEval/150,adversarial,gemma-27b:scot,9,0,0,9,1.0,72.73,50.0,0.25,2.58,71.04,5.0,0.293,306,0,306,21,1,3,0.0,0.692
HumanEval/150,self_healing,gemma-27b:cot,0,0,0,0,0,11.43,0.0,1.0,1.5,83.24,3.2,0.402,0,0,0,0,0,0,1.0,0.0
HumanEval/150,coa,gemma-27b:few_shot,4,2,0,6,0.667,65.91,50.0,1.0,3.38,60.05,8.1,0.207,545,833,1378,20,1,4,0.0,0.742
HumanEval/150,adversarial,gemma-27b:few_shot,3,0,0,3,1.0,93.33,100.0,0.25,6.0,72.79,4.6,0.296,898,957,1855,24,1,3,0.0,0.692
HumanEval/150,self_healing,gemma-27b:scot,0,0,0,0,0,11.43,0.0,1.0,1.5,83.24,3.2,0.402,1550,7,1557,0,0,0,1.0,0.0
HumanEval/150,hybrid,gemma-27b:few_shot,12,0,0,12,1.0,83.52,57.14,0.25,3.65,55.65,8.8,0.178,2715,674,3389,39,3,3,0.0,0.775
HumanEval/150,hybrid,gemma-27b:scot,34,0,0,34,1.0,90.62,100.0,0.0,2.17,80.52,7.1,0.265,16683,1566,18249,5,0,4,0.75,0.388
HumanEval/150,consensus,gemma-27b:scot,0,3,0,3,0.0,20.0,0.0,1.0,9.8,52.33,6.1,0.249,3140,9229,12369,36,1,3,0.0,0.692
HumanEval/150,consensus,gemma-27b:few_shot,0,3,0,3,0.0,17.95,0.0,1.0,11.4,48.67,6.9,0.208,12372,829,13201,35,1,3,0.0,0.692
HumanEval/150,self_healing,gemma-27b:few_shot,0,0,0,0,0,11.43,0.0,1.0,1.5,83.68,3.1,0.423,12732,1343,14075,0,0,0,1.0,0.0
HumanEval/150,actor_critic,gemma-27b:few_shot,5,0,0,5,1.0,93.75,100.0,0.0,4.71,72.13,5.0,0.267,2850,45,2895,21,1,3,0.0,0.692
HumanEval/150,actor_critic,gemma-27b:cot,0,4,0,4,0.0,26.98,0.0,1.0,7.0,62.25,5.5,0.245,1043,0,1043,34,1,3,0.0,0.692
HumanEval/151,competitive,gemma-27b:zero_shot,0,16,0,16,0.0,80.0,0.0,1.0,1.94,70.25,2.87,0.38,0,0,0,16,2,3,0.0,0.733
HumanEval/151,baseline,gemma-27b:zero_shot,18,0,0,18,1.0,85.71,60.0,0.167,2.15,68.07,4.27,0.298,1993,0,1993,16,2,3,0.056,0.719
HumanEval/151,soa,gemma-27b:zero_shot,15,0,0,15,1.0,84.21,60.0,0.167,2.18,70.14,3.87,0.313,202,0,202,14,2,3,0.067,0.717
HumanEval/151,competitive,gemma-27b:cot,0,16,0,16,0.0,80.0,0.0,1.0,1.94,70.25,2.87,0.38,0,0,0,16,2,3,0.0,0.733
HumanEval/151,swarm,gemma-27b:zero_shot,0,2,0,2,0.0,47.06,0.0,1.0,1.67,89.75,1.0,0.745,2264,0,2264,2,1,3,0.0,0.492
HumanEval/151,coa,gemma-27b:zero_shot,7,3,0,10,0.7,83.33,60.0,1.0,2.0,74.91,3.87,0.327,205,0,205,8,1,4,0.1,0.667
HumanEval/151,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,70.97,50.0,0.167,2.4,80.15,2.27,0.491,200,0,200,3,1,3,0.0,0.517
HumanEval/151,baseline,gemma-27b:cot,15,0,0,15,1.0,84.21,60.0,0.167,2.18,70.5,3.87,0.315,262,0,262,14,2,3,0.067,0.717
HumanEval/151,coa,gemma-27b:cot,8,3,0,11,0.727,83.93,60.0,1.0,2.0,73.99,4.0,0.317,405,0,405,8,1,4,0.182,0.646
HumanEval/151,soa,gemma-27b:cot,15,0,0,15,1.0,84.21,60.0,0.167,2.18,70.14,3.87,0.313,607,0,607,14,2,3,0.067,0.717
HumanEval/151,competitive,gemma-27b:scot,0,16,0,16,0.0,80.0,0.0,1.0,1.94,70.25,2.87,0.38,0,0,0,16,2,3,0.0,0.733
HumanEval/151,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,70.97,50.0,0.0,2.4,80.15,2.27,0.491,393,0,393,3,1,3,0.0,0.517
HumanEval/151,actor_critic,gemma-27b:zero_shot,12,3,0,15,0.8,82.81,66.67,1.0,2.35,67.77,4.27,0.294,3151,0,3151,13,2,3,0.0,0.733
HumanEval/151,hybrid,gemma-27b:zero_shot,22,3,0,25,0.88,87.34,60.0,1.0,2.11,62.22,5.33,0.246,1805,0,1805,22,2,3,0.115,0.705
HumanEval/151,baseline,gemma-27b:scot,8,0,0,8,1.0,76.92,50.0,0.167,2.2,77.24,2.8,0.4,283,0,283,8,2,3,0.0,0.683
HumanEval/151,hybrid,gemma-27b:cot,0,25,0,25,0.0,85.71,0.0,1.0,1.96,61.3,4.07,0.297,1627,0,1627,24,2,3,0.04,0.723
HumanEval/151,consensus,gemma-27b:zero_shot,14,1,0,15,0.933,84.21,60.0,1.0,2.18,71.77,3.87,0.318,2249,0,2249,14,2,3,0.067,0.717
HumanEval/151,soa,gemma-27b:scot,15,0,0,15,1.0,84.21,60.0,0.167,2.18,70.14,3.87,0.313,3414,0,3414,14,2,3,0.067,0.717
HumanEval/151,coa,gemma-27b:scot,7,3,0,10,0.7,83.33,60.0,1.0,2.0,74.8,3.87,0.327,3212,0,3212,8,1,4,0.1,0.667
HumanEval/151,actor_critic,gemma-27b:cot,13,3,0,16,0.812,83.64,50.0,1.0,2.11,70.32,3.87,0.325,5512,0,5512,12,1,3,0.0,0.692
HumanEval/151,swarm,gemma-27b:cot,0,11,0,11,0.0,73.81,0.0,1.0,2.5,70.37,2.67,0.386,4720,0,4720,19,2,3,0.0,0.733
HumanEval/151,competitive,gemma-27b:few_shot,0,16,0,16,0.0,80.0,0.0,1.0,1.94,70.25,2.87,0.38,0,0,0,16,2,3,0.0,0.733
HumanEval/151,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,70.97,50.0,0.167,2.4,80.15,2.27,0.491,3492,0,3492,3,1,3,0.0,0.517
HumanEval/151,baseline,gemma-27b:few_shot,0,10,0,10,0.0,72.73,0.0,1.0,1.91,79.46,2.07,0.458,597,0,597,10,1,3,0.0,0.692
HumanEval/151,adversarial,gemma-27b:zero_shot,14,0,0,14,1.0,83.64,60.0,0.167,2.19,71.83,3.73,0.328,3692,0,3692,14,1,3,0.0,0.692
HumanEval/151,consensus,gemma-27b:cot,14,1,0,15,0.933,84.21,60.0,1.0,2.18,71.77,3.87,0.318,2915,0,2915,14,2,3,0.067,0.717
HumanEval/151,swarm,gemma-27b:scot,3,0,0,3,1.0,68.97,50.0,0.0,2.4,76.56,2.13,0.47,1444,0,1444,3,0,3,0.0,0.475
HumanEval/151,swarm,gemma-27b:few_shot,0,1,0,1,0.0,40.0,0.0,1.0,1.5,80.72,0.87,0.792,3558,0,3558,1,0,3,0.0,0.425
HumanEval/151,soa,gemma-27b:few_shot,15,0,0,15,1.0,84.21,60.0,0.167,2.18,70.14,3.87,0.313,3760,0,3760,14,2,3,0.067,0.717
HumanEval/151,coa,gemma-27b:few_shot,8,3,0,11,0.727,82.76,60.0,1.0,2.0,74.03,4.13,0.316,3965,0,3965,11,1,4,0.083,0.721
HumanEval/151,hybrid,gemma-27b:scot,10,0,0,10,1.0,80.85,60.0,0.167,2.25,75.12,3.2,0.357,2126,304,2430,10,1,3,0.0,0.692
HumanEval/151,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,70.97,50.0,0.167,2.4,80.15,2.27,0.491,2689,379,3068,3,1,3,0.0,0.517
HumanEval/151,consensus,gemma-27b:scot,14,1,0,15,0.933,84.21,60.0,1.0,2.18,71.77,3.87,0.318,4938,379,5317,14,2,3,0.067,0.717
HumanEval/151,actor_critic,gemma-27b:scot,10,2,0,12,0.833,80.85,50.0,1.0,2.07,75.72,3.47,0.337,1732,9,1741,12,2,3,0.0,0.733
HumanEval/151,self_healing,gemma-27b:zero_shot,0,0,0,0,0,15.38,0.0,1.0,3.5,69.07,1.8,0.548,1139,734,1873,0,0,0,1.0,0.0
HumanEval/151,self_healing,gemma-27b:scot,0,0,0,0,0,15.38,0.0,1.0,3.5,69.07,1.8,0.548,287,63,350,0,0,0,1.0,0.0
HumanEval/151,adversarial,gemma-27b:cot,0,17,0,17,0.0,80.85,0.0,1.0,1.94,68.72,3.0,0.366,288,302,590,16,2,3,0.059,0.719
HumanEval/151,hybrid,gemma-27b:few_shot,26,1,0,27,0.963,91.0,66.67,1.0,2.42,54.98,6.73,0.195,3208,371,3579,28,3,3,0.037,0.766
HumanEval/151,actor_critic,gemma-27b:few_shot,11,3,0,14,0.786,84.21,60.0,1.0,2.19,71.62,4.27,0.295,3232,792,4024,16,1,3,0.0,0.692
HumanEval/151,consensus,gemma-27b:few_shot,14,1,0,15,0.933,84.21,60.0,1.0,2.18,71.77,3.87,0.318,2539,68,2607,14,2,3,0.067,0.717
HumanEval/151,adversarial,gemma-27b:scot,10,0,0,10,1.0,79.07,50.0,0.0,2.17,76.35,3.07,0.375,0,0,0,10,2,3,0.0,0.733
HumanEval/151,self_healing,gemma-27b:cot,18,0,0,18,1.0,85.71,60.0,0.167,2.15,67.95,4.27,0.3,0,0,0,16,2,3,0.056,0.719
HumanEval/151,adversarial,gemma-27b:few_shot,11,0,0,11,1.0,81.63,60.0,0.167,2.23,74.61,3.33,0.348,0,0,0,11,1,3,0.0,0.692
HumanEval/151,self_healing,gemma-27b:few_shot,18,0,0,18,1.0,85.71,60.0,0.167,2.15,67.95,4.27,0.3,565,0,565,16,2,3,0.056,0.719
HumanEval/152,competitive,gemma-27b:zero_shot,0,11,0,11,0.0,96.67,97.0,1.0,2.0,77.59,2.92,0.576,0,0,0,16,2,3,0.0,0.733
HumanEval/152,competitive,gemma-27b:cot,0,11,0,11,0.0,96.67,97.0,1.0,2.0,77.59,2.92,0.576,0,0,0,16,2,3,0.0,0.733
HumanEval/152,baseline,gemma-27b:zero_shot,9,1,0,10,0.9,97.3,100.0,1.0,1.92,77.35,4.08,0.446,291,0,291,15,2,4,0.0,0.783
HumanEval/152,competitive,gemma-27b:scot,0,11,0,11,0.0,96.67,97.0,1.0,2.0,77.59,2.92,0.576,0,0,0,16,2,3,0.0,0.733
HumanEval/152,baseline,gemma-27b:cot,11,0,0,11,1.0,97.06,100.0,0.0,1.92,77.23,3.92,0.446,4102,0,4102,16,2,3,0.0,0.733
HumanEval/152,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,95.0,100.0,0.0,1.8,77.86,2.85,0.586,750,0,750,4,2,3,0.0,0.583
HumanEval/152,soa,gemma-27b:zero_shot,9,1,0,10,0.9,97.3,100.0,1.0,1.92,77.35,4.08,0.446,289,0,289,15,2,4,0.0,0.783
HumanEval/152,coa,gemma-27b:zero_shot,13,0,0,13,1.0,73.02,25.0,0.0,1.82,69.73,7.69,0.268,1127,0,1127,15,2,4,0.154,0.745
HumanEval/152,soa,gemma-27b:cot,9,1,0,10,0.9,97.3,100.0,1.0,1.92,77.35,4.08,0.446,3343,0,3343,15,2,4,0.0,0.783
HumanEval/152,baseline,gemma-27b:scot,7,0,0,7,1.0,96.77,100.0,0.0,1.89,79.18,3.54,0.487,3470,0,3470,10,2,4,0.0,0.783
HumanEval/152,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,95.0,100.0,0.0,1.8,77.86,2.85,0.586,2861,0,2861,4,2,3,0.0,0.583
HumanEval/152,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,92.86,100.0,0.0,1.67,64.35,2.38,0.62,1049,0,1049,2,0,3,0.0,0.45
HumanEval/152,soa,gemma-27b:scot,9,1,0,10,0.9,97.3,100.0,1.0,1.92,77.35,4.08,0.446,289,0,289,15,2,4,0.0,0.783
HumanEval/152,swarm,gemma-27b:cot,3,0,0,3,1.0,94.44,100.0,0.0,1.8,73.88,2.69,0.587,4786,0,4786,5,2,3,0.0,0.608
HumanEval/152,coa,gemma-27b:cot,9,0,0,9,1.0,69.09,25.0,0.0,1.77,71.74,7.08,0.298,3060,0,3060,9,1,4,0.0,0.717
HumanEval/152,baseline,gemma-27b:few_shot,0,9,0,9,0.0,95.65,96.0,1.0,1.9,82.89,2.38,0.648,3821,0,3821,13,2,3,0.0,0.733
HumanEval/152,competitive,gemma-27b:few_shot,0,11,0,11,0.0,96.67,97.0,1.0,2.0,77.59,2.92,0.576,0,0,0,16,2,3,0.0,0.733
HumanEval/152,coa,gemma-27b:scot,13,0,0,13,1.0,73.02,25.0,0.0,1.82,69.73,7.69,0.268,6477,0,6477,15,2,4,0.154,0.745
HumanEval/152,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,65.62,33.33,0.0,2.0,73.25,4.38,0.43,2395,0,2395,5,1,3,0.0,0.567
HumanEval/152,hybrid,gemma-27b:cot,0,10,0,10,0.0,86.49,86.0,1.0,2.27,73.13,3.46,0.51,6182,0,6182,19,2,4,0.0,0.783
