task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,norm_config
HumanEval/150,actor_critic,gemma-12b:scot,0,0,0,0,0.0,40.0,,1.0,0.0,100.0,0.1,0.016,0.0,0.0,0.0,
HumanEval/151,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,57.0,2.2,0.091,907.0,302.0,1209.0,
HumanEval/152,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,67.67,4.0,0.034,6647.0,18003.0,24650.0,
HumanEval/153,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.82,52.44,2.0,0.076,875.0,0.0,875.0,
HumanEval/154,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.24,52.94,2.47,0.072,3760.0,2816.0,6576.0,
HumanEval/155,actor_critic,gemma-12b:scot,10,0,0,10,1.0,84.0,,0.0,2.09,70.08,3.36,0.326,1380.0,0.0,1380.0,
HumanEval/156,actor_critic,gemma-12b:scot,5,1,0,6,0.833,74.0,,1.0,5.0,61.19,3.11,0.234,975.0,0.0,975.0,
HumanEval/157,actor_critic,gemma-12b:scot,17,1,0,18,0.944,95.0,,1.0,1.95,65.58,5.18,0.297,833.0,0.0,833.0,
HumanEval/158,actor_critic,gemma-12b:scot,14,3,0,17,0.824,86.0,,1.0,2.26,60.21,3.93,0.288,846.0,0.0,846.0,
HumanEval/159,actor_critic,gemma-12b:scot,6,8,0,14,0.429,88.0,,1.0,1.93,76.36,1.97,0.624,886.0,0.0,886.0,
HumanEval/160,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.68,45.4,3.23,0.06,937.0,0.0,937.0,
HumanEval/161,actor_critic,gemma-12b:scot,11,4,0,15,0.733,85.0,,1.0,2.41,62.24,3.16,0.331,704.0,0.0,704.0,
HumanEval/162,actor_critic,gemma-12b:scot,5,4,0,9,0.556,84.0,,1.0,1.9,72.97,3.64,0.26,948.0,0.0,948.0,
HumanEval/163,actor_critic,gemma-12b:scot,13,1,0,14,0.929,97.0,,1.0,2.13,68.6,5.09,0.28,2208.0,0.0,2208.0,
HumanEval/139,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.86,68.34,1.53,0.066,5325.0,0.0,5325.0,
HumanEval/140,adversarial,gemma-12b:scot,11,0,0,11,1.0,88.0,,0.0,2.38,67.37,3.43,0.354,516.0,0.0,516.0,
HumanEval/141,adversarial,gemma-12b:scot,11,2,0,13,0.846,70.0,,1.0,2.53,67.77,2.64,0.514,2719.0,0.0,2719.0,
HumanEval/142,adversarial,gemma-12b:scot,2,8,0,10,0.2,79.0,,1.0,2.67,65.9,2.95,0.455,2990.0,0.0,2990.0,
HumanEval/143,adversarial,gemma-12b:scot,5,6,0,11,0.455,93.0,,1.0,2.23,76.23,2.5,0.491,0.0,0.0,0.0,
HumanEval/144,adversarial,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5112.0,0.0,5112.0,
HumanEval/145,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.5,75.38,1.45,0.117,195.0,0.0,195.0,
HumanEval/146,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.366,479.0,0.0,479.0,
HumanEval/147,adversarial,gemma-12b:scot,4,5,0,9,0.444,87.0,,1.0,2.45,75.47,2.41,0.445,400.0,0.0,400.0,
HumanEval/148,adversarial,gemma-12b:scot,5,3,0,8,0.625,85.0,,1.0,2.8,74.56,2.29,0.605,1303.0,0.0,1303.0,
HumanEval/149,adversarial,gemma-12b:scot,7,1,0,8,0.875,75.0,,1.0,2.2,81.59,1.71,0.562,0.0,0.0,0.0,
HumanEval/150,adversarial,gemma-12b:scot,8,1,0,9,0.889,94.0,,1.0,2.75,64.89,4.5,0.025,0.0,0.0,0.0,
HumanEval/151,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,64.33,1.47,0.168,2069.0,0.0,2069.0,
HumanEval/152,adversarial,gemma-12b:scot,8,1,0,9,0.889,97.0,,1.0,2.18,76.05,3.15,0.585,3816.0,0.0,3816.0,
HumanEval/153,adversarial,gemma-12b:scot,10,1,0,11,0.909,73.0,,1.0,2.5,75.79,1.93,0.524,1067.0,0.0,1067.0,
HumanEval/154,adversarial,gemma-12b:scot,8,2,0,10,0.8,72.0,,1.0,2.33,72.2,2.35,0.462,0.0,0.0,0.0,
HumanEval/155,adversarial,gemma-12b:scot,9,1,0,10,0.9,84.0,,1.0,2.17,68.21,3.45,0.286,0.0,0.0,0.0,
HumanEval/156,adversarial,gemma-12b:scot,6,4,0,10,0.6,89.0,,1.0,5.25,49.94,4.32,0.186,0.0,0.0,0.0,
HumanEval/157,adversarial,gemma-12b:scot,7,2,0,9,0.778,96.0,,1.0,2.0,79.11,2.91,0.441,181.0,0.0,181.0,
HumanEval/158,adversarial,gemma-12b:scot,10,0,0,10,1.0,82.0,,0.0,2.42,69.44,3.0,0.374,1189.0,0.0,1189.0,
HumanEval/159,adversarial,gemma-12b:scot,6,3,0,9,0.667,84.0,,1.0,2.09,76.89,1.66,0.682,4774.0,0.0,4774.0,
HumanEval/160,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.77,52.4,2.35,0.084,0.0,0.0,0.0,
HumanEval/161,adversarial,gemma-12b:scot,7,3,0,10,0.7,84.0,,1.0,3.5,61.24,3.21,0.341,319.0,0.0,319.0,
HumanEval/162,adversarial,gemma-12b:scot,3,4,0,7,0.429,79.0,,1.0,1.88,78.94,2.55,0.381,288.0,0.0,288.0,
HumanEval/163,adversarial,gemma-12b:scot,8,1,0,9,0.889,94.0,,1.0,2.18,75.79,3.27,0.369,0.0,0.0,0.0,
HumanEval/139,atomic_swarm,gemma-12b:scot,1,1,0,2,0.5,82.0,,1.0,1.33,68.72,1.07,0.088,1698.0,0.0,1698.0,
HumanEval/140,atomic_swarm,gemma-12b:scot,9,1,0,10,0.9,100.0,,1.0,2.0,50.0,2.5,0.047,2640.0,0.0,2640.0,
HumanEval/141,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,86.0,,0.25,2.0,67.83,0.45,0.052,3220.0,0.0,3220.0,
HumanEval/142,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,97.0,,1.0,1.67,71.78,0.84,0.095,2068.0,0.0,2068.0,
HumanEval/143,atomic_swarm,gemma-12b:scot,6,4,0,10,0.6,60.0,,1.0,2.5,69.14,4.4,0.34,576.0,0.0,576.0,
HumanEval/144,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,1.67,65.32,1.23,0.012,1507.0,0.0,1507.0,
HumanEval/145,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,1.67,89.7,0.95,0.149,255.0,0.0,255.0,
HumanEval/146,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.5,1.67,63.6,1.15,0.124,493.0,0.0,493.0,
HumanEval/147,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,95.0,,1.0,2.67,62.13,0.94,0.05,1074.0,0.0,1074.0,
HumanEval/148,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,60.0,,1.0,4.0,83.22,1.33,0.06,763.0,0.0,763.0,
HumanEval/149,atomic_swarm,gemma-12b:scot,2,0,1,3,0.667,86.0,,1.0,2.0,92.43,0.9,0.037,1055.0,0.0,1055.0,
HumanEval/150,atomic_swarm,gemma-12b:scot,5,1,0,6,0.833,65.0,,1.0,2.29,67.49,3.1,0.102,223.0,0.0,223.0,
HumanEval/151,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,100.0,,1.0,2.0,96.9,0.87,0.178,4569.0,0.0,4569.0,
HumanEval/152,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.0,1.67,60.85,1.69,0.026,363.0,0.0,363.0,
HumanEval/153,atomic_swarm,gemma-12b:scot,1,1,5,7,0.143,72.0,,1.0,2.0,54.3,1.0,0.091,1122.0,0.0,1122.0,
HumanEval/154,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,82.0,,0.5,3.67,60.67,1.41,0.204,845.0,0.0,845.0,
HumanEval/155,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.6,2.0,65.94,1.0,0.106,200.0,0.0,200.0,
HumanEval/156,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,91.0,,0.333,2.33,91.02,0.79,0.088,244.0,0.0,244.0,
HumanEval/157,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,94.0,,1.0,4.0,86.51,2.0,0.062,4489.0,0.0,4489.0,
HumanEval/158,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,1.0,2.0,65.34,0.87,0.07,250.0,0.0,250.0,
HumanEval/159,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,100.0,,0.2,2.67,61.53,0.52,0.083,435.0,0.0,435.0,
HumanEval/160,atomic_swarm,gemma-12b:scot,1,1,1,3,0.333,85.0,,1.0,1.67,91.54,1.19,0.068,4245.0,0.0,4245.0,
HumanEval/161,atomic_swarm,gemma-12b:scot,10,0,0,10,1.0,100.0,,0.667,2.0,51.14,1.63,0.062,242.0,0.0,242.0,
HumanEval/162,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,58.0,,1.0,1.83,83.69,4.27,0.27,2501.0,0.0,2501.0,
HumanEval/163,atomic_swarm,gemma-12b:scot,2,1,0,3,0.667,94.0,,1.0,3.0,64.78,1.45,0.143,234.0,0.0,234.0,
HumanEval/139,baseline,gemma-12b:scot,5,1,0,6,0.833,86.0,,1.0,2.5,76.24,4.0,0.218,3983.0,0.0,3983.0,
HumanEval/140,baseline,gemma-12b:scot,5,5,0,10,0.5,78.0,,1.0,2.08,68.67,4.64,0.235,2271.0,0.0,2271.0,
HumanEval/141,baseline,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6183.0,0.0,6183.0,
HumanEval/142,baseline,gemma-12b:scot,2,7,0,9,0.222,73.0,,1.0,2.36,64.27,3.26,0.333,303.0,0.0,303.0,
HumanEval/143,baseline,gemma-12b:scot,5,3,0,8,0.625,90.0,,1.0,2.36,69.25,3.35,0.035,291.0,0.0,291.0,
HumanEval/144,baseline,gemma-12b:scot,2,2,0,4,0.5,85.0,,1.0,4.83,73.1,4.38,0.332,850.0,0.0,850.0,
HumanEval/145,baseline,gemma-12b:scot,5,4,0,9,0.556,74.0,,1.0,2.0,71.42,2.85,0.264,259.0,0.0,259.0,
HumanEval/146,baseline,gemma-12b:scot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.259,260.0,0.0,260.0,
HumanEval/147,baseline,gemma-12b:scot,4,4,0,8,0.5,86.0,,1.0,2.5,76.42,2.35,0.468,1734.0,0.0,1734.0,
HumanEval/148,baseline,gemma-12b:scot,5,1,0,6,0.833,82.0,,1.0,2.62,68.98,2.95,0.484,2363.0,0.0,2363.0,
HumanEval/149,baseline,gemma-12b:scot,7,2,0,9,0.778,76.0,,1.0,2.18,65.94,2.95,0.385,1451.0,0.0,1451.0,
HumanEval/150,baseline,gemma-12b:scot,10,0,0,10,1.0,93.0,,0.25,2.23,74.6,5.8,0.19,227.0,0.0,227.0,
HumanEval/151,baseline,gemma-12b:scot,10,0,0,10,1.0,79.0,,0.167,2.33,68.7,4.07,0.272,2006.0,0.0,2006.0,
HumanEval/152,baseline,gemma-12b:scot,8,0,0,8,1.0,97.0,,0.0,2.2,71.23,4.46,0.435,367.0,0.0,367.0,
HumanEval/153,baseline,gemma-12b:scot,8,0,0,8,1.0,76.0,,0.2,2.9,69.52,2.89,0.392,410.0,0.0,410.0,
HumanEval/154,baseline,gemma-12b:scot,11,1,0,12,0.917,75.0,,1.0,2.36,71.54,4.12,0.276,2370.0,0.0,2370.0,
HumanEval/155,baseline,gemma-12b:scot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.09,1370.0,0.0,1370.0,
HumanEval/156,baseline,gemma-12b:scot,3,2,0,5,0.6,73.0,,1.0,4.86,70.23,3.74,0.187,595.0,0.0,595.0,
HumanEval/157,baseline,gemma-12b:scot,5,3,0,8,0.625,96.0,,1.0,2.0,70.37,4.64,0.279,1217.0,0.0,1217.0,
HumanEval/158,baseline,gemma-12b:scot,9,1,0,10,0.9,82.0,,1.0,2.42,73.76,4.27,0.262,489.0,0.0,489.0,
HumanEval/159,baseline,gemma-12b:scot,4,1,0,5,0.8,72.0,,1.0,2.86,64.94,2.21,0.516,439.0,0.0,439.0,
HumanEval/160,baseline,gemma-12b:scot,6,4,0,10,0.6,84.0,,1.0,3.0,65.12,3.23,0.334,349.0,0.0,349.0,
HumanEval/161,baseline,gemma-12b:scot,10,1,0,11,0.909,83.0,,1.0,3.08,67.97,4.16,0.215,1557.0,0.0,1557.0,
HumanEval/162,baseline,gemma-12b:scot,3,2,0,5,0.6,77.0,,1.0,2.14,79.41,3.91,0.217,421.0,0.0,421.0,
HumanEval/163,baseline,gemma-12b:scot,5,2,0,7,0.714,95.0,,1.0,2.67,72.88,5.09,0.24,238.0,0.0,238.0,
HumanEval/139,coa,gemma-12b:scot,7,2,0,9,0.778,100.0,,1.0,1.67,71.63,2.47,0.066,435.0,0.0,435.0,
HumanEval/140,coa,gemma-12b:scot,8,0,0,8,1.0,91.0,,0.25,2.0,72.75,1.93,0.066,4342.0,0.0,4342.0,
HumanEval/141,coa,gemma-12b:scot,10,0,0,10,1.0,95.0,,0.25,2.0,74.65,1.14,0.038,5123.0,0.0,5123.0,
HumanEval/142,coa,gemma-12b:scot,2,8,0,10,0.2,92.0,,1.0,2.0,60.38,2.0,0.04,912.0,0.0,912.0,
HumanEval/143,coa,gemma-12b:scot,4,4,0,8,0.5,71.0,,1.0,2.42,74.79,2.85,0.454,291.0,0.0,291.0,
HumanEval/144,coa,gemma-12b:scot,6,0,0,6,1.0,88.0,,0.5,2.0,77.06,1.77,0.051,285.0,0.0,285.0,
HumanEval/145,coa,gemma-12b:scot,3,3,0,6,0.5,92.0,,1.0,2.0,67.44,1.75,0.028,259.0,0.0,259.0,
HumanEval/146,coa,gemma-12b:scot,6,1,0,7,0.857,94.0,,1.0,2.0,75.94,1.77,0.094,2093.0,0.0,2093.0,
HumanEval/147,coa,gemma-12b:scot,8,1,0,9,0.889,100.0,,1.0,2.0,73.64,1.76,0.034,1833.0,0.0,1833.0,
HumanEval/148,coa,gemma-12b:scot,6,3,0,9,0.667,81.0,,1.0,2.33,72.97,1.86,0.022,755.0,0.0,755.0,
HumanEval/149,coa,gemma-12b:scot,8,1,0,9,0.889,93.0,,1.0,2.0,73.36,1.52,0.025,329.0,0.0,329.0,
HumanEval/150,coa,gemma-12b:scot,10,0,0,10,1.0,56.0,,0.5,2.33,59.91,5.1,0.016,2647.0,0.0,2647.0,
HumanEval/151,coa,gemma-12b:scot,6,2,0,8,0.75,97.0,,1.0,2.0,73.43,1.73,0.181,281.0,0.0,281.0,
HumanEval/152,coa,gemma-12b:scot,8,0,0,8,1.0,92.0,,0.0,2.0,59.37,4.54,0.072,4308.0,0.0,4308.0,
HumanEval/153,coa,gemma-12b:scot,7,2,0,9,0.778,95.0,,1.0,2.0,76.88,0.85,0.1,410.0,0.0,410.0,
HumanEval/154,coa,gemma-12b:scot,4,2,0,6,0.667,80.0,,1.0,3.33,64.1,2.06,0.018,5786.0,0.0,5786.0,
HumanEval/155,coa,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.025,0.0,0.0,0.0,
HumanEval/156,coa,gemma-12b:scot,7,2,0,9,0.778,94.0,,1.0,5.89,49.06,3.05,0.054,938.0,0.0,938.0,
HumanEval/157,coa,gemma-12b:scot,6,3,0,9,0.667,87.0,,1.0,2.78,68.14,3.55,0.06,5454.0,0.0,5454.0,
HumanEval/158,coa,gemma-12b:scot,6,0,0,6,1.0,91.0,,0.667,2.0,77.61,2.2,0.117,5619.0,0.0,5619.0,
HumanEval/159,coa,gemma-12b:scot,8,1,0,9,0.889,100.0,,1.0,2.0,74.39,1.0,0.039,5072.0,0.0,5072.0,
HumanEval/160,coa,gemma-12b:scot,3,6,0,9,0.333,97.0,,1.0,2.89,71.2,3.04,0.062,6824.0,0.0,6824.0,
HumanEval/161,coa,gemma-12b:scot,7,0,0,7,1.0,91.0,,0.667,2.0,74.81,1.32,0.099,1515.0,0.0,1515.0,
HumanEval/162,coa,gemma-12b:scot,5,4,0,9,0.556,67.0,,1.0,1.92,74.91,6.0,0.209,2186.0,0.0,2186.0,
HumanEval/163,coa,gemma-12b:scot,7,1,0,8,0.875,96.0,,1.0,2.0,75.56,2.36,0.172,472.0,0.0,472.0,
HumanEval/139,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.07,0.102,0.0,0.0,0.0,
HumanEval/140,competitive,gemma-12b:scot,0,0,0,0,0.0,25.0,,1.0,0.0,100.0,0.07,0.12,0.0,0.0,0.0,
HumanEval/141,competitive,gemma-12b:scot,0,0,0,0,0.0,10.0,,1.0,0.0,100.0,0.05,0.041,0.0,0.0,0.0,
HumanEval/142,competitive,gemma-12b:scot,0,0,0,0,0.0,12.0,,1.0,0.0,100.0,0.05,0.072,0.0,0.0,0.0,
HumanEval/143,competitive,gemma-12b:scot,0,0,0,0,0.0,40.0,,1.0,0.0,100.0,0.05,0.033,0.0,0.0,0.0,
HumanEval/144,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/145,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/146,competitive,gemma-12b:scot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.08,0.089,0.0,0.0,0.0,
HumanEval/147,competitive,gemma-12b:scot,0,0,0,0,0.0,25.0,,1.0,0.0,100.0,0.06,0.089,0.0,0.0,0.0,
HumanEval/148,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.05,0.056,0.0,0.0,0.0,
HumanEval/149,competitive,gemma-12b:scot,0,0,0,0,0.0,20.0,,1.0,0.0,100.0,0.05,0.067,0.0,0.0,0.0,
HumanEval/150,competitive,gemma-12b:scot,0,0,0,0,0.0,40.0,,1.0,0.0,100.0,0.1,0.13,0.0,0.0,0.0,
HumanEval/151,competitive,gemma-12b:scot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.07,0.061,0.0,0.0,0.0,
HumanEval/152,competitive,gemma-12b:scot,0,0,0,0,0.0,67.0,,1.0,0.0,100.0,0.08,0.07,0.0,0.0,0.0,
HumanEval/153,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/154,competitive,gemma-12b:scot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.06,0.086,0.0,0.0,0.0,
HumanEval/155,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.095,0.0,0.0,0.0,
HumanEval/156,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/157,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/158,competitive,gemma-12b:scot,0,0,0,0,0.0,17.0,,1.0,0.0,100.0,0.07,0.082,0.0,0.0,0.0,
HumanEval/159,competitive,gemma-12b:scot,0,0,0,0,0.0,29.0,,1.0,0.0,100.0,0.03,0.059,0.0,0.0,0.0,
HumanEval/160,competitive,gemma-12b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/161,competitive,gemma-12b:scot,0,0,0,0,0.0,15.0,,1.0,0.0,100.0,0.05,0.09,0.0,0.0,0.0,
HumanEval/162,competitive,gemma-12b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.117,0.0,0.0,0.0,
HumanEval/163,competitive,gemma-12b:scot,0,0,0,0,0.0,50.0,,1.0,0.0,100.0,0.09,0.112,0.0,0.0,0.0,
HumanEval/139,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.12,63.11,2.13,0.06,1123.0,0.0,1123.0,
HumanEval/140,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.07,57.57,2.29,0.048,2743.0,0.0,2743.0,
HumanEval/141,consensus,gemma-12b:scot,6,3,0,9,0.667,88.0,,1.0,4.22,42.61,1.77,0.01,9293.0,0.0,9293.0,
HumanEval/142,consensus,gemma-12b:scot,2,8,0,10,0.2,100.0,,1.0,2.0,46.7,2.16,0.083,7718.0,0.0,7718.0,
HumanEval/143,consensus,gemma-12b:scot,3,7,0,10,0.3,93.0,,1.0,2.31,75.63,2.45,0.419,2076.0,0.0,2076.0,
HumanEval/144,consensus,gemma-12b:scot,21,9,0,30,0.7,99.0,,1.0,2.13,36.2,5.0,0.03,4375.0,0.0,4375.0,
HumanEval/145,consensus,gemma-12b:scot,6,5,0,11,0.545,76.0,,1.0,2.0,71.36,2.0,0.359,4354.0,0.0,4354.0,
HumanEval/146,consensus,gemma-12b:scot,10,4,0,14,0.714,84.0,,1.0,2.25,63.64,3.62,0.288,7283.0,0.0,7283.0,
HumanEval/147,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.07,59.56,1.71,0.02,5352.0,0.0,5352.0,
HumanEval/148,consensus,gemma-12b:scot,9,2,0,11,0.818,84.0,,1.0,2.15,74.88,2.33,0.518,2445.0,0.0,2445.0,
HumanEval/149,consensus,gemma-12b:scot,10,0,0,10,1.0,78.0,,0.0,2.17,78.94,1.9,0.503,8080.0,0.0,8080.0,
HumanEval/150,consensus,gemma-12b:scot,5,0,0,5,1.0,93.0,,0.25,3.5,67.73,4.4,0.287,2337.0,0.0,2337.0,
HumanEval/151,consensus,gemma-12b:scot,10,2,0,12,0.833,100.0,,1.0,2.0,45.81,2.47,0.12,6841.0,0.0,6841.0,
HumanEval/152,consensus,gemma-12b:scot,10,0,0,10,1.0,97.0,,0.0,2.25,74.38,3.23,0.554,4644.0,0.0,4644.0,
HumanEval/153,consensus,gemma-12b:scot,0,12,0,12,0.0,65.0,,1.0,2.0,78.41,1.63,0.543,11557.0,0.0,11557.0,
HumanEval/154,consensus,gemma-12b:scot,17,1,0,18,0.944,77.0,,1.0,2.1,62.15,3.24,0.34,2085.0,0.0,2085.0,
HumanEval/155,consensus,gemma-12b:scot,10,0,0,10,1.0,100.0,,0.4,2.0,54.32,1.91,0.07,1166.0,0.0,1166.0,
HumanEval/156,consensus,gemma-12b:scot,1,3,0,4,0.25,75.0,,1.0,11.25,35.55,3.05,0.071,11059.0,0.0,11059.0,
HumanEval/157,consensus,gemma-12b:scot,4,3,0,7,0.571,87.0,,1.0,4.11,67.44,4.09,0.317,2301.0,0.0,2301.0,
HumanEval/158,consensus,gemma-12b:scot,12,1,0,13,0.923,84.0,,1.0,2.33,66.2,3.27,0.345,2067.0,0.0,2067.0,
HumanEval/159,consensus,gemma-12b:scot,10,1,0,11,0.909,100.0,,1.0,2.0,53.46,0.79,0.024,4470.0,0.0,4470.0,
HumanEval/160,consensus,gemma-12b:scot,9,4,0,13,0.692,90.0,,1.0,2.07,66.82,3.04,0.453,2884.0,0.0,2884.0,
HumanEval/161,consensus,gemma-12b:scot,7,2,0,9,0.778,83.0,,1.0,3.09,64.88,2.95,0.359,3527.0,0.0,3527.0,
HumanEval/162,consensus,gemma-12b:scot,2,6,0,8,0.25,81.0,,1.0,2.1,75.06,2.82,0.334,1966.0,0.0,1966.0,
HumanEval/163,consensus,gemma-12b:scot,8,1,0,9,0.889,100.0,,1.0,2.0,52.14,2.55,0.042,3844.0,0.0,3844.0,
HumanEval/139,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,70.98,1.33,0.069,530.0,0.0,530.0,
HumanEval/140,hybrid,gemma-12b:scot,13,2,0,15,0.867,90.0,,1.0,2.31,64.49,3.93,0.314,1561.0,0.0,1561.0,
HumanEval/141,hybrid,gemma-12b:scot,15,0,0,15,1.0,72.0,,0.0,2.44,68.34,2.68,0.518,3431.0,0.0,3431.0,
HumanEval/142,hybrid,gemma-12b:scot,6,4,0,10,0.6,79.0,,1.0,2.67,65.63,4.21,0.342,3632.0,0.0,3632.0,
HumanEval/143,hybrid,gemma-12b:scot,4,11,0,15,0.267,94.0,,1.0,2.18,71.97,2.9,0.418,3235.0,0.0,3235.0,
HumanEval/144,hybrid,gemma-12b:scot,9,4,0,13,0.692,92.0,,1.0,3.4,58.82,4.85,0.324,1874.0,0.0,1874.0,
HumanEval/145,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,83.46,1.7,0.084,2938.0,0.0,2938.0,
HumanEval/146,hybrid,gemma-12b:scot,7,9,0,16,0.438,82.0,,1.0,2.29,64.89,4.0,0.28,11309.0,0.0,11309.0,
HumanEval/147,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.82,64.61,1.53,0.013,1099.0,0.0,1099.0,
HumanEval/148,hybrid,gemma-12b:scot,5,3,0,8,0.625,85.0,,1.0,2.7,74.54,2.33,0.581,1178.0,0.0,1178.0,
HumanEval/149,hybrid,gemma-12b:scot,14,1,0,15,0.933,83.0,,1.0,2.19,73.19,2.43,0.443,6267.0,0.0,6267.0,
HumanEval/150,hybrid,gemma-12b:scot,12,0,0,12,1.0,94.0,,0.25,2.5,63.76,4.9,0.244,2204.0,0.0,2204.0,
HumanEval/151,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,54.89,2.73,0.104,5347.0,0.0,5347.0,
HumanEval/152,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.2,58.57,2.77,0.024,1371.0,0.0,1371.0,
HumanEval/153,hybrid,gemma-12b:scot,7,1,0,8,0.875,72.0,,1.0,2.9,76.23,1.81,0.536,3904.0,0.0,3904.0,
HumanEval/154,hybrid,gemma-12b:scot,10,1,0,11,0.909,75.0,,1.0,2.69,68.85,2.94,0.446,3545.0,0.0,3545.0,
HumanEval/155,hybrid,gemma-12b:scot,9,3,0,12,0.75,85.0,,1.0,2.08,67.28,3.73,0.294,3824.0,0.0,3824.0,
HumanEval/156,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,7.45,32.02,4.63,0.071,2544.0,0.0,2544.0,
HumanEval/157,hybrid,gemma-12b:scot,7,3,0,10,0.7,91.0,,1.0,2.5,72.56,3.64,0.361,7281.0,0.0,7281.0,
HumanEval/158,hybrid,gemma-12b:scot,11,0,0,11,1.0,82.0,,0.0,2.33,70.43,3.0,0.365,2366.0,0.0,2366.0,
HumanEval/159,hybrid,gemma-12b:scot,8,3,0,11,0.727,85.0,,1.0,2.23,75.11,1.9,0.684,4633.0,0.0,4633.0,
HumanEval/160,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.62,64.0,3.15,0.381,2641.0,0.0,2641.0,
HumanEval/161,hybrid,gemma-12b:scot,9,5,0,14,0.643,85.0,,1.0,2.44,63.36,3.05,0.346,1409.0,0.0,1409.0,
HumanEval/162,hybrid,gemma-12b:scot,3,2,0,5,0.6,77.0,,1.0,2.14,81.31,2.27,0.405,4035.0,0.0,4035.0,
