task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,norm_config
HumanEval/144,hybrid,gemma-27b:cot,7,4,0,11,0.636,86.0,0.0,1.0,6.0,31.59,5.15,0.045,1484.0,0.0,1484.0,
HumanEval/145,hybrid,gemma-27b:cot,9,9,0,18,0.5,88.0,0.0,1.0,2.5,37.51,2.3,0.029,1720.0,0.0,1720.0,
HumanEval/146,hybrid,gemma-27b:cot,17,6,0,23,0.739,100.0,0.0,1.0,2.0,40.75,3.62,0.049,1528.0,0.0,1528.0,
HumanEval/147,hybrid,gemma-27b:cot,5,10,0,15,0.333,100.0,0.0,1.0,2.0,48.0,2.0,0.018,3600.0,0.0,3600.0,
HumanEval/148,hybrid,gemma-27b:cot,5,2,0,7,0.714,93.0,0.0,1.0,5.0,43.31,1.71,0.019,1019.0,0.0,1019.0,
HumanEval/149,hybrid,gemma-27b:cot,15,6,0,21,0.714,100.0,0.0,1.0,2.33,40.04,2.38,0.03,1326.0,0.0,1326.0,
HumanEval/150,hybrid,gemma-27b:cot,8,0,0,8,1.0,86.0,0.0,0.25,5.69,48.74,9.4,0.066,4292.0,0.0,4292.0,
HumanEval/151,hybrid,gemma-27b:cot,20,6,0,26,0.769,100.0,0.0,1.0,2.04,46.13,3.67,0.009,4819.0,0.0,4819.0,
HumanEval/152,hybrid,gemma-27b:cot,8,2,0,10,0.8,84.0,0.0,1.0,2.4,46.11,2.69,0.044,1910.0,0.0,1910.0,
HumanEval/153,hybrid,gemma-27b:cot,19,2,0,21,0.905,98.0,0.0,1.0,2.0,43.67,1.59,0.031,6757.0,0.0,6757.0,
HumanEval/154,hybrid,gemma-27b:cot,32,3,0,35,0.914,84.0,0.0,1.0,2.54,38.96,6.24,0.172,2416.0,0.0,2416.0,
HumanEval/155,hybrid,gemma-27b:cot,18,5,0,23,0.783,100.0,0.0,1.0,2.17,39.78,4.64,0.018,1613.0,0.0,1613.0,
HumanEval/156,hybrid,gemma-27b:cot,7,1,0,8,0.875,98.0,0.0,1.0,7.75,30.93,3.74,0.061,14090.0,0.0,14090.0,
HumanEval/157,hybrid,gemma-27b:cot,8,5,0,13,0.615,86.0,0.0,1.0,4.08,44.33,4.91,0.024,1830.0,0.0,1830.0,
HumanEval/158,hybrid,gemma-27b:cot,21,2,0,23,0.913,88.0,0.0,1.0,2.21,57.75,4.6,0.253,1330.0,0.0,1330.0,
HumanEval/159,hybrid,gemma-27b:cot,9,1,0,10,0.9,96.0,0.0,1.0,4.2,40.59,1.48,0.043,4570.0,0.0,4570.0,
HumanEval/160,hybrid,gemma-27b:cot,25,5,0,30,0.833,91.0,0.0,1.0,2.75,63.58,2.69,0.041,2127.0,0.0,2127.0,
HumanEval/161,hybrid,gemma-27b:cot,51,7,0,58,0.879,100.0,0.0,1.0,2.0,89.35,3.37,0.027,1407.0,0.0,1407.0,
HumanEval/162,hybrid,gemma-27b:cot,1,9,0,10,0.1,83.0,0.0,1.0,2.8,47.21,2.91,0.038,2987.0,0.0,2987.0,
HumanEval/163,hybrid,gemma-27b:cot,15,8,0,23,0.652,98.0,0.0,1.0,2.3,36.85,5.64,0.023,1561.0,0.0,1561.0,
HumanEval/139,self_healing,gemma-27b:cot,5,1,0,6,0.833,86.0,0.0,1.0,2.25,73.89,2.93,0.363,516.0,0.0,516.0,
HumanEval/140,self_healing,gemma-27b:cot,10,4,0,14,0.714,100.0,0.0,1.0,2.0,49.91,2.07,0.046,0.0,0.0,0.0,
HumanEval/141,self_healing,gemma-27b:cot,11,0,0,11,1.0,100.0,0.0,0.25,4.18,39.32,2.14,0.018,2990.0,0.0,2990.0,
HumanEval/142,self_healing,gemma-27b:cot,7,5,0,12,0.583,100.0,0.0,1.0,2.17,45.32,1.53,0.068,4589.0,0.0,4589.0,
HumanEval/143,self_healing,gemma-27b:cot,19,4,0,23,0.826,90.0,0.0,1.0,2.28,60.4,4.15,0.343,0.0,0.0,0.0,
HumanEval/144,self_healing,gemma-27b:cot,18,0,0,18,1.0,94.0,0.0,0.0,1.95,67.39,4.0,0.416,0.0,0.0,0.0,
HumanEval/145,self_healing,gemma-27b:cot,8,6,0,14,0.571,78.0,0.0,1.0,1.93,70.03,2.25,0.325,1117.0,0.0,1117.0,
HumanEval/146,self_healing,gemma-27b:cot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.112,1121.0,0.0,1121.0,
HumanEval/147,self_healing,gemma-27b:cot,4,8,0,12,0.333,88.0,0.0,1.0,2.31,73.43,2.71,0.43,2913.0,0.0,2913.0,
HumanEval/148,self_healing,gemma-27b:cot,5,1,0,6,0.833,75.0,0.0,1.0,5.14,68.16,2.76,0.518,3164.0,0.0,3164.0,
HumanEval/149,self_healing,gemma-27b:cot,10,3,0,13,0.769,80.0,0.0,1.0,2.07,77.03,2.14,0.489,2866.0,0.0,2866.0,
HumanEval/150,self_healing,gemma-27b:cot,4,0,0,4,1.0,65.0,0.0,0.5,8.2,38.02,4.7,0.04,1355.0,0.0,1355.0,
HumanEval/151,self_healing,gemma-27b:cot,15,0,0,15,1.0,84.0,0.0,0.0,2.25,66.83,3.2,0.382,1085.0,0.0,1085.0,
HumanEval/152,self_healing,gemma-27b:cot,12,0,0,12,1.0,97.0,0.0,0.0,2.08,74.17,3.38,0.558,1465.0,0.0,1465.0,
HumanEval/153,self_healing,gemma-27b:cot,11,0,0,11,1.0,76.0,0.0,0.2,2.33,73.94,2.04,0.495,0.0,0.0,0.0,
HumanEval/154,self_healing,gemma-27b:cot,18,0,0,18,1.0,77.0,0.0,0.0,2.11,64.83,3.18,0.365,140.0,0.0,140.0,
HumanEval/155,self_healing,gemma-27b:cot,13,0,0,13,1.0,100.0,0.0,0.4,2.15,48.74,2.64,0.057,1269.0,0.0,1269.0,
HumanEval/156,self_healing,gemma-27b:cot,5,1,0,6,0.833,97.0,0.0,1.0,7.0,37.99,2.68,0.106,3182.0,0.0,3182.0,
HumanEval/157,self_healing,gemma-27b:cot,6,1,0,7,0.857,98.0,0.0,1.0,4.75,64.99,4.45,0.306,2145.0,0.0,2145.0,
HumanEval/158,self_healing,gemma-27b:cot,13,0,0,13,1.0,83.0,0.0,0.0,2.29,68.37,3.2,0.36,390.0,0.0,390.0,
HumanEval/159,self_healing,gemma-27b:cot,15,1,0,16,0.938,100.0,0.0,1.0,2.0,47.9,1.14,0.031,319.0,0.0,319.0,
HumanEval/160,self_healing,gemma-27b:cot,12,3,0,15,0.8,89.0,0.0,1.0,2.44,68.43,2.69,0.447,5266.0,0.0,5266.0,
HumanEval/161,self_healing,gemma-27b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/162,self_healing,gemma-27b:cot,3,4,0,7,0.429,100.0,0.0,1.0,2.0,58.61,1.55,0.019,2342.0,0.0,2342.0,
HumanEval/163,self_healing,gemma-27b:cot,10,3,0,13,0.769,96.0,0.0,1.0,2.21,70.56,3.91,0.361,0.0,0.0,0.0,
HumanEval/139,soa,gemma-27b:cot,3,1,0,4,0.75,85.0,0.0,1.0,2.8,78.09,3.07,0.327,2078.0,0.0,2078.0,
HumanEval/140,soa,gemma-27b:cot,10,5,0,15,0.667,100.0,0.0,1.0,2.0,48.28,2.36,0.054,2806.0,0.0,2806.0,
HumanEval/141,soa,gemma-27b:cot,10,1,0,11,0.909,98.0,0.0,1.0,4.0,40.21,2.05,0.009,1123.0,0.0,1123.0,
HumanEval/142,soa,gemma-27b:cot,7,5,0,12,0.583,100.0,0.0,1.0,2.17,45.32,1.53,0.068,2261.0,0.0,2261.0,
HumanEval/143,soa,gemma-27b:cot,0,1,0,1,0.0,41.0,0.0,1.0,15.67,61.51,3.5,0.322,465.0,0.0,465.0,
HumanEval/144,soa,gemma-27b:cot,6,3,0,9,0.667,90.0,0.0,1.0,4.89,39.7,3.46,0.056,600.0,0.0,600.0,
HumanEval/145,soa,gemma-27b:cot,8,6,0,14,0.571,78.0,0.0,1.0,1.93,70.03,2.25,0.325,594.0,0.0,594.0,
HumanEval/146,soa,gemma-27b:cot,12,4,0,16,0.75,84.0,0.0,1.0,2.24,63.33,3.92,0.304,1223.0,0.0,1223.0,
HumanEval/147,soa,gemma-27b:cot,4,8,0,12,0.333,88.0,0.0,1.0,2.31,73.43,2.71,0.43,1170.0,0.0,1170.0,
HumanEval/148,soa,gemma-27b:cot,5,1,0,6,0.833,87.0,0.0,1.0,4.83,46.46,1.43,0.029,827.0,0.0,827.0,
HumanEval/149,soa,gemma-27b:cot,11,3,0,14,0.786,81.0,0.0,1.0,2.07,75.84,2.24,0.479,967.0,0.0,967.0,
HumanEval/150,soa,gemma-27b:cot,5,0,0,5,1.0,67.0,0.0,0.5,7.5,48.2,5.1,0.027,857.0,0.0,857.0,
HumanEval/151,soa,gemma-27b:cot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.73,3.2,0.376,1549.0,0.0,1549.0,
HumanEval/152,soa,gemma-27b:cot,12,0,0,12,1.0,98.0,0.0,0.0,2.0,74.3,3.46,0.55,993.0,0.0,993.0,
HumanEval/153,soa,gemma-27b:cot,13,2,0,15,0.867,79.0,0.0,1.0,2.25,69.88,2.33,0.464,394.0,0.0,394.0,
HumanEval/154,soa,gemma-27b:cot,17,2,0,19,0.895,76.0,0.0,1.0,2.05,64.83,3.18,0.343,694.0,0.0,694.0,
HumanEval/155,soa,gemma-27b:cot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.023,562.0,0.0,562.0,
HumanEval/156,soa,gemma-27b:cot,6,1,0,7,0.857,97.0,0.0,1.0,7.14,35.01,3.11,0.072,870.0,0.0,870.0,
HumanEval/157,soa,gemma-27b:cot,6,2,0,8,0.75,91.0,0.0,1.0,4.33,64.31,4.64,0.293,816.0,0.0,816.0,
HumanEval/158,soa,gemma-27b:cot,13,1,0,14,0.929,84.0,0.0,1.0,2.27,67.19,3.33,0.354,1625.0,0.0,1625.0,
HumanEval/159,soa,gemma-27b:cot,18,0,0,18,1.0,100.0,0.0,0.2,2.0,46.09,1.28,0.032,1641.0,0.0,1641.0,
HumanEval/160,soa,gemma-27b:cot,15,3,0,18,0.833,89.0,0.0,1.0,2.37,66.93,2.81,0.423,550.0,0.0,550.0,
HumanEval/161,soa,gemma-27b:cot,13,2,0,15,0.867,83.0,0.0,1.0,2.25,66.16,2.95,0.322,225.0,0.0,225.0,
HumanEval/162,soa,gemma-27b:cot,3,5,0,8,0.375,100.0,0.0,1.0,2.0,56.89,1.73,0.045,199.0,0.0,199.0,
HumanEval/163,soa,gemma-27b:cot,11,2,0,13,0.846,96.0,0.0,1.0,2.21,70.52,3.91,0.358,915.0,0.0,915.0,
HumanEval/139,swarm,gemma-27b:cot,1,0,0,1,1.0,77.0,0.0,0.0,2.0,79.74,0.33,0.096,982.0,0.0,982.0,
HumanEval/140,swarm,gemma-27b:cot,0,1,0,1,0.0,100.0,0.0,1.0,2.0,81.86,0.29,0.119,3088.0,0.0,3088.0,
HumanEval/141,swarm,gemma-27b:cot,1,0,0,1,1.0,35.0,0.0,0.0,2.0,84.58,0.14,0.113,3990.0,0.0,3990.0,
HumanEval/142,swarm,gemma-27b:cot,2,9,0,11,0.182,100.0,0.0,1.0,2.0,46.98,1.21,0.042,4080.0,0.0,4080.0,
HumanEval/143,swarm,gemma-27b:cot,10,3,0,13,0.769,86.0,0.0,1.0,2.47,68.75,3.15,0.425,3870.0,0.0,3870.0,
HumanEval/144,swarm,gemma-27b:cot,1,0,0,1,1.0,100.0,0.0,0.25,2.0,81.86,0.31,0.041,5388.0,0.0,5388.0,
HumanEval/145,swarm,gemma-27b:cot,2,1,0,3,0.667,65.0,0.0,1.0,1.75,85.62,1.3,0.492,1461.0,0.0,1461.0,
HumanEval/146,swarm,gemma-27b:cot,10,9,0,19,0.526,100.0,0.0,1.0,2.0,44.77,3.0,0.022,1689.0,0.0,1689.0,
HumanEval/147,swarm,gemma-27b:cot,2,1,0,3,0.667,81.0,0.0,1.0,3.0,84.39,1.65,0.588,6037.0,0.0,6037.0,
HumanEval/148,swarm,gemma-27b:cot,1,0,0,1,1.0,92.0,0.0,0.25,2.0,81.86,0.19,0.137,3826.0,0.0,3826.0,
HumanEval/149,swarm,gemma-27b:cot,9,1,0,10,0.9,77.0,0.0,1.0,2.09,80.66,1.86,0.538,3003.0,0.0,3003.0,
HumanEval/150,swarm,gemma-27b:cot,25,0,0,25,1.0,88.0,0.0,0.25,3.5,75.47,5.5,0.299,2663.0,0.0,2663.0,
HumanEval/151,swarm,gemma-27b:cot,11,3,0,14,0.786,98.0,0.0,1.0,2.29,43.77,2.2,0.022,1143.0,0.0,1143.0,
HumanEval/152,swarm,gemma-27b:cot,3,0,0,3,1.0,94.0,0.0,0.0,2.0,89.4,1.77,0.811,3206.0,0.0,3206.0,
HumanEval/153,swarm,gemma-27b:cot,0,1,0,1,0.0,33.0,0.0,1.0,2.0,81.86,0.15,0.068,1929.0,0.0,1929.0,
HumanEval/154,swarm,gemma-27b:cot,1,0,0,1,1.0,50.0,0.0,0.0,2.0,79.74,0.29,0.253,965.0,292.0,1257.0,
HumanEval/155,swarm,gemma-27b:cot,1,0,0,1,1.0,100.0,0.0,0.2,3.0,74.01,0.45,0.161,2090.0,0.0,2090.0,
HumanEval/156,swarm,gemma-27b:cot,2,0,0,2,1.0,100.0,0.0,0.333,2.0,76.34,0.26,0.146,5475.0,0.0,5475.0,
HumanEval/157,swarm,gemma-27b:cot,1,0,0,1,1.0,100.0,0.0,0.2,4.0,74.93,0.55,0.096,7832.0,0.0,7832.0,
HumanEval/158,swarm,gemma-27b:cot,4,0,0,4,1.0,76.0,0.0,0.0,2.8,82.01,2.0,0.564,3652.0,0.0,3652.0,
HumanEval/159,swarm,gemma-27b:cot,1,0,0,1,1.0,80.0,0.0,0.0,2.0,81.86,0.14,0.161,5290.0,0.0,5290.0,
HumanEval/160,swarm,gemma-27b:cot,1,0,0,1,1.0,100.0,0.0,0.0,2.0,98.44,0.27,0.058,1253.0,232.0,1485.0,
HumanEval/161,swarm,gemma-27b:cot,1,0,0,1,1.0,56.0,0.0,0.0,2.0,84.58,0.16,0.114,1606.0,0.0,1606.0,
HumanEval/162,swarm,gemma-27b:cot,1,0,0,1,1.0,57.0,0.0,0.0,2.0,96.29,1.36,0.538,3094.0,0.0,3094.0,
HumanEval/163,swarm,gemma-27b:cot,4,0,0,4,1.0,93.0,0.0,0.0,2.6,85.35,2.27,0.591,1931.0,0.0,1931.0,
HumanEval/139,actor_critic,gemma-27b:few_shot,9,5,0,14,0.643,89.0,0.0,1.0,3.57,67.39,4.53,0.237,4045.0,0.0,4045.0,
HumanEval/140,actor_critic,gemma-27b:few_shot,12,3,0,15,0.8,84.0,0.0,1.0,2.0,73.23,3.14,0.336,651.0,0.0,651.0,
HumanEval/141,actor_critic,gemma-27b:few_shot,9,0,0,9,1.0,79.0,0.0,0.0,3.6,66.63,2.86,0.449,9029.0,0.0,9029.0,
HumanEval/142,actor_critic,gemma-27b:few_shot,6,4,0,10,0.6,78.0,0.0,1.0,2.27,74.14,3.05,0.422,1755.0,0.0,1755.0,
HumanEval/143,actor_critic,gemma-27b:few_shot,6,7,0,13,0.462,94.0,0.0,1.0,2.13,73.03,3.0,0.317,1032.0,0.0,1032.0,
HumanEval/144,actor_critic,gemma-27b:few_shot,11,2,0,13,0.846,93.0,0.0,1.0,1.93,72.7,3.69,0.432,15297.0,0.0,15297.0,
HumanEval/145,actor_critic,gemma-27b:few_shot,6,5,0,11,0.545,76.0,0.0,1.0,2.0,76.49,2.25,0.295,3078.0,0.0,3078.0,
HumanEval/146,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,
HumanEval/147,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,
HumanEval/148,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,
HumanEval/149,actor_critic,gemma-27b:few_shot,8,1,0,9,0.889,75.0,0.0,1.0,2.3,80.31,1.86,0.392,705.0,0.0,705.0,
HumanEval/150,actor_critic,gemma-27b:few_shot,4,0,0,4,1.0,93.0,0.0,0.25,5.6,71.23,3.9,0.356,698.0,0.0,698.0,
HumanEval/151,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,
HumanEval/152,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,
HumanEval/153,actor_critic,gemma-27b:few_shot,9,1,0,10,0.9,69.0,0.0,1.0,2.91,74.63,2.04,0.471,3260.0,0.0,3260.0,
HumanEval/154,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,
HumanEval/155,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,
HumanEval/156,actor_critic,gemma-27b:few_shot,0,0,0,0,0.0,11.0,0.0,1.0,4.0,65.6,1.68,0.335,590.0,0.0,590.0,
HumanEval/157,actor_critic,gemma-27b:few_shot,8,0,0,8,1.0,97.0,0.0,0.0,3.33,71.83,3.82,0.36,695.0,0.0,695.0,
HumanEval/158,actor_critic,gemma-27b:few_shot,11,0,0,11,1.0,85.0,0.0,0.0,2.25,75.68,4.33,0.309,3237.0,0.0,3237.0,
HumanEval/159,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,
HumanEval/160,actor_critic,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,
HumanEval/161,actor_critic,gemma-27b:few_shot,9,3,0,12,0.75,80.0,0.0,1.0,2.15,72.87,2.47,0.435,18213.0,0.0,18213.0,
HumanEval/162,actor_critic,gemma-27b:few_shot,5,4,0,9,0.556,82.0,0.0,1.0,2.0,76.01,2.91,0.315,2324.0,0.0,2324.0,
HumanEval/163,actor_critic,gemma-27b:few_shot,10,3,0,13,0.769,89.0,0.0,1.0,2.21,67.24,4.55,0.31,12713.0,0.0,12713.0,
HumanEval/139,adversarial,gemma-27b:few_shot,5,1,0,6,0.833,83.0,0.0,1.0,2.14,74.78,3.07,0.36,1272.0,0.0,1272.0,
HumanEval/140,adversarial,gemma-27b:few_shot,8,2,0,10,0.8,84.0,0.0,1.0,2.0,78.2,2.64,0.395,793.0,0.0,793.0,
HumanEval/141,adversarial,gemma-27b:few_shot,7,0,0,7,1.0,79.0,0.0,0.0,5.0,64.43,3.05,0.434,5347.0,0.0,5347.0,
HumanEval/142,adversarial,gemma-27b:few_shot,5,7,0,12,0.417,80.0,0.0,1.0,2.54,62.65,2.79,0.485,391.0,0.0,391.0,
HumanEval/143,adversarial,gemma-27b:few_shot,6,4,0,10,0.6,93.0,0.0,1.0,2.09,77.73,2.4,0.488,5321.0,0.0,5321.0,
HumanEval/144,adversarial,gemma-27b:few_shot,6,2,0,8,0.75,93.0,0.0,1.0,3.44,69.82,3.62,0.467,2316.0,0.0,2316.0,
HumanEval/145,adversarial,gemma-27b:few_shot,6,4,0,10,0.6,74.0,0.0,1.0,1.91,75.66,1.85,0.361,1436.0,0.0,1436.0,
HumanEval/146,adversarial,gemma-27b:few_shot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.332,771.0,0.0,771.0,
HumanEval/147,adversarial,gemma-27b:few_shot,3,4,0,7,0.429,83.0,0.0,1.0,2.62,76.88,2.71,0.406,1154.0,0.0,1154.0,
HumanEval/148,adversarial,gemma-27b:few_shot,6,4,0,10,0.6,83.0,0.0,1.0,2.09,78.04,2.24,0.611,1333.0,0.0,1333.0,
HumanEval/149,adversarial,gemma-27b:few_shot,8,0,0,8,1.0,78.0,0.0,0.0,2.78,78.32,2.0,0.475,978.0,0.0,978.0,
HumanEval/150,adversarial,gemma-27b:few_shot,3,0,0,3,1.0,93.0,0.0,0.0,6.5,69.28,3.6,0.423,0.0,0.0,0.0,
HumanEval/151,adversarial,gemma-27b:few_shot,11,0,0,11,1.0,81.0,0.0,0.167,2.33,72.22,2.67,0.438,834.0,0.0,834.0,
HumanEval/152,adversarial,gemma-27b:few_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.27,75.11,3.23,0.563,1095.0,0.0,1095.0,
HumanEval/153,adversarial,gemma-27b:few_shot,7,3,0,10,0.7,71.0,0.0,1.0,2.82,74.84,2.07,0.477,0.0,0.0,0.0,
HumanEval/154,adversarial,gemma-27b:few_shot,16,0,0,16,1.0,75.0,0.0,0.0,2.18,67.06,2.88,0.382,0.0,0.0,0.0,
HumanEval/155,adversarial,gemma-27b:few_shot,10,0,0,10,1.0,84.0,0.0,0.0,2.09,73.21,3.36,0.289,0.0,0.0,0.0,
HumanEval/156,adversarial,gemma-27b:few_shot,4,2,0,6,0.667,79.0,0.0,1.0,5.29,60.11,3.32,0.221,577.0,0.0,577.0,
HumanEval/157,adversarial,gemma-27b:few_shot,4,1,0,5,0.8,88.0,0.0,1.0,4.33,75.39,3.45,0.363,0.0,0.0,0.0,
HumanEval/158,adversarial,gemma-27b:few_shot,10,0,0,10,1.0,82.0,0.0,0.0,2.36,72.97,2.87,0.385,1460.0,0.0,1460.0,
HumanEval/159,adversarial,gemma-27b:few_shot,14,0,0,14,1.0,88.0,0.0,0.0,1.93,76.4,2.0,0.649,3478.0,0.0,3478.0,
HumanEval/160,adversarial,gemma-27b:few_shot,11,3,0,14,0.786,91.0,0.0,1.0,2.33,65.49,3.31,0.399,398.0,0.0,398.0,
HumanEval/161,adversarial,gemma-27b:few_shot,10,3,0,13,0.769,82.0,0.0,1.0,2.29,69.67,2.79,0.336,731.0,0.0,731.0,
HumanEval/162,adversarial,gemma-27b:few_shot,3,4,0,7,0.429,79.0,0.0,1.0,2.0,81.09,2.45,0.324,1246.0,0.0,1246.0,
HumanEval/163,adversarial,gemma-27b:few_shot,11,2,0,13,0.846,96.0,0.0,1.0,2.21,71.32,3.91,0.35,0.0,0.0,0.0,
HumanEval/139,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,1.67,68.32,0.67,0.1,555.0,0.0,555.0,
HumanEval/140,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,2.0,69.94,0.57,0.09,503.0,0.0,503.0,
HumanEval/141,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,86.0,0.0,0.0,2.0,69.94,0.36,0.027,821.0,0.0,821.0,
HumanEval/142,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,2.0,63.59,0.42,0.049,1447.0,0.0,1447.0,
HumanEval/143,atomic_swarm,gemma-27b:few_shot,2,0,0,2,1.0,92.0,0.0,0.667,2.0,70.19,0.4,0.064,386.0,0.0,386.0,
HumanEval/144,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,93.0,0.0,1.0,2.67,65.64,0.77,0.034,642.0,0.0,642.0,
HumanEval/145,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.0,2.0,65.06,0.4,0.088,354.0,0.0,354.0,
HumanEval/146,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,2.33,64.46,0.69,0.198,355.0,0.0,355.0,
HumanEval/147,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,2.0,69.94,0.47,0.037,1158.0,0.0,1158.0,
HumanEval/148,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.25,3.0,62.75,0.57,0.021,438.0,0.0,438.0,
HumanEval/149,atomic_swarm,gemma-27b:few_shot,1,1,0,2,0.5,91.0,0.0,1.0,3.33,61.98,0.57,0.05,1841.0,0.0,1841.0,
HumanEval/150,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.5,2.0,68.96,0.8,0.202,2361.0,0.0,2361.0,
HumanEval/151,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.5,2.0,69.94,0.53,0.135,1318.0,0.0,1318.0,
HumanEval/152,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.0,2.0,68.31,0.62,0.039,3306.0,0.0,3306.0,
HumanEval/153,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,93.0,0.0,1.0,2.33,67.45,0.33,0.102,4820.0,0.0,4820.0,
HumanEval/154,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,92.0,0.0,0.5,2.0,69.94,0.47,0.055,5330.0,0.0,5330.0,
HumanEval/155,atomic_swarm,gemma-27b:few_shot,2,0,0,2,1.0,94.0,0.0,0.4,2.0,68.31,0.73,0.139,1255.0,0.0,1255.0,
HumanEval/156,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,95.0,0.0,1.0,2.67,65.49,0.53,0.024,1762.0,0.0,1762.0,
HumanEval/157,atomic_swarm,gemma-27b:few_shot,1,2,0,3,0.333,85.0,0.0,1.0,2.67,64.14,0.91,0.138,1033.0,0.0,1033.0,
HumanEval/158,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,100.0,0.0,0.667,2.0,69.94,0.53,0.07,4967.0,0.0,4967.0,
HumanEval/159,atomic_swarm,gemma-27b:few_shot,2,0,0,2,1.0,93.0,0.0,0.2,2.0,69.94,0.28,0.087,534.0,0.0,534.0,
HumanEval/160,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,1.67,70.77,0.35,0.022,443.0,0.0,443.0,
HumanEval/161,atomic_swarm,gemma-27b:few_shot,2,0,0,2,1.0,95.0,0.0,0.667,2.0,70.19,0.42,0.05,1859.0,0.0,1859.0,
HumanEval/162,atomic_swarm,gemma-27b:few_shot,2,0,0,2,1.0,95.0,0.0,0.25,2.0,66.92,1.0,0.267,2426.0,0.0,2426.0,
HumanEval/163,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,100.0,0.0,1.0,2.0,68.31,0.73,0.273,495.0,0.0,495.0,
HumanEval/139,baseline,gemma-27b:few_shot,7,0,0,7,1.0,82.0,0.0,0.0,2.25,79.57,2.27,0.446,3759.0,0.0,3759.0,
HumanEval/140,baseline,gemma-27b:few_shot,7,3,0,10,0.7,100.0,0.0,1.0,2.0,54.83,1.5,0.059,1275.0,0.0,1275.0,
HumanEval/141,baseline,gemma-27b:few_shot,9,0,0,9,1.0,100.0,0.0,0.25,2.67,51.49,1.09,0.034,4637.0,0.0,4637.0,
HumanEval/142,baseline,gemma-27b:few_shot,3,5,0,8,0.375,100.0,0.0,1.0,2.0,57.3,0.84,0.051,402.0,0.0,402.0,
HumanEval/143,baseline,gemma-27b:few_shot,4,5,0,9,0.444,82.0,0.0,1.0,2.64,73.72,2.6,0.463,1014.0,0.0,1014.0,
HumanEval/144,baseline,gemma-27b:few_shot,3,2,0,5,0.6,82.0,0.0,1.0,5.8,46.84,2.23,0.032,650.0,0.0,650.0,
HumanEval/145,baseline,gemma-27b:few_shot,5,4,0,9,0.556,73.0,0.0,1.0,1.9,77.12,1.75,0.377,1236.0,0.0,1236.0,
HumanEval/146,baseline,gemma-27b:few_shot,7,3,0,10,0.7,100.0,0.0,1.0,2.0,53.53,1.54,0.145,959.0,0.0,959.0,
