task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/161,baseline,gemma-4-2b:zero_shot,12,1,0,13,0.923,75.0,40.0,0.0,2.14,71.64,2.47,0.371,12,1,3,0.077,0.672,865,2813,3678
HumanEval/150,baseline,gemma-4-2b:few_shot,7,0,0,7,1.0,78.57,25.0,0.5,3.5,62.37,5.1,0.245,25,2,3,0.0,0.733,1191,3504,4695
HumanEval/141,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,9.8,0.0,0.0,7.0,83.62,1.41,0.67,0,0,0,1.0,0.0,4009,470,4479
HumanEval/139,adversarial,gemma-4-2b:zero_shot,15,17,0,32,0.469,63.41,25.0,0.0,2.8,77.92,3.2,0.413,8,0,4,0.25,0.588,1325,3977,5302
HumanEval/148,hybrid,gemma-4-2b:zero_shot,7,4,0,11,0.636,47.22,10.0,0.0,3.42,67.17,2.86,0.483,8,0,3,0.0,0.6,2202,1688,3890
HumanEval/149,hybrid,gemma-4-2b:zero_shot,8,5,0,13,0.615,93.18,100.0,0.0,2.07,76.22,2.24,0.46,12,2,3,0.0,0.733,1616,1401,3017
HumanEval/157,adversarial,gemma-4-2b:zero_shot,0,0,11,11,0.0,53.33,53.0,0.0,1.92,77.6,3.18,0.393,8,1,3,0.364,0.551,1616,1401,3017
HumanEval/139,baseline,gemma-4-2b:few_shot,6,1,0,7,0.857,70.97,40.0,0.0,3.4,64.43,3.67,0.299,19,3,3,0.0,0.775,328,594,922
HumanEval/159,consensus,gemma-4-2b:few_shot,9,3,0,12,0.75,79.07,50.0,0.0,2.0,76.61,2.0,0.648,11,1,3,0.167,0.65,2495,1440,3935
HumanEval/144,consensus,gemma-4-2b:few_shot,13,1,0,14,0.929,83.72,84.0,0.0,2.0,71.14,3.54,0.464,22,0,3,0.0,0.65,2225,1500,3725
HumanEval/143,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,18.75,0.0,0.0,3.0,84.92,1.6,0.753,0,0,0,1.0,0.0,4054,1785,5839
HumanEval/145,adversarial,gemma-4-2b:scot,4,4,0,8,0.5,80.0,50.0,0.0,1.89,79.14,1.65,0.425,8,1,3,0.0,0.642,2270,6404,8674
HumanEval/163,actor_critic,gemma-4-2b:zero_shot,12,3,0,15,0.8,74.0,0.0,0.0,2.12,68.68,4.27,0.286,12,0,3,0.0,0.65,2823,3345,6168
HumanEval/152,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,41.67,0.0,0.0,2.0,86.2,1.31,0.922,0,0,0,1.0,0.0,5792,5129,10921
HumanEval/158,hybrid,gemma-4-2b:zero_shot,36,11,0,47,0.766,74.07,33.33,0.0,2.19,55.22,8.07,0.187,22,2,4,0.15,0.746,2202,3826,6028
HumanEval/157,hybrid,gemma-4-2b:zero_shot,54,21,0,75,0.72,88.24,88.0,0.0,1.75,79.75,9.91,0.235,2,0,4,0.667,0.333,2463,2193,4656
HumanEval/154,consensus,gemma-4-2b:scot,0,0,0,0,0.0,12.12,0.0,0.0,4.0,93.47,0.94,0.823,0,0,0,1.0,0.0,2843,1481,4324
HumanEval/154,actor_critic,gemma-4-2b:zero_shot,12,2,0,14,0.857,81.61,57.14,0.0,3.8,54.46,4.12,0.296,39,1,3,0.0,0.692,1037,2048,3085
HumanEval/156,actor_critic,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.128,0,0,0,1.0,0.0,2391,2708,5099
HumanEval/155,consensus,gemma-4-2b:zero_shot,0,5,0,5,0.0,59.62,33.33,0.0,5.0,61.85,4.0,0.258,18,1,3,0.0,0.692,2949,4122,7071
HumanEval/148,consensus,gemma-4-2b:scot,0,0,0,0,0.0,19.23,0.0,0.0,4.0,83.82,1.29,0.901,0,0,0,1.0,0.0,2090,357,2447
HumanEval/139,baseline,gemma-4-2b:zero_shot,2,2,0,4,0.5,59.52,25.0,0.0,3.8,77.25,2.33,0.431,11,1,3,0.0,0.692,5986,9623,15609
HumanEval/151,consensus,gemma-4-2b:few_shot,8,4,0,12,0.667,74.51,40.0,0.0,2.31,70.2,2.8,0.392,12,2,3,0.0,0.733,2703,2181,4884
HumanEval/141,hybrid,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.251,0,0,0,1.0,0.0,7296,9542,16838
HumanEval/155,baseline,gemma-4-2b:zero_shot,2,4,0,6,0.333,68.18,33.33,0.0,3.14,69.13,3.27,0.315,13,1,3,0.0,0.692,127,530,657
HumanEval/162,consensus,gemma-4-2b:scot,2,8,0,10,0.2,85.37,50.0,0.0,2.08,71.43,3.09,0.256,0,0,0,1.0,0.0,3062,3187,6249
HumanEval/154,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,12.12,0.0,0.0,4.0,93.47,0.94,0.823,0,0,0,1.0,0.0,2289,196,2485
HumanEval/146,actor_critic,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.274,0,0,0,1.0,0.0,2076,2425,4501
HumanEval/155,hybrid,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.126,0,0,0,1.0,0.0,2019,1380,3399
HumanEval/161,consensus,gemma-4-2b:few_shot,17,1,0,18,0.944,78.79,40.0,0.0,2.11,65.99,3.0,0.288,17,1,3,0.056,0.678,1688,697,2385
HumanEval/163,hybrid,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.172,0,0,0,1.0,0.0,3419,2741,6160
HumanEval/155,actor_critic,gemma-4-2b:few_shot,9,3,0,12,0.75,81.18,50.0,0.0,3.8,47.15,7.0,0.156,36,4,3,0.0,0.817,4851,3844,8695
HumanEval/146,actor_critic,gemma-4-2b:zero_shot,38,4,0,42,0.905,84.48,33.33,0.0,2.09,44.07,7.92,0.143,22,2,3,0.452,0.62,6517,6994,13511
HumanEval/159,hybrid,gemma-4-2b:few_shot,9,0,0,9,1.0,73.33,33.33,0.0,2.0,75.22,2.07,0.606,10,2,3,0.0,0.733,1678,1045,2723
HumanEval/155,baseline,gemma-4-2b:scot,9,0,0,9,1.0,70.45,33.33,0.4,2.18,74.66,5.36,0.195,0,0,0,1.0,0.0,206,845,1051
HumanEval/144,consensus,gemma-4-2b:zero_shot,10,3,0,13,0.769,68.0,0.0,0.0,2.14,69.29,3.85,0.482,19,0,3,0.0,0.65,2154,638,2792
HumanEval/147,hybrid,gemma-4-2b:zero_shot,12,42,0,54,0.222,43.62,11.11,0.0,4.17,57.48,7.35,0.208,16,0,4,0.6,0.55,3023,4813,7836
HumanEval/159,consensus,gemma-4-2b:zero_shot,5,8,0,13,0.385,81.25,50.0,0.0,1.79,76.0,2.17,0.616,12,1,4,0.077,0.722,7044,6494,13538
HumanEval/150,actor_critic,gemma-4-2b:zero_shot,18,0,0,18,1.0,85.0,0.0,0.25,3.37,49.8,7.4,0.21,25,0,3,0.0,0.65,4086,2799,6885
HumanEval/147,adversarial,gemma-4-2b:scot,4,11,0,15,0.267,73.21,20.0,0.0,2.19,71.12,3.0,0.407,15,0,3,0.0,0.65,4389,4297,8686
HumanEval/140,adversarial,gemma-4-2b:few_shot,5,4,0,9,0.556,63.04,25.0,0.0,2.2,74.28,3.0,0.396,9,1,3,0.0,0.667,334,464,798
HumanEval/163,consensus,gemma-4-2b:scot,0,0,0,0,0.0,25.0,0.0,0.0,4.0,93.44,1.55,0.793,0,0,0,1.0,0.0,2533,1366,3899
HumanEval/143,actor_critic,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.2,0,0,0,1.0,0.0,2693,3354,6047
HumanEval/162,adversarial,gemma-4-2b:scot,1,7,0,8,0.125,83.33,50.0,0.0,2.0,77.04,2.64,0.291,7,1,3,0.0,0.617,211,1149,1360
HumanEval/143,actor_critic,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,2.12,42.56,3.05,0.039,0,0,0,1.0,0.0,2170,1438,3608
HumanEval/161,adversarial,gemma-4-2b:few_shot,19,2,0,21,0.905,84.09,50.0,0.0,2.33,58.17,4.32,0.223,25,3,3,0.0,0.775,0,0,0
HumanEval/163,baseline,gemma-4-2b:zero_shot,0,0,18,18,0.0,41.07,0.0,0.0,2.11,64.75,4.82,0.267,18,0,3,0.056,0.636,330,1464,1794
HumanEval/139,actor_critic,gemma-4-2b:few_shot,6,2,0,8,0.75,79.52,40.0,0.0,4.91,57.84,5.07,0.199,38,3,3,0.0,0.775,1342,1280,2622
HumanEval/139,hybrid,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,4.64,48.86,7.2,0.026,17,1,4,0.0,0.742,2960,2979,5939
HumanEval/150,actor_critic,gemma-4-2b:scot,7,1,0,8,0.875,74.07,0.0,0.0,4.22,61.96,4.8,0.322,17,1,3,0.0,0.692,3876,2793,6669
HumanEval/140,consensus,gemma-4-2b:scot,9,5,0,14,0.643,68.42,25.0,0.0,2.13,67.57,3.79,0.335,12,1,3,0.143,0.656,1855,1080,2935
HumanEval/142,consensus,gemma-4-2b:few_shot,2,8,0,10,0.2,73.58,50.0,0.0,2.27,69.04,2.05,0.497,10,2,3,0.0,0.733,3353,3086,6439
HumanEval/153,actor_critic,gemma-4-2b:few_shot,13,1,0,14,0.929,65.56,30.0,0.0,2.53,64.67,2.78,0.442,18,2,3,0.0,0.733,1262,608,1870
HumanEval/150,consensus,gemma-4-2b:zero_shot,2,0,0,2,1.0,74.47,0.0,0.5,10.33,64.86,4.2,0.353,25,1,3,0.0,0.692,2664,761,3425
HumanEval/162,actor_critic,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.212,0,0,0,1.0,0.0,2400,2050,4450
HumanEval/144,adversarial,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.18,0,0,0,1.0,0.0,676,2787,3463
HumanEval/162,hybrid,gemma-4-2b:few_shot,1,18,0,19,0.053,78.08,50.0,0.0,2.3,59.41,6.0,0.163,22,1,3,0.0,0.692,1447,1379,2826
HumanEval/152,adversarial,gemma-4-2b:scot,6,3,0,9,0.667,75.0,0.0,0.0,2.5,74.39,3.31,0.55,17,2,4,0.0,0.783,359,1278,1637
HumanEval/150,hybrid,gemma-4-2b:few_shot,1,2,0,3,0.333,49.07,25.0,0.0,14.5,37.35,10.2,0.15,70,3,3,0.0,0.775,5851,6240,12091
HumanEval/148,baseline,gemma-4-2b:few_shot,10,3,0,13,0.769,55.29,18.18,0.0,3.06,62.05,3.48,0.427,13,2,3,0.0,0.733,1492,2093,3585
HumanEval/153,baseline,gemma-4-2b:zero_shot,7,2,0,9,0.778,56.72,25.0,0.0,2.18,75.08,2.0,0.559,0,0,0,1.0,0.0,835,2644,3479
HumanEval/140,actor_critic,gemma-4-2b:zero_shot,5,8,0,13,0.385,68.52,25.0,0.0,2.14,69.12,3.57,0.329,13,1,3,0.0,0.692,654,212,866
HumanEval/159,baseline,gemma-4-2b:zero_shot,8,3,0,11,0.727,84.21,50.0,0.0,2.0,77.67,1.83,0.675,12,1,3,0.0,0.692,562,1354,1916
HumanEval/145,actor_critic,gemma-4-2b:scot,7,5,0,12,0.583,83.33,50.0,0.0,1.92,72.54,2.05,0.358,12,2,3,0.0,0.733,1273,1986,3259
HumanEval/157,baseline,gemma-4-2b:few_shot,7,1,0,8,0.875,92.5,100.0,0.0,2.55,71.42,4.09,0.376,19,2,3,0.0,0.733,344,592,936
HumanEval/147,adversarial,gemma-4-2b:few_shot,15,3,0,18,0.833,77.78,33.33,0.0,2.19,61.4,3.76,0.231,19,2,3,0.0,0.733,523,1512,2035
HumanEval/162,consensus,gemma-4-2b:few_shot,2,8,0,10,0.2,85.37,50.0,0.0,2.08,71.43,3.09,0.268,0,0,0,1.0,0.0,3158,1511,4669
HumanEval/157,hybrid,gemma-4-2b:scot,10,5,4,19,0.526,80.77,0.0,0.0,2.14,62.55,5.0,0.284,0,0,3,0.75,0.212,2635,5091,7726
HumanEval/143,adversarial,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.029,0,0,0,1.0,0.0,940,4212,5152
HumanEval/155,baseline,gemma-4-2b:few_shot,7,1,0,8,0.875,76.27,50.0,0.0,2.91,61.35,4.64,0.234,17,3,3,0.0,0.775,842,1775,2617
HumanEval/143,hybrid,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.285,0,0,0,1.0,0.0,1918,1388,3306
HumanEval/143,baseline,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.207,0,0,0,1.0,0.0,3552,3680,7232
HumanEval/161,adversarial,gemma-4-2b:zero_shot,13,17,0,30,0.433,66.67,40.0,0.0,2.4,74.72,4.16,0.33,6,0,4,0.25,0.537,340,877,1217
HumanEval/142,actor_critic,gemma-4-2b:few_shot,4,9,0,13,0.308,77.97,50.0,0.0,2.14,69.92,2.37,0.538,13,2,3,0.077,0.714,2318,7371,9689
HumanEval/141,hybrid,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,3.21,50.42,7.5,0.265,32,2,4,0.222,0.728,2098,2453,4551
HumanEval/146,baseline,gemma-4-2b:scot,5,3,0,8,0.625,76.92,50.0,0.0,2.33,76.98,2.31,0.41,8,1,3,0.0,0.642,262,957,1219
HumanEval/155,consensus,gemma-4-2b:few_shot,1,3,0,4,0.25,57.69,33.33,0.0,6.0,61.8,4.0,0.268,20,1,3,0.0,0.692,2218,734,2952
HumanEval/161,hybrid,gemma-4-2b:scot,36,4,0,40,0.9,65.43,25.0,0.0,2.29,68.4,7.84,0.167,17,2,4,0.2,0.733,2959,5896,8855
HumanEval/140,consensus,gemma-4-2b:few_shot,8,3,0,11,0.727,66.0,25.0,0.0,2.17,71.59,3.29,0.38,10,1,3,0.091,0.669,2598,4495,7093
HumanEval/151,consensus,gemma-4-2b:scot,0,0,0,0,0.0,15.38,0.0,0.0,6.0,88.52,1.13,0.794,0,0,0,1.0,0.0,2208,1861,4069
HumanEval/161,baseline,gemma-4-2b:few_shot,0,8,0,8,0.0,28.57,0.0,0.0,2.17,71.81,2.47,0.347,0,0,0,1.0,0.0,509,1292,1801
HumanEval/141,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,7.41,0.0,0.0,10.0,83.22,1.45,0.707,0,0,0,1.0,0.0,3231,1701,4932
HumanEval/158,actor_critic,gemma-4-2b:few_shot,9,0,0,9,1.0,83.16,50.0,0.667,5.33,48.15,5.6,0.207,45,3,3,0.0,0.775,1691,1477,3168
HumanEval/163,baseline,gemma-4-2b:few_shot,5,2,0,7,0.714,72.73,25.0,0.0,3.4,64.73,4.73,0.076,18,2,3,0.0,0.733,1917,2239,4156
HumanEval/157,actor_critic,gemma-4-2b:zero_shot,2,4,0,6,0.333,75.47,75.0,0.0,6.62,64.12,5.27,0.233,0,0,0,1.0,0.0,4235,2464,6699
HumanEval/146,consensus,gemma-4-2b:few_shot,10,7,0,17,0.588,78.69,40.0,0.0,2.22,63.02,3.85,0.29,14,2,3,0.0,0.733,2152,833,2985
HumanEval/142,consensus,gemma-4-2b:zero_shot,6,8,0,14,0.429,77.97,50.0,0.0,2.13,69.36,2.37,0.53,12,2,3,0.143,0.698,1937,739,2676
HumanEval/160,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,12.12,0.0,0.0,7.0,77.26,1.35,0.807,0,0,0,1.0,0.0,4873,1531,6404
HumanEval/157,consensus,gemma-4-2b:few_shot,0,6,0,6,0.0,52.94,53.0,0.0,6.38,60.26,5.09,0.238,0,0,0,1.0,0.0,3245,2118,5363
HumanEval/145,actor_critic,gemma-4-2b:zero_shot,12,1,0,13,0.923,84.0,50.0,0.0,1.93,71.09,2.15,0.351,13,2,3,0.0,0.733,4030,2120,6150
HumanEval/162,adversarial,gemma-4-2b:zero_shot,7,8,0,15,0.467,80.65,50.0,0.0,2.0,87.68,6.09,0.211,6,0,4,0.0,0.6,132,737,869
HumanEval/143,hybrid,gemma-4-2b:scot,5,5,0,10,0.5,49.18,0.0,0.0,2.58,72.3,3.0,0.435,10,1,3,0.0,0.692,1675,1603,3278
HumanEval/152,actor_critic,gemma-4-2b:few_shot,5,2,0,7,0.714,74.47,0.0,0.0,4.25,66.76,3.92,0.465,19,2,3,0.0,0.733,3012,2003,5015
HumanEval/160,baseline,gemma-4-2b:few_shot,0,0,0,0,0.0,13.33,0.0,0.0,3.33,80.22,1.73,0.665,0,0,0,1.0,0.0,3070,3187,6257
HumanEval/158,baseline,gemma-4-2b:zero_shot,10,1,0,11,0.909,64.91,33.33,0.0,2.33,70.91,2.93,0.42,11,1,3,0.0,0.692,997,3143,4140
HumanEval/145,hybrid,gemma-4-2b:zero_shot,27,12,0,39,0.692,85.07,50.0,0.0,1.95,55.16,6.1,0.207,19,2,4,0.0,0.783,2240,2105,4345
HumanEval/150,baseline,gemma-4-2b:zero_shot,3,0,0,3,1.0,66.67,0.0,0.25,5.0,74.5,3.1,0.433,17,1,3,0.0,0.692,150,479,629
HumanEval/148,adversarial,gemma-4-2b:few_shot,16,4,0,20,0.8,61.62,18.18,0.0,2.74,58.34,4.29,0.372,19,2,3,0.0,0.733,581,1744,2325
HumanEval/154,baseline,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.069,0,0,0,1.0,0.0,4442,5042,9484
HumanEval/147,adversarial,gemma-4-2b:zero_shot,6,5,0,11,0.545,67.35,20.0,0.0,2.33,74.64,2.59,0.463,11,1,3,0.0,0.692,866,2398,3264
HumanEval/153,baseline,gemma-4-2b:scot,5,5,0,10,0.5,55.71,22.22,0.0,2.55,67.69,3.15,0.378,19,2,3,0.0,0.733,417,1279,1696
HumanEval/145,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,20.83,0.0,0.0,1.0,96.99,0.85,0.685,0,0,0,1.0,0.0,2457,565,3022
HumanEval/149,actor_critic,gemma-4-2b:few_shot,5,4,0,9,0.556,89.74,100.0,0.0,2.6,77.62,2.0,0.501,14,2,3,0.0,0.733,741,235,976
HumanEval/153,actor_critic,gemma-4-2b:scot,14,2,0,16,0.875,71.83,33.33,0.0,2.35,70.43,2.3,0.446,18,2,3,0.0,0.733,4819,4461,9280
HumanEval/159,adversarial,gemma-4-2b:few_shot,0,3,0,3,0.0,60.98,40.0,0.0,2.14,79.69,2.03,0.042,0,0,3,0.0,0.4,712,1104,1816
HumanEval/149,baseline,gemma-4-2b:few_shot,6,0,0,6,1.0,81.48,50.0,0.25,2.14,84.69,1.43,0.62,6,2,3,0.0,0.633,428,474,902
HumanEval/146,adversarial,gemma-4-2b:scot,15,6,0,21,0.714,62.96,50.0,0.0,3.5,77.36,8.15,0.342,2,0,4,0.0,0.5,451,2092,2543
HumanEval/151,adversarial,gemma-4-2b:zero_shot,6,3,0,9,0.667,71.11,40.0,0.0,2.4,76.16,2.4,0.474,9,1,3,0.0,0.667,1168,1364,2532
HumanEval/150,consensus,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.114,0,0,0,1.0,0.0,2679,2048,4727
HumanEval/151,adversarial,gemma-4-2b:few_shot,18,4,0,22,0.818,89.02,60.0,0.0,2.28,58.22,5.2,0.259,25,3,3,0.0,0.775,1696,3611,5307
HumanEval/151,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,15.38,0.0,0.0,6.0,88.52,1.13,0.794,0,0,0,1.0,0.0,2437,2218,4655
HumanEval/149,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,31.25,0.0,0.0,3.0,63.47,0.9,0.827,0,0,0,1.0,0.0,1858,251,2109
HumanEval/142,actor_critic,gemma-4-2b:zero_shot,4,12,0,16,0.25,79.69,50.0,0.0,2.12,67.06,2.63,0.499,15,2,3,0.062,0.718,3664,2633,6297
HumanEval/156,adversarial,gemma-4-2b:scot,35,32,0,67,0.522,22.02,0.0,0.0,7.0,53.36,6.89,0.172,5,0,5,0.0,0.625,590,2855,3445
HumanEval/152,actor_critic,gemma-4-2b:zero_shot,12,0,0,12,1.0,84.21,0.0,0.0,2.15,74.26,3.31,0.549,16,2,3,0.0,0.733,1498,3026,4524
HumanEval/150,adversarial,gemma-4-2b:few_shot,16,1,0,17,0.941,84.21,25.0,0.0,2.7,55.9,7.4,0.176,34,3,3,0.0,0.775,555,2296,2851
HumanEval/158,hybrid,gemma-4-2b:scot,10,6,0,16,0.625,70.15,33.33,0.0,2.24,64.96,3.6,0.342,16,1,3,0.0,0.692,1454,2023,3477
HumanEval/149,baseline,gemma-4-2b:zero_shot,10,0,0,10,1.0,86.11,50.0,0.0,2.09,80.66,1.86,0.556,10,2,3,0.0,0.733,252,598,850
HumanEval/162,hybrid,gemma-4-2b:zero_shot,16,22,0,38,0.421,81.08,50.0,0.0,2.0,71.83,8.45,0.15,7,1,4,0.333,0.583,3467,3292,6759
HumanEval/139,adversarial,gemma-4-2b:scot,4,10,0,14,0.286,55.81,20.0,0.0,2.2,77.38,3.6,0.404,5,1,5,0.25,0.604,1263,4848,6111
HumanEval/151,baseline,gemma-4-2b:few_shot,8,2,0,10,0.8,84.75,60.0,0.0,2.69,64.9,3.47,0.354,17,3,3,0.0,0.775,380,767,1147
HumanEval/159,actor_critic,gemma-4-2b:few_shot,2,9,0,11,0.182,75.51,100.0,0.0,3.08,70.68,2.24,0.545,16,1,3,0.091,0.669,1491,769,2260
HumanEval/142,baseline,gemma-4-2b:scot,4,6,0,10,0.4,66.67,50.0,0.0,2.75,82.79,3.58,0.43,4,0,4,0.667,0.383,635,2559,3194
HumanEval/154,hybrid,gemma-4-2b:few_shot,6,15,0,21,0.286,71.31,50.0,0.0,4.0,43.18,6.06,0.219,55,1,3,0.095,0.668,2112,2532,4644
HumanEval/150,consensus,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.142,0,0,0,1.0,0.0,6943,4580,11523
HumanEval/163,adversarial,gemma-4-2b:scot,6,3,0,9,0.667,73.53,0.0,0.0,2.1,78.6,3.0,0.369,9,1,3,0.0,0.667,1251,2104,3355
HumanEval/140,baseline,gemma-4-2b:scot,5,3,0,8,0.625,60.0,20.0,0.0,2.33,77.25,3.86,0.298,8,1,3,0.0,0.642,248,620,868
HumanEval/151,baseline,gemma-4-2b:zero_shot,9,1,0,10,0.9,72.34,40.0,0.0,2.36,74.7,2.53,0.445,10,1,3,0.0,0.692,1118,854,1972
HumanEval/156,baseline,gemma-4-2b:scot,2,2,0,4,0.5,66.13,0.0,0.0,6.0,69.9,3.58,0.201,20,1,4,0.0,0.742,1289,1421,2710
HumanEval/143,adversarial,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.205,0,0,0,1.0,0.0,937,4233,5170
HumanEval/156,hybrid,gemma-4-2b:zero_shot,2,5,0,7,0.286,42.24,0.0,0.0,6.0,48.61,5.16,0.156,0,0,0,1.0,0.0,4073,5618,9691
HumanEval/162,baseline,gemma-4-2b:few_shot,6,3,0,9,0.667,78.0,33.33,0.0,2.25,66.64,3.91,0.278,11,1,3,0.0,0.692,550,1228,1778
HumanEval/141,adversarial,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.246,0,0,0,1.0,0.0,1811,4096,5907
HumanEval/160,hybrid,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,2.83,75.95,3.92,0.419,6,1,4,0.8,0.442,9381,7991,17372
HumanEval/151,actor_critic,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.22,0,0,0,1.0,0.0,3094,4096,7190
HumanEval/161,actor_critic,gemma-4-2b:few_shot,11,5,0,16,0.688,75.31,33.33,0.0,2.53,58.3,3.79,0.224,20,1,3,0.0,0.692,4308,1194,5502
HumanEval/153,adversarial,gemma-4-2b:zero_shot,12,26,0,38,0.316,50.88,31.25,0.0,2.25,77.48,3.48,0.404,4,0,4,0.667,0.383,327,1507,1834
HumanEval/144,consensus,gemma-4-2b:scot,14,5,0,19,0.737,79.31,79.0,0.0,2.25,62.28,4.69,0.389,22,0,3,0.105,0.624,2113,832,2945
HumanEval/148,baseline,gemma-4-2b:scot,4,2,0,6,0.667,68.57,33.33,0.0,2.86,68.32,2.67,0.516,7,0,3,0.0,0.575,576,1394,1970
HumanEval/159,baseline,gemma-4-2b:scot,15,5,0,20,0.75,75.86,50.0,0.0,2.0,86.06,2.72,0.552,5,0,4,0.75,0.388,581,1218,1799
HumanEval/149,adversarial,gemma-4-2b:scot,6,3,0,9,0.667,91.18,100.0,0.0,2.1,81.84,1.76,0.545,9,2,3,0.0,0.708,820,3199,4019
HumanEval/162,hybrid,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,2.0,80.35,2.91,0.029,4,0,4,0.0,0.55,2338,520,2858
HumanEval/144,baseline,gemma-4-2b:few_shot,4,0,0,4,1.0,73.53,0.0,0.25,4.2,76.37,2.69,0.554,20,0,3,0.0,0.65,2722,1068,3790
HumanEval/153,baseline,gemma-4-2b:few_shot,7,2,0,9,0.778,61.04,35.0,0.0,2.5,71.04,2.3,0.505,10,2,3,0.0,0.733,1846,5536,7382
HumanEval/154,adversarial,gemma-4-2b:few_shot,17,1,0,18,0.944,85.54,62.5,0.0,2.33,61.8,4.06,0.334,28,3,3,0.0,0.775,558,1057,1615
HumanEval/144,hybrid,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.211,0,0,0,1.0,0.0,2838,2048,4886
HumanEval/146,baseline,gemma-4-2b:few_shot,11,1,0,12,0.917,78.33,50.0,0.0,2.33,64.25,3.77,0.316,12,2,3,0.0,0.733,359,727,1086
HumanEval/156,hybrid,gemma-4-2b:scot,2,5,0,7,0.286,43.71,0.0,0.0,11.38,36.55,6.37,0.129,46,1,3,0.0,0.692,3985,4422,8407
HumanEval/155,adversarial,gemma-4-2b:zero_shot,15,33,0,48,0.312,58.06,33.33,0.0,2.33,71.84,6.82,0.233,4,1,4,0.0,0.592,2149,6066,8215
HumanEval/141,baseline,gemma-4-2b:zero_shot,5,2,0,7,0.714,61.18,41.67,0.0,5.0,64.13,2.86,0.474,21,0,3,0.0,0.65,3991,4033,8024
HumanEval/162,actor_critic,gemma-4-2b:scot,2,8,0,10,0.2,85.37,50.0,0.0,2.0,74.27,3.09,0.246,9,1,3,0.0,0.667,13272,9492,22764
HumanEval/159,adversarial,gemma-4-2b:scot,7,3,0,10,0.7,91.18,100.0,0.0,2.0,76.45,1.72,0.669,0,0,0,1.0,0.0,430,1258,1688
HumanEval/147,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,18.52,0.0,0.0,6.0,83.77,1.29,0.685,0,0,0,1.0,0.0,2204,1890,4094
HumanEval/160,actor_critic,gemma-4-2b:scot,0,16,0,16,0.0,69.57,20.0,0.0,2.18,69.27,2.73,0.414,12,1,4,0.188,0.695,1559,2006,3565
HumanEval/163,adversarial,gemma-4-2b:few_shot,13,2,0,15,0.867,86.96,33.33,0.0,2.78,59.72,6.45,0.032,25,3,3,0.0,0.775,662,2519,3181
HumanEval/156,hybrid,gemma-4-2b:few_shot,4,6,0,10,0.4,41.61,5.88,0.0,5.23,45.67,5.37,0.163,34,3,3,0.0,0.775,2568,1450,4018
HumanEval/151,actor_critic,gemma-4-2b:zero_shot,11,14,0,25,0.44,83.12,40.0,0.0,2.15,57.75,4.53,0.25,25,2,3,0.0,0.733,1299,1050,2349
