task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,execution_time,generation_status,generation_error_type,generation_error_message,generation_attempts
HumanEval/151,actor_critic,gemma-4-4b:zero_shot,13,0,0,13,1.0,81.63,50.0,0.167,2.27,68.94,2.87,0.404,0,0,0,1.0,0.0,897,667,1564,9.88,ok,,,1
HumanEval/140,consensus,gemma-4-4b:zero_shot,5,10,0,15,0.333,82.61,25.0,0.0,2.0,71.94,3.21,0.34,15,1,3,0.0,0.692,2450,2832,6178,35.65,ok,,,1
HumanEval/147,adversarial,gemma-4-4b:few_shot,7,0,0,7,1.0,71.05,16.67,0.0,5.0,57.32,4.24,0.266,34,3,3,0.0,0.775,648,1300,1948,24.39,ok,,,1
HumanEval/141,baseline,gemma-4-4b:scot,0,0,0,0,0,5.17,0.0,0.0,9.0,85.22,1.59,0.699,0,0,0,1.0,0.0,364,1099,1463,14.56,ok,,,1
HumanEval/143,baseline,gemma-4-4b:zero_shot,8,9,0,17,0.471,93.48,100.0,0.0,2.12,77.7,3.1,0.454,7,1,4,0.0,0.667,214,636,850,8.69,ok,,,1
HumanEval/140,baseline,gemma-4-4b:zero_shot,11,6,0,17,0.647,68.0,25.0,0.0,2.0,85.42,3.79,0.369,4,0,4,0.667,0.383,169,550,719,7.72,ok,,,1
HumanEval/142,adversarial,gemma-4-4b:zero_shot,6,8,0,14,0.429,65.85,50.0,0.0,2.75,77.0,2.89,0.631,4,0,4,0.667,0.383,507,941,2231,15.62,ok,,,1
HumanEval/150,adversarial,gemma-4-4b:zero_shot,20,0,0,20,1.0,91.18,100.0,0.25,2.4,83.79,6.1,0.258,4,0,4,0.667,0.383,302,975,1277,19.52,ok,,,1
HumanEval/142,baseline,gemma-4-4b:few_shot,3,2,0,5,0.6,65.85,50.0,0.0,2.5,80.57,1.53,0.761,5,2,3,0.0,0.608,402,427,829,6.19,ok,,,1
HumanEval/163,actor_critic,gemma-4-4b:few_shot,0,0,0,0,0,16.67,0.0,0.0,4.0,92.96,1.45,0.773,0,0,0,1.0,0.0,1738,1804,4887,9.04,ok,,,1
HumanEval/148,consensus,gemma-4-4b:few_shot,0,0,0,0,0,16.67,0.0,0.0,4.0,82.37,1.24,0.904,0,0,0,1.0,0.0,4238,3202,14664,44.91,ok,,,1
HumanEval/145,consensus,gemma-4-4b:zero_shot,0,0,0,0,0,16.0,0.0,0.0,1.0,93.49,0.95,0.63,0,0,0,1.0,0.0,2728,2352,5080,38.77,ok,,,1
HumanEval/160,actor_critic,gemma-4-4b:scot,0,0,0,0,0,10.0,0.0,0.0,6.0,75.37,1.27,0.801,0,0,0,1.0,0.0,737,1586,2323,21.4,ok,,,1
HumanEval/154,baseline,gemma-4-4b:few_shot,4,0,0,4,1.0,78.08,50.0,0.0,5.57,60.63,3.35,0.362,32,2,3,0.0,0.733,366,730,1096,9.9,ok,,,1
HumanEval/153,actor_critic,gemma-4-4b:zero_shot,7,6,0,13,0.538,70.37,66.67,0.0,2.5,82.31,2.11,0.547,2,0,4,0.0,0.5,1177,813,1990,11.67,ok,,,1
HumanEval/163,actor_critic,gemma-4-4b:zero_shot,4,7,0,11,0.364,92.68,75.0,0.0,2.15,71.47,3.73,0.312,0,0,0,1.0,0.0,5083,2996,10136,37.61,ok,,,1
HumanEval/150,baseline,gemma-4-4b:few_shot,16,0,0,16,1.0,95.0,100.0,0.0,2.11,61.53,5.6,0.241,21,2,3,0.0,0.733,326,695,1021,9.31,ok,,,1
HumanEval/142,hybrid,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.44,74.3,1.84,0.655,0,0,0,1.0,0.0,1197,2545,3742,36.14,ok,,,1
HumanEval/161,consensus,gemma-4-4b:few_shot,22,4,0,26,0.846,72.5,60.0,0.0,2.33,78.09,2.89,0.347,6,1,4,0.0,0.642,2680,2842,9186,41.19,ok,,,1
HumanEval/159,adversarial,gemma-4-4b:few_shot,3,5,0,8,0.375,85.29,50.0,0.0,2.0,78.6,1.72,0.706,13,1,3,0.0,0.692,902,1004,1906,16.67,ok,,,1
HumanEval/161,consensus,gemma-4-4b:scot,0,0,0,0,0,13.79,0.0,0.0,4.0,90.19,1.11,0.747,0,0,0,1.0,0.0,2460,2101,4561,35.48,ok,,,1
HumanEval/158,actor_critic,gemma-4-4b:zero_shot,13,5,0,18,0.722,75.0,66.67,0.0,3.33,78.58,3.6,0.444,3,0,4,0.5,0.4,775,572,1347,8.83,ok,,,1
HumanEval/149,hybrid,gemma-4-4b:zero_shot,18,8,0,26,0.692,67.39,0.0,0.0,1.45,75.88,4.05,0.355,4,0,4,0.2,0.5,2160,1891,4051,38.88,ok,,,1
HumanEval/151,baseline,gemma-4-4b:scot,0,0,0,0,0,14.29,0.0,0.0,5.0,84.4,1.0,0.854,0,0,0,1.0,0.0,805,1353,2158,8.92,ok,,,1
HumanEval/159,hybrid,gemma-4-4b:few_shot,0,0,0,0,0,19.23,0.0,0.0,1.67,74.8,1.45,0.755,0,0,0,1.0,0.0,961,1049,2010,35.14,ok,,,1
HumanEval/146,baseline,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.33,69.25,2.92,0.34,0,0,0,1.0,0.0,350,1821,4588,11.02,ok,,,1
HumanEval/149,hybrid,gemma-4-4b:scot,7,2,0,9,0.778,76.47,0.0,0.0,2.18,80.28,1.81,0.543,0,0,0,1.0,0.0,1499,2628,6718,30.05,ok,,,1
HumanEval/144,actor_critic,gemma-4-4b:zero_shot,8,1,0,9,0.889,95.0,95.0,0.0,1.47,68.6,5.08,0.368,0,0,3,0.0,0.4,5341,3450,8791,47.87,ok,,,1
HumanEval/159,adversarial,gemma-4-4b:scot,0,0,0,0,0,20.0,0.0,0.0,2.0,46.63,1.03,0.894,0,0,0,1.0,0.0,1084,1543,6782,19.25,ok,,,1
HumanEval/140,actor_critic,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,3.67,79.46,4.64,0.3,3,0,4,0.5,0.4,888,861,1749,12.4,ok,,,1
HumanEval/153,hybrid,gemma-4-4b:few_shot,10,2,0,12,0.833,80.0,65.0,0.0,2.07,68.42,2.7,0.454,13,2,3,0.083,0.713,2781,2958,5739,41.03,ok,,,1
HumanEval/157,baseline,gemma-4-4b:zero_shot,2,5,0,7,0.286,82.05,82.0,0.0,4.11,67.46,4.09,0.328,0,0,0,1.0,0.0,168,775,943,10.39,ok,,,1
HumanEval/151,consensus,gemma-4-4b:zero_shot,11,2,0,13,0.846,81.63,50.0,0.0,2.27,69.38,2.87,0.413,0,0,0,1.0,0.0,2683,2661,5344,42.31,ok,,,1
HumanEval/139,baseline,gemma-4-4b:few_shot,0,2,0,2,0.0,64.71,62.5,0.0,4.33,83.55,1.87,0.521,7,1,3,0.0,0.617,328,286,614,4.31,ok,,,1
HumanEval/148,baseline,gemma-4-4b:few_shot,2,1,0,3,0.667,72.22,50.0,0.0,5.17,68.79,2.86,0.483,20,2,3,0.0,0.733,442,837,1279,11.19,ok,,,1
HumanEval/148,adversarial,gemma-4-4b:scot,0,0,0,0,0,13.04,0.0,0.0,4.0,80.41,1.19,0.909,0,0,0,1.0,0.0,613,968,1581,16.46,ok,,,1
HumanEval/150,adversarial,gemma-4-4b:few_shot,6,1,0,7,0.857,91.18,100.0,0.0,4.7,61.18,6.4,0.2,35,3,3,0.0,0.775,478,1086,1564,17.75,ok,,,1
HumanEval/163,baseline,gemma-4-4b:zero_shot,5,4,0,9,0.556,92.11,100.0,0.0,2.0,75.45,3.45,0.37,11,0,3,0.1,0.625,165,537,702,7.46,ok,,,1
HumanEval/143,actor_critic,gemma-4-4b:zero_shot,10,11,0,21,0.476,76.92,100.0,0.0,3.43,73.28,3.65,0.415,16,1,5,0.0,0.792,2891,1693,4584,24.3,ok,,,1
HumanEval/162,adversarial,gemma-4-4b:few_shot,2,4,0,6,0.333,77.42,50.0,0.0,2.0,82.65,2.27,0.371,5,1,3,0.0,0.567,464,624,1088,11.88,ok,,,1
HumanEval/154,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,4.36,58.05,3.59,0.321,0,0,0,1.0,0.0,382,1041,1423,17.46,ok,,,1
HumanEval/161,consensus,gemma-4-4b:zero_shot,39,12,0,51,0.765,71.05,60.0,0.0,2.5,75.98,4.42,0.262,2,1,4,0.667,0.375,2778,3389,7168,44.93,ok,,,1
HumanEval/157,actor_critic,gemma-4-4b:scot,0,0,0,0,0,50.0,50.0,0.0,1.0,62.07,1.09,0.854,0,0,0,1.0,0.0,430,845,1275,12.01,ok,,,1
HumanEval/159,baseline,gemma-4-4b:zero_shot,4,7,0,11,0.364,87.8,50.0,0.0,2.08,75.63,1.97,0.648,0,0,0,1.0,0.0,362,764,1126,10.21,ok,,,1
HumanEval/149,actor_critic,gemma-4-4b:zero_shot,8,4,0,12,0.667,80.0,0.0,0.0,2.14,76.22,2.1,0.489,0,0,0,1.0,0.0,967,689,1656,10.29,ok,,,1
HumanEval/158,consensus,gemma-4-4b:zero_shot,0,0,0,0,0,11.76,0.0,0.0,6.0,90.28,1.47,0.694,0,0,0,1.0,0.0,2705,3085,7306,37.47,ok,,,1
HumanEval/156,hybrid,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.136,0,0,0,1.0,0.0,4174,6931,14749,63.59,ok,,,1
HumanEval/152,hybrid,gemma-4-4b:few_shot,8,0,0,8,1.0,80.56,50.0,0.0,2.0,77.65,3.54,0.571,9,2,3,0.0,0.708,1670,2220,3890,31.99,ok,,,1
HumanEval/146,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.24,64.25,3.69,0.294,0,0,0,1.0,0.0,0,0,0,18.93,ok,,,1
HumanEval/153,consensus,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.58,43.7,1.48,0.071,0,0,0,1.0,0.0,3979,4650,10284,49.5,ok,,,1
HumanEval/145,consensus,gemma-4-4b:scot,0,0,0,0,0,19.23,0.0,0.0,1.0,93.65,1.0,0.597,0,0,0,1.0,0.0,2768,2406,5174,39.25,ok,,,1
HumanEval/151,baseline,gemma-4-4b:zero_shot,11,1,0,12,0.917,64.0,50.0,0.0,3.5,90.18,2.33,0.584,2,0,4,0.0,0.5,204,447,651,6.33,ok,,,1
HumanEval/157,adversarial,gemma-4-4b:zero_shot,2,5,0,7,0.286,80.0,80.0,0.0,4.22,67.73,4.18,0.313,0,0,0,1.0,0.0,338,991,1329,16.78,ok,,,1
HumanEval/151,adversarial,gemma-4-4b:few_shot,15,2,0,17,0.882,87.32,60.0,0.0,2.4,62.53,4.33,0.3,22,3,3,0.0,0.775,586,1140,1726,18.69,ok,,,1
HumanEval/139,actor_critic,gemma-4-4b:few_shot,0,1,0,1,0.0,63.16,62.5,0.0,8.0,79.33,2.13,0.425,11,0,3,0.0,0.65,2231,1252,3483,18.75,ok,,,1
HumanEval/142,actor_critic,gemma-4-4b:scot,3,3,0,6,0.5,68.18,50.0,0.0,2.29,75.96,1.68,0.645,6,2,3,0.0,0.633,3831,2908,6739,42.23,ok,,,1
HumanEval/147,consensus,gemma-4-4b:scot,7,9,0,16,0.438,85.0,80.0,0.0,2.71,77.92,2.82,0.478,8,1,4,0.0,0.692,1724,566,2290,37.23,ok,,,1
HumanEval/148,actor_critic,gemma-4-4b:zero_shot,8,3,0,11,0.727,85.71,66.67,0.0,2.08,75.23,2.43,0.583,9,0,3,0.0,0.625,812,2,814,11.31,ok,,,1
HumanEval/149,adversarial,gemma-4-4b:scot,0,0,0,0,0,14.29,0.0,0.0,3.0,76.57,1.0,0.813,0,0,0,1.0,0.0,1122,2310,6215,15.79,ok,,,1
HumanEval/159,consensus,gemma-4-4b:few_shot,3,8,0,11,0.273,87.18,50.0,0.0,2.08,76.12,1.86,0.654,0,0,0,1.0,0.0,4283,3393,12926,50.19,ok,,,1
HumanEval/139,consensus,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,5.33,65.27,1.47,0.028,15,1,4,0.0,0.742,4094,5173,10225,54.21,ok,,,1
HumanEval/153,baseline,gemma-4-4b:few_shot,6,1,0,7,0.857,69.84,55.56,0.0,2.75,75.87,1.81,0.555,9,1,3,0.0,0.667,514,719,1233,9.73,ok,,,1
HumanEval/139,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.073,0,0,0,1.0,0.0,306,2206,2512,32.04,ok,,,1
HumanEval/155,hybrid,gemma-4-4b:scot,10,0,0,10,1.0,84.44,66.67,0.0,2.17,68.04,3.45,0.286,0,0,0,1.0,0.0,1011,2366,7703,28.89,ok,,,1
HumanEval/158,baseline,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.31,64.49,3.47,0.356,0,0,0,1.0,0.0,177,673,850,9.19,ok,,,1
HumanEval/145,consensus,gemma-4-4b:few_shot,0,0,0,0,0,19.23,0.0,0.0,1.0,93.65,1.0,0.597,0,0,0,1.0,0.0,3284,3864,12542,40.48,ok,,,1
HumanEval/153,baseline,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.64,67.53,3.04,0.374,0,0,0,1.0,0.0,417,1223,1640,16.01,ok,,,1
HumanEval/152,adversarial,gemma-4-4b:scot,0,0,0,0,0,30.0,0.0,0.0,2.0,80.01,1.23,0.929,0,0,0,1.0,0.0,663,1155,1818,18.72,ok,,,1
HumanEval/146,baseline,gemma-4-4b:few_shot,5,3,0,8,0.625,78.05,60.0,0.0,2.33,76.46,2.38,0.471,8,1,3,0.0,0.642,359,478,837,6.74,ok,,,1
HumanEval/155,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.208,0,0,0,1.0,0.0,256,880,1136,15.5,ok,,,1
HumanEval/161,adversarial,gemma-4-4b:scot,0,0,0,0,0,10.71,0.0,0.0,4.0,89.78,1.05,0.756,0,0,0,1.0,0.0,640,1596,7260,23.62,ok,,,1
HumanEval/148,baseline,gemma-4-4b:zero_shot,8,2,0,10,0.8,85.11,66.67,0.0,2.08,76.36,2.33,0.6,7,0,3,0.0,0.575,266,734,1000,9.87,ok,,,1
HumanEval/148,baseline,gemma-4-4b:scot,0,0,0,0,0,13.04,0.0,0.0,4.0,80.41,1.19,0.909,0,0,0,1.0,0.0,345,688,1033,9.36,ok,,,1
HumanEval/158,adversarial,gemma-4-4b:scot,0,0,0,0,0,9.09,0.0,0.0,6.0,90.89,1.4,0.696,0,0,0,1.0,0.0,435,800,1235,14.35,ok,,,1
HumanEval/157,consensus,gemma-4-4b:few_shot,3,4,0,7,0.429,82.93,83.0,0.0,4.33,65.54,4.27,0.312,0,0,0,1.0,0.0,3411,3952,10709,51.0,ok,,,1
HumanEval/141,hybrid,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,5.0,74.08,4.05,0.442,0,0,0,1.0,0.0,1668,3218,4886,44.49,ok,,,1
HumanEval/161,actor_critic,gemma-4-4b:zero_shot,17,5,0,22,0.773,65.62,60.0,0.0,3.0,86.04,2.47,0.451,2,0,4,0.0,0.5,685,490,1175,7.75,ok,,,1
HumanEval/145,adversarial,gemma-4-4b:zero_shot,10,30,0,40,0.25,64.1,50.0,0.0,2.4,71.2,4.2,0.294,9,0,4,0.0,0.675,366,1447,1813,22.71,ok,,,1
HumanEval/152,baseline,gemma-4-4b:scot,0,0,0,0,0,30.0,0.0,0.0,2.0,80.01,1.23,0.929,0,0,0,1.0,0.0,370,697,1067,9.4,ok,,,1
HumanEval/160,baseline,gemma-4-4b:scot,2,8,0,10,0.2,79.41,85.71,0.0,2.75,69.02,2.58,0.484,0,0,0,1.0,0.0,350,834,1184,11.16,ok,,,1
HumanEval/163,consensus,gemma-4-4b:few_shot,0,0,0,0,0,18.75,0.0,0.0,3.0,94.23,1.45,0.737,0,0,0,1.0,0.0,2898,4250,12326,33.5,ok,,,1
HumanEval/163,adversarial,gemma-4-4b:zero_shot,11,9,0,20,0.55,92.31,100.0,0.0,2.25,84.38,5.27,0.322,4,0,4,0.667,0.383,332,958,1290,16.44,ok,,,1
HumanEval/139,consensus,gemma-4-4b:few_shot,0,0,1,1,0.0,,,0.0,3.8,68.72,2.07,0.066,19,1,4,0.0,0.742,3683,2113,38561,35.02,ok,,,1
HumanEval/155,baseline,gemma-4-4b:zero_shot,16,3,0,19,0.842,78.79,66.67,0.0,2.25,73.96,5.18,0.276,4,0,4,0.667,0.383,127,613,740,8.31,ok,,,1
HumanEval/155,consensus,gemma-4-4b:few_shot,13,2,0,15,0.867,74.07,66.67,0.0,2.5,81.94,3.55,0.382,2,1,4,0.0,0.542,2272,2267,4539,37.26,ok,,,1
HumanEval/162,baseline,gemma-4-4b:few_shot,3,3,0,6,0.5,77.42,50.0,0.0,2.0,81.91,2.27,0.397,5,1,3,0.0,0.567,319,467,786,6.52,ok,,,1
HumanEval/151,consensus,gemma-4-4b:scot,11,2,0,13,0.846,81.63,50.0,0.0,2.27,69.38,2.87,0.4,0,0,0,1.0,0.0,2703,2721,5424,42.82,ok,,,1
HumanEval/146,consensus,gemma-4-4b:zero_shot,15,2,0,17,0.882,68.97,60.0,0.0,3.5,84.34,3.08,0.413,2,0,4,0.0,0.5,3958,3664,10322,50.35,ok,,,1
HumanEval/155,adversarial,gemma-4-4b:few_shot,2,1,0,3,0.667,59.69,75.0,0.0,17.0,33.9,11.18,0.094,82,4,3,0.0,0.817,432,2186,2618,32.13,ok,,,1
HumanEval/153,actor_critic,gemma-4-4b:scot,10,4,0,14,0.714,63.46,55.56,0.0,5.0,82.58,2.07,0.517,2,0,4,0.0,0.5,2875,2151,5026,29.63,ok,,,1
HumanEval/159,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.461,0,0,0,1.0,0.0,726,2416,3142,35.1,ok,,,1
HumanEval/149,adversarial,gemma-4-4b:zero_shot,8,1,0,9,0.889,61.11,0.0,0.0,1.38,85.54,2.52,0.514,2,0,4,0.0,0.5,506,926,1432,16.71,ok,,,1
HumanEval/148,hybrid,gemma-4-4b:few_shot,0,0,0,0,0,14.29,0.0,0.0,3.0,81.45,1.19,0.87,0,0,0,1.0,0.0,2027,2223,5008,24.94,ok,,,1
HumanEval/162,actor_critic,gemma-4-4b:zero_shot,3,6,0,9,0.333,81.58,50.0,0.0,2.09,73.29,2.91,0.286,0,0,0,1.0,0.0,841,672,1513,9.76,ok,,,1
HumanEval/152,hybrid,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.421,0,0,0,1.0,0.0,3241,5067,9302,49.96,ok,,,1
HumanEval/159,actor_critic,gemma-4-4b:zero_shot,3,11,0,14,0.214,88.89,50.0,0.0,2.06,73.83,2.07,0.604,0,0,0,1.0,0.0,1253,865,2118,12.53,ok,,,1
HumanEval/145,baseline,gemma-4-4b:zero_shot,0,0,9,9,0.0,32.61,0.0,0.0,1.82,73.1,2.0,0.332,8,1,3,0.0,0.642,182,827,1009,11.04,ok,,,1
HumanEval/143,consensus,gemma-4-4b:few_shot,0,0,0,0,0,10.34,0.0,0.0,3.0,83.84,1.5,0.773,0,0,0,1.0,0.0,2781,2370,5151,39.37,ok,,,1
HumanEval/161,hybrid,gemma-4-4b:few_shot,15,8,0,23,0.652,83.51,66.67,0.0,2.52,51.01,4.68,0.196,21,2,3,0.0,0.733,2134,3043,7093,37.34,ok,,,1
HumanEval/156,adversarial,gemma-4-4b:scot,4,3,0,7,0.571,76.4,100.0,0.0,7.78,58.26,5.89,0.134,0,0,0,1.0,0.0,625,2606,7039,31.86,ok,,,1
HumanEval/151,actor_critic,gemma-4-4b:few_shot,3,4,0,7,0.429,69.05,50.0,0.0,3.0,75.24,2.4,0.447,13,1,3,0.0,0.692,1009,603,1612,9.37,ok,,,1
HumanEval/153,adversarial,gemma-4-4b:zero_shot,8,3,0,11,0.727,66.0,56.25,0.0,2.5,84.3,1.96,0.579,2,0,4,0.0,0.5,678,1187,1865,19.88,ok,,,1
HumanEval/149,actor_critic,gemma-4-4b:few_shot,0,0,0,0,0,21.43,0.0,0.0,3.0,54.68,0.86,0.832,0,0,0,1.0,0.0,704,810,1514,11.86,ok,,,1
HumanEval/144,baseline,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,0,0,0,0.186,0,0,0,1.0,0.0,287,2048,2335,26.33,ok,,,1
HumanEval/147,adversarial,gemma-4-4b:zero_shot,6,4,0,10,0.6,85.71,80.0,0.0,2.25,74.5,2.65,0.442,11,0,3,0.0,0.65,739,2033,4430,16.19,ok,,,1
HumanEval/162,consensus,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.0,68.2,1.91,0.021,7,1,3,0.0,0.617,2211,2252,4463,37.78,ok,,,1
HumanEval/149,consensus,gemma-4-4b:zero_shot,9,5,0,14,0.643,62.5,0.0,0.0,2.0,90.74,2.1,0.522,3,0,4,0.333,0.442,2211,695,2906,45.03,ok,,,1
HumanEval/154,baseline,gemma-4-4b:scot,9,0,0,9,1.0,76.12,42.86,0.0,3.6,64.65,3.0,0.37,25,1,3,0.0,0.692,269,720,989,9.72,ok,,,1
HumanEval/139,hybrid,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.29,47.63,5.73,0.03,0,0,0,1.0,0.0,1583,2502,4085,35.84,ok,,,1
HumanEval/148,consensus,gemma-4-4b:scot,7,3,0,10,0.7,85.11,66.67,0.0,2.08,76.36,2.33,0.597,8,0,3,0.0,0.6,2744,2183,4927,45.42,ok,,,1
HumanEval/143,hybrid,gemma-4-4b:few_shot,7,2,0,9,0.778,68.54,81.25,0.0,3.92,58.45,4.35,0.341,30,3,3,0.0,0.775,1547,2666,4213,37.69,ok,,,1
HumanEval/157,actor_critic,gemma-4-4b:few_shot,7,3,0,10,0.7,97.87,100.0,0.0,2.55,68.17,4.64,0.29,23,1,4,0.0,0.742,3077,1683,4760,23.83,ok,,,1
HumanEval/142,adversarial,gemma-4-4b:scot,0,0,0,0,0,9.68,0.0,0.0,5.0,88.01,1.0,0.949,0,0,0,1.0,0.0,533,1000,1533,16.58,ok,,,1
HumanEval/141,adversarial,gemma-4-4b:few_shot,33,15,0,48,0.688,65.52,50.0,0.0,2.8,72.8,4.23,0.422,4,1,4,0.0,0.592,748,1509,2257,23.71,ok,,,1
HumanEval/144,consensus,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,6.0,52.31,2.92,0.059,32,0,3,0.0,0.65,3098,3641,10986,40.09,ok,,,1
HumanEval/149,actor_critic,gemma-4-4b:scot,7,3,0,10,0.7,68.0,66.67,0.0,2.5,94.37,1.86,0.607,2,0,4,0.0,0.5,2388,2791,5179,23.63,ok,,,1
HumanEval/160,baseline,gemma-4-4b:few_shot,3,5,0,8,0.375,77.05,78.57,0.0,3.67,71.16,2.31,0.486,30,2,3,0.0,0.733,793,1918,2711,11.28,ok,,,1
HumanEval/159,hybrid,gemma-4-4b:zero_shot,14,13,0,27,0.519,82.14,50.0,0.0,2.0,86.31,2.55,0.547,5,0,4,0.75,0.388,2269,1143,3412,46.58,ok,,,1
HumanEval/163,actor_critic,gemma-4-4b:scot,0,0,0,0,0,18.75,0.0,0.0,3.0,94.23,1.45,0.737,0,0,0,1.0,0.0,457,1142,1599,15.92,ok,,,1
HumanEval/158,hybrid,gemma-4-4b:scot,11,2,0,13,0.846,72.97,66.67,0.0,4.0,87.32,3.87,0.338,2,0,4,0.0,0.5,1029,2290,3319,32.97,ok,,,1
HumanEval/156,adversarial,gemma-4-4b:few_shot,0,2,0,2,0.0,28.99,50.0,0.0,15.0,57.52,3.26,0.227,20,0,3,0.0,0.65,519,1237,1756,24.01,ok,,,1
HumanEval/140,adversarial,gemma-4-4b:few_shot,5,4,0,9,0.556,76.47,25.0,0.0,2.0,81.05,2.36,0.438,9,1,3,0.0,0.667,0,0,0,12.48,ok,,,1
HumanEval/154,consensus,gemma-4-4b:few_shot,0,0,1,1,0.0,,,0.0,2.5,88.56,2.76,0.427,2,0,4,0.0,0.5,2293,2929,5953,33.76,ok,,,1
HumanEval/161,hybrid,gemma-4-4b:zero_shot,17,10,0,27,0.63,78.0,60.0,0.0,2.25,68.4,5.11,0.268,9,0,4,0.143,0.639,5115,4988,10103,37.14,ok,,,1
HumanEval/147,actor_critic,gemma-4-4b:few_shot,2,2,0,4,0.5,38.89,0.0,0.0,2.67,80.65,2.06,0.516,5,2,3,0.0,0.608,5587,5281,10868,38.05,ok,,,1
HumanEval/161,baseline,gemma-4-4b:zero_shot,20,4,0,24,0.833,75.0,60.0,0.0,2.33,74.94,3.42,0.322,7,0,4,0.4,0.525,169,652,821,8.92,ok,,,1
HumanEval/163,consensus,gemma-4-4b:scot,7,5,0,12,0.583,90.0,100.0,0.0,2.5,90.78,3.0,0.404,2,0,4,0.0,0.5,2832,3120,5952,47.83,ok,,,1
HumanEval/147,actor_critic,gemma-4-4b:zero_shot,5,7,0,12,0.417,86.79,80.0,0.0,2.21,72.12,2.88,0.432,12,1,3,0.077,0.672,887,973,1860,13.9,ok,,,1
HumanEval/144,baseline,gemma-4-4b:few_shot,2,1,0,3,0.667,86.67,100.0,0.0,4.67,68.38,3.77,0.432,26,2,3,0.0,0.733,384,666,1050,9.11,ok,,,1
HumanEval/141,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.282,0,0,0,1.0,0.0,778,3564,5019,35.71,ok,,,1
HumanEval/157,baseline,gemma-4-4b:scot,8,4,0,12,0.667,96.97,97.0,0.0,1.77,75.71,3.55,0.369,21,1,4,0.0,0.742,247,608,855,8.28,ok,,,1
HumanEval/139,actor_critic,gemma-4-4b:zero_shot,8,6,0,14,0.571,78.12,66.67,0.0,2.25,83.97,3.0,0.426,4,0,4,0.667,0.383,1980,1150,3130,17.72,ok,,,1
HumanEval/152,hybrid,gemma-4-4b:scot,10,0,0,10,1.0,92.86,100.0,0.0,2.0,98.41,2.62,0.668,2,0,4,0.0,0.5,1379,2651,4030,37.21,ok,,,1
HumanEval/158,baseline,gemma-4-4b:scot,0,0,0,0,0,10.34,0.0,0.0,5.0,92.56,1.27,0.744,0,0,0,1.0,0.0,256,548,804,7.65,ok,,,1
HumanEval/149,consensus,gemma-4-4b:few_shot,0,0,0,0,0,31.25,0.0,0.0,3.0,70.87,0.95,0.806,0,0,0,1.0,0.0,2418,980,3398,39.39,ok,,,1
HumanEval/158,consensus,gemma-4-4b:scot,0,0,0,0,0,11.76,0.0,0.0,6.0,90.28,1.47,0.671,0,0,0,1.0,0.0,2747,2406,5153,39.43,ok,,,1
HumanEval/154,actor_critic,gemma-4-4b:scot,10,0,0,10,1.0,70.37,42.86,0.0,2.18,75.06,2.24,0.463,17,1,3,0.0,0.692,1701,2767,4468,37.55,ok,,,1
HumanEval/140,hybrid,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,3.33,73.55,4.29,0.36,2,0,5,0.0,0.55,1346,2053,9186,28.26,ok,,,1
HumanEval/160,hybrid,gemma-4-4b:few_shot,18,10,0,28,0.643,88.89,66.67,0.0,2.0,67.26,4.0,0.371,18,2,4,0.188,0.736,1428,1748,3176,41.95,ok,,,1
HumanEval/149,baseline,gemma-4-4b:few_shot,8,0,0,8,1.0,78.38,66.67,0.0,2.11,82.35,1.76,0.58,8,2,3,0.0,0.683,428,553,981,7.78,ok,,,1
HumanEval/162,consensus,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.0,72.76,1.55,0.017,6,1,3,0.0,0.592,2750,2920,18776,36.3,ok,,,1
