task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/143,actor_critic,gemma-31b:cot,18,2,0,20,0.9,100.0,100.0,1.0,2.0,100.0,1.75,0.046,1,0,4,0.0,0.475,547,125,1623
HumanEval/143,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.667,2.0,100.0,0.65,0.061,2,0,4,0.0,0.5,902,284,2533
HumanEval/145,adversarial,gemma-31b:few_shot,11,0,0,11,1.0,100.0,100.0,0.0,2.62,73.18,2.8,0.021,14,1,4,0.0,0.742,1928,2841,11170
HumanEval/154,self_healing,gemma-31b:scot,0,0,0,0,0.0,8.82,0.0,1.0,4.0,90.93,1.18,0.719,0,0,0,1.0,0.0,1056,233,7403
HumanEval/150,competitive,gemma-31b:few_shot,12,0,0,12,1.0,100.0,100.0,0.5,2.0,100.0,1.7,0.072,2,0,4,0.0,0.5,882,990,8040
HumanEval/150,hybrid,gemma-31b:cot,36,0,0,36,1.0,100.0,100.0,0.5,2.67,89.24,6.1,0.026,9,1,4,0.0,0.717,3695,3117,16285
HumanEval/144,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.62,0.052,5,0,3,0.0,0.525,3899,3207,19714
HumanEval/141,soa,gemma-31b:few_shot,28,0,0,28,1.0,100.0,100.0,0.0,2.0,100.0,1.73,0.09,2,0,4,0.0,0.5,718,457,2422
HumanEval/145,coa,gemma-31b:zero_shot,6,1,0,7,0.857,94.59,100.0,1.0,2.22,78.87,1.95,0.029,8,1,3,0.0,0.642,2224,3906,23237
HumanEval/163,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.75,1.67,69.77,0.91,0.245,4,0,4,0.0,0.55,868,3060,7483
HumanEval/150,coa,gemma-31b:zero_shot,7,1,0,8,0.875,100.0,100.0,1.0,2.62,74.73,4.0,0.098,23,1,4,0.0,0.742,3592,2669,12328
HumanEval/156,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.333,3.75,59.0,2.53,0.051,19,0,4,0.0,0.7,174,167,1013
HumanEval/153,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,92.31,66.67,0.0,2.0,69.94,0.3,0.048,6,0,3,0.0,0.55,454,53,5650
HumanEval/151,consensus,gemma-31b:few_shot,13,3,0,16,0.812,92.31,100.0,1.0,3.25,63.49,2.73,0.031,19,1,4,0.0,0.742,2015,708,4571
HumanEval/160,hybrid,gemma-31b:scot,26,0,0,26,1.0,100.0,100.0,0.0,2.2,76.97,3.0,0.038,0,0,0,1.0,0.0,2419,1928,5217
HumanEval/160,actor_critic,gemma-31b:scot,16,4,0,20,0.8,89.04,100.0,1.0,2.25,64.18,4.15,0.013,43,2,6,0.0,0.833,1874,188,6837
HumanEval/147,coa,gemma-31b:few_shot,6,2,0,8,0.75,100.0,100.0,1.0,2.0,74.08,2.88,0.071,7,0,3,0.125,0.544,237,579,5043
HumanEval/150,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.8,0.174,6,0,3,0.333,0.467,146,41,951
HumanEval/141,competitive,gemma-31b:zero_shot,29,0,0,29,1.0,100.0,100.0,0.25,2.0,100.0,1.82,0.036,2,0,4,0.0,0.5,294,501,1223
HumanEval/155,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.4,2.0,69.94,0.73,0.154,2,1,3,0.333,0.408,123,34,2313
HumanEval/157,baseline,gemma-31b:zero_shot,18,3,0,21,0.857,100.0,100.0,1.0,2.33,96.01,3.36,0.035,10,0,4,0.0,0.7,168,595,1303
HumanEval/140,competitive,gemma-31b:few_shot,17,0,0,17,1.0,100.0,100.0,0.0,2.0,81.86,1.57,0.051,2,1,4,0.0,0.542,306,411,3582
HumanEval/163,actor_critic,gemma-31b:zero_shot,18,0,0,18,1.0,88.89,89.0,0.0,2.75,86.02,4.27,0.189,4,0,4,0.0,0.55,3284,4735,22505
HumanEval/158,consensus,gemma-31b:zero_shot,8,1,0,9,0.889,100.0,100.0,1.0,4.11,69.6,4.67,0.052,29,2,4,0.0,0.783,2482,1184,4914
HumanEval/150,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,16.67,0.0,1.0,4.0,95.04,1.3,0.728,0,0,0,1.0,0.0,3102,1014,9030
HumanEval/149,actor_critic,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.75,2.11,79.29,1.71,0.031,9,2,3,0.0,0.708,946,834,6055
HumanEval/154,adversarial,gemma-31b:cot,0,0,0,0,0.0,11.11,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,557,278,34621
HumanEval/149,soa,gemma-31b:few_shot,11,0,0,11,1.0,100.0,100.0,1.0,2.11,78.06,2.05,0.02,10,2,4,0.0,0.783,1731,2836,15953
HumanEval/148,actor_critic,gemma-31b:few_shot,7,0,0,7,1.0,100.0,100.0,0.25,3.57,58.73,1.57,0.026,17,2,3,0.0,0.733,654,569,3204
HumanEval/155,coa,gemma-31b:scot,6,0,0,6,1.0,94.59,100.0,0.6,3.25,66.11,2.82,0.068,13,1,3,0.375,0.598,129,183,921
HumanEval/140,baseline,gemma-31b:scot,23,0,0,23,1.0,100.0,100.0,0.25,2.0,100.0,2.86,0.049,2,0,4,0.0,0.5,248,810,1907
HumanEval/154,coa,gemma-31b:cot,6,1,0,7,0.857,100.0,100.0,1.0,4.57,69.59,2.65,0.05,26,1,3,0.0,0.692,192,161,1046
HumanEval/158,adversarial,gemma-31b:zero_shot,13,1,0,14,0.929,66.67,33.33,1.0,2.2,88.39,4.0,0.068,0,0,0,1.0,0.0,493,975,3538
HumanEval/157,actor_critic,gemma-31b:few_shot,4,2,0,6,0.667,88.24,88.0,1.0,3.83,73.8,3.82,0.058,24,2,4,0.0,0.783,746,170,2445
HumanEval/150,self_healing,gemma-31b:scot,0,0,0,0,0.0,16.67,0.0,1.0,4.0,95.04,1.3,0.728,0,0,0,1.0,0.0,1184,1567,7613
HumanEval/151,baseline,gemma-31b:scot,11,1,0,12,0.917,100.0,100.0,1.0,3.12,67.35,2.93,0.041,17,2,4,0.0,0.783,283,1074,1879
HumanEval/155,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.4,2.0,69.94,0.73,0.154,2,1,3,0.333,0.408,643,642,3969
HumanEval/163,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,69.94,0.73,0.17,4,1,3,0.0,0.542,486,73,3969
HumanEval/145,hybrid,gemma-31b:cot,16,0,0,16,1.0,100.0,100.0,0.0,3.29,72.74,3.35,0.045,16,0,4,0.0,0.7,3107,2296,9223
HumanEval/153,soa,gemma-31b:few_shot,13,0,0,13,1.0,97.73,83.33,0.6,2.67,77.01,2.19,0.039,19,0,4,0.0,0.7,336,1019,1930
HumanEval/155,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,23.08,0.0,1.0,2.0,95.77,0.82,0.656,0,0,0,1.0,0.0,430,126,3669
HumanEval/144,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,33.33,33.0,1.0,1.0,60.64,1.23,0.802,0,0,0,1.0,0.0,1095,298,5649
HumanEval/154,soa,gemma-31b:scot,24,3,0,27,0.889,100.0,100.0,1.0,3.0,97.31,3.53,0.042,8,0,4,0.0,0.65,346,1027,3050
HumanEval/157,atomic_swarm,gemma-31b:few_shot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,67.75,0.73,0.148,7,1,3,0.0,0.617,164,37,2750
HumanEval/161,hybrid,gemma-31b:zero_shot,36,0,0,36,1.0,62.07,33.33,0.0,2.25,86.19,3.26,0.229,2,0,4,0.0,0.5,1607,1631,10586
HumanEval/162,self_healing,gemma-31b:scot,0,0,0,0,0.0,20.0,0.0,1.0,3.0,100.0,1.09,0.754,0,0,0,1.0,0.0,1482,221,5000
HumanEval/150,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,69.94,0.8,0.168,6,0,3,0.333,0.467,146,43,456
HumanEval/140,adversarial,gemma-31b:few_shot,7,0,0,7,1.0,100.0,100.0,0.25,4.0,73.77,3.21,0.072,21,1,3,0.0,0.692,1036,1573,7779
HumanEval/150,soa,gemma-31b:few_shot,12,0,0,12,1.0,100.0,100.0,0.5,2.0,100.0,1.7,0.064,2,0,4,0.0,0.5,827,1102,5443
HumanEval/163,adversarial,gemma-31b:few_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.1,0,0,0,1.0,0.0,677,1642,7640
HumanEval/159,baseline,gemma-31b:scot,13,0,0,13,1.0,100.0,100.0,0.2,3.0,95.83,1.1,0.046,3,0,4,0.0,0.525,1118,2596,9598
HumanEval/143,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.4,0.03,3,0,3,0.0,0.475,210,32,1947
HumanEval/162,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,25.0,0.0,1.0,2.0,100.0,0.91,0.79,0,0,0,1.0,0.0,1393,761,8695
HumanEval/143,coa,gemma-31b:scot,7,0,0,7,1.0,93.33,93.0,0.667,2.22,80.85,2.05,0.037,8,0,3,0.111,0.572,215,188,1088
HumanEval/161,hybrid,gemma-31b:few_shot,29,0,0,29,1.0,67.65,33.33,0.0,2.8,86.16,3.89,0.04,5,1,4,0.0,0.617,1618,1174,3562
HumanEval/155,hybrid,gemma-31b:cot,33,0,0,33,1.0,100.0,100.0,0.4,3.0,86.55,5.82,0.023,2,1,4,0.0,0.542,1423,910,3593
HumanEval/154,competitive,gemma-31b:scot,24,3,0,27,0.889,100.0,100.0,1.0,3.33,78.22,2.35,0.052,11,0,4,0.0,0.7,473,989,2769
HumanEval/150,swarm,gemma-31b:few_shot,1,0,0,1,1.0,100.0,100.0,0.25,2.0,81.86,0.4,0.188,3,0,3,0.0,0.475,197,45,780
HumanEval/158,self_healing,gemma-31b:scot,0,0,0,0,0.0,16.67,0.0,1.0,2.0,72.16,1.0,0.6,0,0,0,1.0,0.0,2237,2223,12061
HumanEval/161,soa,gemma-31b:zero_shot,15,0,0,15,1.0,100.0,100.0,0.667,2.0,100.0,1.05,0.057,2,0,4,0.0,0.5,946,779,5347
HumanEval/141,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,7.5,0.0,1.0,9.0,78.93,1.27,0.526,0,0,0,1.0,0.0,863,452,3816
HumanEval/139,atomic_swarm,gemma-31b:scot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.67,0.094,3,1,4,0.0,0.567,3013,4118,13338
HumanEval/152,self_healing,gemma-31b:scot,0,0,0,0,0.0,60.0,60.0,1.0,2.0,55.66,1.0,0.959,0,0,0,1.0,0.0,1372,748,8750
HumanEval/143,actor_critic,gemma-31b:few_shot,11,0,0,11,1.0,100.0,100.0,0.667,2.64,73.08,3.15,0.032,15,1,3,0.0,0.692,2430,1107,9801
HumanEval/152,actor_critic,gemma-31b:zero_shot,13,0,0,13,1.0,92.31,92.0,0.0,2.0,95.13,3.15,0.101,2,0,4,0.0,0.5,927,1374,5297
HumanEval/143,soa,gemma-31b:few_shot,26,2,0,28,0.929,100.0,100.0,1.0,2.1,74.31,2.5,0.051,10,0,4,0.0,0.7,888,1256,9736
HumanEval/140,competitive,gemma-31b:cot,28,0,0,28,1.0,100.0,100.0,0.25,2.0,100.0,2.79,0.015,2,0,4,0.0,0.5,178,486,1475
HumanEval/144,coa,gemma-31b:zero_shot,8,0,0,8,1.0,100.0,100.0,0.0,3.12,78.25,3.54,0.019,22,0,3,0.0,0.65,210,335,1759
HumanEval/141,actor_critic,gemma-31b:zero_shot,25,0,0,25,1.0,63.27,50.0,0.0,5.0,84.23,3.0,0.361,2,0,4,0.0,0.5,925,2,2472
HumanEval/147,consensus,gemma-31b:scot,13,0,0,13,1.0,100.0,100.0,0.25,2.5,90.05,1.94,0.051,6,0,4,0.0,0.6,4760,941,12421
HumanEval/160,adversarial,gemma-31b:zero_shot,20,2,0,22,0.909,81.08,50.0,1.0,1.75,82.85,3.23,0.052,0,0,0,1.0,0.0,758,1568,5900
HumanEval/158,actor_critic,gemma-31b:zero_shot,15,1,0,16,0.938,62.96,33.33,1.0,2.0,90.78,2.93,0.047,4,1,4,0.0,0.592,1526,677,6247
HumanEval/154,coa,gemma-31b:scot,6,2,0,8,0.75,94.55,100.0,1.0,4.25,72.46,3.0,0.008,32,1,3,0.0,0.692,1718,933,7453
HumanEval/158,soa,gemma-31b:few_shot,12,1,0,13,0.923,100.0,100.0,1.0,2.89,77.84,3.47,0.017,18,1,5,0.0,0.792,177,812,1730
HumanEval/158,coa,gemma-31b:cot,8,1,0,9,0.889,100.0,100.0,1.0,2.44,81.2,2.4,0.035,12,2,3,0.0,0.733,573,1661,4613
HumanEval/161,self_healing,gemma-31b:cot,0,0,0,0,0.0,15.79,0.0,1.0,3.0,85.18,0.79,0.749,0,0,0,1.0,0.0,550,154,1910
HumanEval/140,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,79.74,0.64,0.068,2,0,4,0.0,0.5,504,205,1552
HumanEval/150,soa,gemma-31b:cot,19,0,0,19,1.0,100.0,100.0,0.5,2.0,95.69,3.2,0.055,6,0,4,0.0,0.6,148,620,1363
HumanEval/149,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,88.89,50.0,0.25,2.0,69.94,0.38,0.047,2,1,3,0.333,0.408,248,27,1508
HumanEval/146,competitive,gemma-31b:cot,24,0,0,24,1.0,100.0,100.0,0.5,2.0,79.92,2.69,0.064,2,0,4,0.0,0.5,819,582,4193
HumanEval/149,competitive,gemma-31b:few_shot,10,2,0,12,0.833,100.0,100.0,1.0,2.0,98.91,1.76,0.037,2,0,4,0.0,0.5,543,586,4955
HumanEval/145,competitive,gemma-31b:cot,13,3,0,16,0.812,100.0,100.0,1.0,2.0,92.09,1.85,0.076,2,0,4,0.0,0.5,191,841,9545
HumanEval/146,soa,gemma-31b:zero_shot,22,0,0,22,1.0,100.0,100.0,0.5,2.0,100.0,2.08,0.051,2,0,4,0.0,0.5,816,824,8664
HumanEval/152,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,60.0,60.0,1.0,2.0,55.66,1.0,0.959,0,0,0,1.0,0.0,1731,1297,11281
HumanEval/154,baseline,gemma-31b:zero_shot,22,3,0,25,0.88,100.0,100.0,1.0,2.0,100.0,2.12,0.052,2,0,4,0.0,0.5,696,1854,7789
HumanEval/142,adversarial,gemma-31b:few_shot,7,0,0,7,1.0,100.0,100.0,0.8,2.57,59.75,3.11,0.039,8,2,3,0.0,0.683,587,982,7792
HumanEval/160,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.0,1.67,69.77,0.38,0.039,6,1,4,0.0,0.642,699,219,9897
HumanEval/146,swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,79.74,0.69,0.058,2,0,4,0.0,0.5,808,876,5146
HumanEval/160,self_healing,gemma-31b:few_shot,23,0,0,23,1.0,73.08,50.0,0.0,2.0,88.46,2.54,0.453,4,1,4,0.0,0.592,1301,1121,8495
HumanEval/147,self_healing,gemma-31b:scot,0,0,0,0,0.0,13.04,0.0,1.0,2.0,51.75,2.41,0.479,0,0,0,1.0,0.0,1485,735,7325
HumanEval/141,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,84.0,60.0,0.0,2.0,79.74,0.36,0.028,2,0,4,0.0,0.5,472,120,2946
HumanEval/144,competitive,gemma-31b:scot,26,0,0,26,1.0,100.0,100.0,0.5,2.0,100.0,2.85,0.093,2,0,4,0.0,0.5,0,0,0
HumanEval/142,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.8,1.67,90.74,0.68,0.079,2,1,4,0.0,0.542,222,42,2731
HumanEval/146,adversarial,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.5,3.38,73.92,4.46,0.093,20,1,4,0.0,0.742,475,933,6971
HumanEval/149,self_healing,gemma-31b:scot,0,0,0,0,0.0,21.43,0.0,1.0,3.0,49.64,0.95,0.764,0,0,0,1.0,0.0,2787,1648,11313
HumanEval/146,adversarial,gemma-31b:scot,22,0,0,22,1.0,91.3,100.0,0.5,2.0,90.97,3.92,0.037,3,1,4,0.0,0.567,483,2307,4584
HumanEval/151,competitive,gemma-31b:cot,13,3,0,16,0.812,100.0,100.0,1.0,2.0,93.82,2.4,0.056,3,0,4,0.0,0.525,213,592,2246
HumanEval/143,baseline,gemma-31b:zero_shot,17,0,0,17,1.0,70.73,0.0,0.667,2.75,78.0,4.35,0.036,12,0,4,0.0,0.7,427,1897,4556
HumanEval/156,soa,gemma-31b:zero_shot,47,2,0,49,0.959,100.0,100.0,1.0,2.67,75.48,3.21,0.067,5,0,4,0.0,0.575,1351,1691,11007
HumanEval/162,atomic_swarm,gemma-31b:scot,2,0,0,2,1.0,94.12,100.0,0.25,2.0,69.94,0.73,0.06,2,1,3,0.333,0.408,3693,4282,14427
HumanEval/154,swarm,gemma-31b:cot,2,0,0,2,1.0,83.33,75.0,0.5,2.0,100.0,0.59,0.111,4,0,3,0.0,0.5,1463,2638,9076
HumanEval/157,atomic_swarm,gemma-31b:scot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,69.94,0.73,0.15,4,1,3,0.333,0.458,1627,2675,10963
HumanEval/154,hybrid,gemma-31b:cot,43,3,0,46,0.935,100.0,100.0,1.0,3.0,89.81,4.0,0.042,9,0,4,0.0,0.675,6536,4523,19276
HumanEval/156,swarm,gemma-31b:scot,2,0,0,2,1.0,100.0,100.0,0.333,2.0,71.89,0.42,0.061,2,0,3,0.0,0.45,1440,267,6982
HumanEval/152,competitive,gemma-31b:few_shot,10,1,0,11,0.909,100.0,100.0,1.0,1.5,100.0,2.08,0.04,2,0,5,0.0,0.55,2049,2845,7291
HumanEval/160,actor_critic,gemma-31b:few_shot,11,3,0,14,0.786,88.89,100.0,1.0,3.14,62.98,3.58,0.042,52,2,5,0.0,0.833,3070,600,9050
HumanEval/153,actor_critic,gemma-31b:scot,9,1,0,10,0.9,97.92,83.33,1.0,2.9,72.78,2.3,0.053,28,2,3,0.0,0.733,2919,1669,6733
HumanEval/163,actor_critic,gemma-31b:few_shot,7,1,0,8,0.875,96.3,96.0,1.0,2.88,70.62,3.18,0.136,20,1,3,0.0,0.692,642,1,3586
HumanEval/153,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,6.25,0.0,1.0,7.0,88.08,1.04,0.604,0,0,0,1.0,0.0,1537,650,17147
HumanEval/145,coa,gemma-31b:cot,7,0,0,7,1.0,83.78,50.0,0.0,2.33,80.29,1.9,0.028,9,1,3,0.0,0.667,183,280,4419
HumanEval/141,baseline,gemma-31b:cot,37,0,0,37,1.0,100.0,100.0,0.25,2.0,100.0,2.18,0.04,2,0,4,0.0,0.5,1230,3279,8552
HumanEval/146,competitive,gemma-31b:scot,25,0,0,25,1.0,100.0,100.0,0.5,2.0,81.86,2.31,0.081,2,0,4,0.0,0.5,683,2346,6407
HumanEval/162,competitive,gemma-31b:scot,0,0,1,1,0.0,,,1.0,2.25,58.34,3.91,0.11,6,1,4,0.0,0.642,1725,6345,19134
HumanEval/151,consensus,gemma-31b:scot,17,1,0,18,0.944,100.0,100.0,1.0,2.5,77.0,3.4,0.031,16,1,4,0.0,0.742,1825,774,4279
HumanEval/144,consensus,gemma-31b:few_shot,55,0,0,55,1.0,100.0,100.0,0.25,4.0,72.11,5.08,0.056,10,0,4,0.0,0.7,2286,2156,8955
HumanEval/157,hybrid,gemma-31b:cot,33,8,0,41,0.805,86.67,87.0,1.0,3.0,88.52,6.55,0.021,13,0,4,0.0,0.7,2050,1094,6217
HumanEval/150,consensus,gemma-31b:zero_shot,34,0,0,34,1.0,100.0,100.0,0.5,2.25,92.4,5.3,0.044,10,0,4,0.0,0.7,1608,914,3782
HumanEval/158,hybrid,gemma-31b:few_shot,28,3,0,31,0.903,76.19,33.33,1.0,2.0,78.97,6.4,0.037,9,1,4,0.0,0.717,1978,1539,4477
HumanEval/160,competitive,gemma-31b:cot,24,1,0,25,0.96,100.0,100.0,1.0,2.0,97.07,1.88,0.03,3,1,4,0.0,0.567,1277,1918,7826
HumanEval/156,baseline,gemma-31b:zero_shot,29,1,0,30,0.967,100.0,100.0,1.0,2.5,88.33,2.42,0.037,3,0,4,0.0,0.525,172,462,1492
HumanEval/154,soa,gemma-31b:zero_shot,21,4,0,25,0.84,100.0,100.0,1.0,2.0,92.46,2.59,0.069,2,0,4,0.0,0.5,188,564,1209
HumanEval/140,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,100.0,1.0,0.092,2,0,4,0.0,0.5,1336,3646,9190
HumanEval/159,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.2,2.0,69.94,0.28,0.038,4,1,3,0.0,0.542,358,35,2004
HumanEval/151,adversarial,gemma-31b:few_shot,10,2,0,12,0.833,100.0,100.0,1.0,2.38,79.32,3.07,0.137,12,1,4,0.0,0.742,1278,3426,11480
HumanEval/161,hybrid,gemma-31b:cot,33,0,0,33,1.0,100.0,100.0,0.667,2.0,93.86,3.37,0.053,2,0,4,0.0,0.5,2154,4456,10971
HumanEval/146,hybrid,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.5,2.0,81.12,5.62,0.044,7,1,4,0.0,0.667,2531,1706,6162
HumanEval/159,competitive,gemma-31b:zero_shot,16,0,0,16,1.0,100.0,100.0,0.2,2.0,100.0,0.93,0.059,2,0,4,0.0,0.5,1055,1374,6757
HumanEval/158,consensus,gemma-31b:scot,13,0,0,13,1.0,100.0,100.0,0.667,4.57,72.16,4.07,0.02,26,1,4,0.0,0.742,2735,1804,10539
HumanEval/155,competitive,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.4,2.0,81.86,1.64,0.143,2,0,4,0.0,0.5,136,228,817
HumanEval/159,baseline,gemma-31b:cot,16,0,0,16,1.0,100.0,100.0,0.2,2.0,100.0,1.0,0.026,2,0,4,0.0,0.5,420,587,2065
HumanEval/163,competitive,gemma-31b:cot,14,0,0,14,1.0,100.0,100.0,0.75,2.0,81.86,1.73,0.139,2,0,4,0.0,0.5,174,264,1287
HumanEval/161,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.42,0.212,2,1,3,0.333,0.408,165,21,1196
HumanEval/139,adversarial,gemma-31b:few_shot,8,2,0,10,0.8,94.74,100.0,1.0,2.33,79.93,3.4,0.037,14,2,5,0.0,0.833,482,792,10313
HumanEval/147,competitive,gemma-31b:few_shot,13,3,0,16,0.812,100.0,100.0,1.0,2.29,82.77,3.29,0.025,10,0,4,0.0,0.7,244,887,2996
HumanEval/154,baseline,gemma-31b:cot,8,1,0,9,0.889,98.41,100.0,1.0,4.89,58.01,3.53,0.067,43,1,3,0.0,0.692,2433,5293,22027
HumanEval/157,adversarial,gemma-31b:cot,10,4,0,14,0.714,88.57,89.0,1.0,4.14,69.08,4.73,0.03,29,1,4,0.0,0.742,396,1006,6287
HumanEval/154,adversarial,gemma-31b:zero_shot,23,3,0,26,0.885,68.0,50.0,1.0,2.75,79.77,3.94,0.13,2,0,4,0.0,0.5,677,1146,6840
HumanEval/144,hybrid,gemma-31b:zero_shot,45,0,0,45,1.0,85.71,86.0,0.0,1.75,86.72,5.85,0.045,3,0,4,0.0,0.525,2153,2413,7384
HumanEval/153,coa,gemma-31b:few_shot,9,0,0,9,1.0,97.96,83.33,0.2,2.89,76.1,1.78,0.029,17,0,3,0.0,0.65,1167,3017,12183
HumanEval/141,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,89.29,70.0,0.25,2.0,69.94,0.36,0.028,3,1,3,0.0,0.517,656,1310,4480
HumanEval/156,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,13.04,0.0,1.0,3.0,98.0,1.21,0.412,0,0,0,1.0,0.0,741,315,4860
HumanEval/140,adversarial,gemma-31b:zero_shot,16,11,0,27,0.593,68.0,0.0,1.0,1.75,86.88,5.5,0.161,4,1,5,0.0,0.642,681,1108,7927
HumanEval/150,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,69.94,0.8,0.182,8,0,3,0.0,0.6,826,1844,4749
HumanEval/139,hybrid,gemma-31b:scot,16,3,0,19,0.842,100.0,100.0,1.0,2.33,77.49,3.47,0.049,11,0,5,0.0,0.75,2120,3839,14693
HumanEval/143,consensus,gemma-31b:few_shot,31,0,0,31,1.0,100.0,100.0,0.667,2.5,81.71,2.55,0.029,4,1,4,0.0,0.592,4229,2211,17625
HumanEval/152,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,68.96,0.62,0.033,3,2,3,0.333,0.475,435,873,2783
HumanEval/156,adversarial,gemma-31b:few_shot,26,1,0,27,0.963,100.0,100.0,1.0,2.5,81.49,2.95,0.104,9,0,4,0.0,0.675,337,751,1788
HumanEval/155,baseline,gemma-31b:cot,13,0,0,13,1.0,100.0,100.0,0.4,2.0,100.0,2.27,0.041,2,0,4,0.0,0.5,584,2617,5248
HumanEval/157,hybrid,gemma-31b:scot,25,6,0,31,0.806,100.0,100.0,1.0,2.14,82.85,7.09,0.062,0,0,0,1.0,0.0,2282,1566,4651
HumanEval/152,adversarial,gemma-31b:scot,9,0,0,9,1.0,97.37,97.0,0.0,2.38,74.5,4.77,0.027,7,2,5,0.0,0.758,898,2878,7858
HumanEval/159,soa,gemma-31b:zero_shot,17,0,0,17,1.0,100.0,100.0,0.4,2.0,100.0,0.93,0.049,2,0,4,0.0,0.5,1056,1430,9116
HumanEval/157,adversarial,gemma-31b:scot,17,4,0,21,0.81,100.0,100.0,1.0,2.29,82.73,5.27,0.027,0,0,0,1.0,0.0,429,1952,3953
HumanEval/156,hybrid,gemma-31b:scot,32,0,0,32,1.0,100.0,100.0,0.333,2.43,64.35,3.84,0.038,7,0,5,0.0,0.675,2692,3836,17365
HumanEval/156,soa,gemma-31b:scot,26,1,0,27,0.963,100.0,100.0,1.0,2.33,63.65,2.26,0.045,5,0,4,0.0,0.575,338,1155,2779
HumanEval/151,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,23.08,0.0,1.0,5.0,48.04,0.73,0.81,0,0,0,1.0,0.0,1278,2188,9010
HumanEval/157,swarm,gemma-31b:few_shot,1,0,0,1,1.0,100.0,100.0,0.2,2.0,81.86,0.36,0.136,3,0,3,0.0,0.475,513,76,2963
HumanEval/139,consensus,gemma-31b:zero_shot,13,4,0,17,0.765,83.33,66.67,1.0,2.0,68.31,3.47,0.065,9,0,5,0.0,0.725,1943,594,4021
HumanEval/146,competitive,gemma-31b:zero_shot,22,0,0,22,1.0,100.0,100.0,0.5,2.0,81.86,2.08,0.088,2,0,4,0.0,0.5,370,1355,8595
HumanEval/156,consensus,gemma-31b:cot,46,1,0,47,0.979,92.0,92.0,1.0,2.33,82.23,3.79,0.029,5,0,4,0.0,0.575,2003,696,4208
HumanEval/145,self_healing,gemma-31b:cot,0,0,0,0,0.0,13.64,0.0,1.0,1.0,84.99,1.0,0.62,0,0,0,1.0,0.0,1783,356,5490
HumanEval/162,soa,gemma-31b:scot,9,1,0,10,0.9,100.0,100.0,1.0,1.6,60.43,2.64,0.124,8,2,5,0.0,0.783,139,508,1390
